"year","cou","own","isic","GO","flag_go","GVA","flag_gva","EXGR","flag_exgr","IMGR","flag_imgr"
2008,"AUS","D_MNE","A01T03",1307.21720742,"e",448.925725405,"e",243.519961322423,"e",90.09955218,"e"
2008,"AUS","D_MNE","B05T09",38206.04012487,"e",20686.351272662,"e",17428.9979990182,"e",1407.311963624,"e"
2008,"AUS","D_MNE","C10T12",20110.090144915,"e",4769.663839762,"e",4727.63254227529,"e",1189.612274328,"e"
2008,"AUS","D_MNE","C13T15",2065.072591466,"e",528.705032555,"e",178.2402193807,"e",286.257543525,"e"
2008,"AUS","D_MNE","C16",1434.942694682,"e",437.437324271,"e",231.275821545172,"e",92.58911635,"e"
2008,"AUS","D_MNE","C17T18",4598.972570579,"e",1848.442607509,"e",367.960537772272,"e",409.899308398,"e"
2008,"AUS","D_MNE","C19",6070.459831451,"e",856.380706059,"e",682.620401701304,"e",2043.892196008,"e"
2008,"AUS","D_MNE","C20",3758.315755505,"e",906.934921562,"e",661.332862286511,"e",550.091509147,"e"
2008,"AUS","D_MNE","C21",307.605098789,"e",114.160904418,"e",60.7673546581479,"e",26.764452121,"e"
2008,"AUS","D_MNE","C22",2701.159586565,"e",814.397145329,"e",260.280071955183,"e",375.659320738,"e"
2008,"AUS","D_MNE","C23",2374.159073496,"e",687.852827919,"e",113.825321953285,"e",209.430313274,"e"
2008,"AUS","D_MNE","C24",28818.472131079,"e",4449.80024378,"e",17948.6172312104,"e",3689.291052496,"e"
2008,"AUS","D_MNE","C25",4343.163479602,"e",1453.61085831801,"e",382.673887032656,"e",423.877785419,"e"
2008,"AUS","D_MNE","C26",1156.110493626,"e",522.44720202,"e",104.982071162911,"e",132.907736072,"e"
2008,"AUS","D_MNE","C27",2299.923100124,"e",770.847231532,"e",184.150720552177,"e",323.073102361,"e"
2008,"AUS","D_MNE","C28",2665.869977712,"e",1003.943381802,"e",291.111933478815,"e",299.519719277,"e"
2008,"AUS","D_MNE","C29",826.2227549,"e",217.948280613,"e",96.5146616117648,"e",144.041416128,"e"
2008,"AUS","D_MNE","C30",5329.005968653,"e",2057.389403974,"e",658.258553372104,"e",707.798139348,"e"
2008,"AUS","D_MNE","C31T33",800.584700494,"e",254.970442551,"e",56.4718909552101,"e",127.254123772,"e"
2008,"AUS","D_MNE","D35_E36T39",11901.324174523,"e",4647.146698294,"e",89.2423494223235,"e",317.211252775,"e"
2008,"AUS","D_MNE","F41T43",32628.569389493,"e",8257.232048813,"e",214.047116662562,"e",1940.553593471,"e"
2008,"AUS","D_MNE","G45T47",31736.916410746,"e",15474.214275308,"e",5537.80751470486,"e",1516.565620533,"e"
2008,"AUS","D_MNE","H49",7340.396954444,"e",2829.609479316,"e",608.213507480215,"e",646.988367362,"e"
2008,"AUS","D_MNE","H50",7168.358542061,"e",3189.321305832,"e",975.016434588229,"e",218.45505225,"e"
2008,"AUS","D_MNE","H51",7903.833283857,"e",2506.082296401,"e",2544.73497984867,"e",629.74838616,"e"
2008,"AUS","D_MNE","H52",5412.608859395,"e",2234.57356663,"e",249.820679124344,"e",77.237269037,"e"
2008,"AUS","D_MNE","H53",3776.311070909,"e",1462.205364699,"e",482.793721972518,"e",320.751770184,"e"
2008,"AUS","D_MNE","I55T56",3283.262751443,"e",1377.154747694,"e",467.728633120567,"e",142.961025594,"e"
2008,"AUS","D_MNE","J58T60",10139.924984714,"e",4196.845521871,"e",412.918628834887,"e",396.163004931,"e"
2008,"AUS","D_MNE","J61",23659.853309338,"e",8412.143031904,"e",901.665026950229,"e",1103.488017511,"e"
