Country or Area,SNA93 Table Code,Sub Group,Item,SNA93 Item Code,Year,Series,Currency,SNA System,Fiscal Year Type,Value,Value Footnotes
Belgium,3.2,Individual consumption expenditure of households,Education,10,2018,1000,Euro,2008,Western calendar year,894000000,
Belgium,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2018,1000,Euro,2008,Western calendar year,14840000000,
Belgium,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2018,1000,Euro,2008,Western calendar year,30306000000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2018,1000,Euro,2008,Western calendar year,2.27031E+11,
Belgium,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2018,1000,Euro,2008,Western calendar year,12459000000,
Belgium,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2018,1000,Euro,2008,Western calendar year,6103400000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2018,1000,Euro,2008,Western calendar year,2.3693E+11,
Belgium,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2018,1000,Euro,2008,Western calendar year,4800600000,
Belgium,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2018,1000,Euro,2008,Western calendar year,69205400000,
Belgium,3.2,,Equals: Total actual individual consumption,P.41,2018,1000,Euro,2008,Western calendar year,3.10936E+11,
Belgium,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2017,1000,Euro,2008,Western calendar year,28000000000,
Belgium,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2017,1000,Euro,2008,Western calendar year,8709000000,
Belgium,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2017,1000,Euro,2008,Western calendar year,10783000000,
Belgium,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2017,1000,Euro,2008,Western calendar year,52200000000,
Belgium,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2017,1000,Euro,2008,Western calendar year,13278000000,
Belgium,3.2,Individual consumption expenditure of households,Health,6,2017,1000,Euro,2008,Western calendar year,14447000000,
Belgium,3.2,Individual consumption expenditure of households,Transport,7,2017,1000,Euro,2008,Western calendar year,24446000000,
Belgium,3.2,Individual consumption expenditure of households,Communication,8,2017,1000,Euro,2008,Western calendar year,4818000000,
Belgium,3.2,Individual consumption expenditure of households,Recreation and culture,9,2017,1000,Euro,2008,Western calendar year,18253000000,
Belgium,3.2,Individual consumption expenditure of households,Education,10,2017,1000,Euro,2008,Western calendar year,803000000,
Belgium,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2017,1000,Euro,2008,Western calendar year,14009000000,
Belgium,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2017,1000,Euro,2008,Western calendar year,29140000000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2017,1000,Euro,2008,Western calendar year,2.18886E+11,
Belgium,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2017,1000,Euro,2008,Western calendar year,11495600000,
Belgium,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2017,1000,Euro,2008,Western calendar year,5925800000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2017,1000,Euro,2008,Western calendar year,2.28529E+11,
Belgium,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2017,1000,Euro,2008,Western calendar year,4557500000,
Belgium,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2017,1000,Euro,2008,Western calendar year,66697300000,
Belgium,3.2,,Equals: Total actual individual consumption,P.41,2017,1000,Euro,2008,Western calendar year,2.99784E+11,
Belgium,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2016,1000,Euro,2008,Western calendar year,27361000000,
Belgium,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2016,1000,Euro,2008,Western calendar year,8754000000,
Belgium,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2016,1000,Euro,2008,Western calendar year,10375000000,
Belgium,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2016,1000,Euro,2008,Western calendar year,50005000000,
Belgium,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2016,1000,Euro,2008,Western calendar year,12922000000,
Belgium,3.2,Individual consumption expenditure of households,Health,6,2016,1000,Euro,2008,Western calendar year,14110000000,
Belgium,3.2,Individual consumption expenditure of households,Transport,7,2016,1000,Euro,2008,Western calendar year,23258000000,
Belgium,3.2,Individual consumption expenditure of households,Communication,8,2016,1000,Euro,2008,Western calendar year,4831000000,
Belgium,3.2,Individual consumption expenditure of households,Recreation and culture,9,2016,1000,Euro,2008,Western calendar year,17694000000,
Belgium,3.2,Individual consumption expenditure of households,Education,10,2016,1000,Euro,2008,Western calendar year,832000000,
Belgium,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2016,1000,Euro,2008,Western calendar year,13346000000,
Belgium,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2016,1000,Euro,2008,Western calendar year,27093000000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2016,1000,Euro,2008,Western calendar year,2.10579E+11,
Belgium,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2016,1000,Euro,2008,Western calendar year,10907000000,
Belgium,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2016,1000,Euro,2008,Western calendar year,5397800000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2016,1000,Euro,2008,Western calendar year,2.19724E+11,
Belgium,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2016,1000,Euro,2008,Western calendar year,4454400000,
Belgium,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2016,1000,Euro,2008,Western calendar year,64645300000,
Belgium,3.2,,Equals: Total actual individual consumption,P.41,2016,1000,Euro,2008,Western calendar year,2.88824E+11,
Belgium,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2015,1000,Euro,2008,Western calendar year,26478000000,
Belgium,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2015,1000,Euro,2008,Western calendar year,8448000000,
Belgium,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2015,1000,Euro,2008,Western calendar year,10208000000,
Belgium,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2015,1000,Euro,2008,Western calendar year,49018000000,
Belgium,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2015,1000,Euro,2008,Western calendar year,12592000000,
Belgium,3.2,Individual consumption expenditure of households,Health,6,2015,1000,Euro,2008,Western calendar year,13681000000,
Belgium,3.2,Individual consumption expenditure of households,Transport,7,2015,1000,Euro,2008,Western calendar year,22304000000,
Belgium,3.2,Individual consumption expenditure of households,Communication,8,2015,1000,Euro,2008,Western calendar year,4607000000,
Belgium,3.2,Individual consumption expenditure of households,Recreation and culture,9,2015,1000,Euro,2008,Western calendar year,17468000000,
Belgium,3.2,Individual consumption expenditure of households,Education,10,2015,1000,Euro,2008,Western calendar year,834000000,
Belgium,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2015,1000,Euro,2008,Western calendar year,12526000000,
Belgium,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2015,1000,Euro,2008,Western calendar year,26631000000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2015,1000,Euro,2008,Western calendar year,2.04798E+11,
Belgium,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2015,1000,Euro,2008,Western calendar year,10089500000,
Belgium,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2015,1000,Euro,2008,Western calendar year,5359800000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2015,1000,Euro,2008,Western calendar year,2.13176E+11,
Belgium,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2015,1000,Euro,2008,Western calendar year,4222900000,
Belgium,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2015,1000,Euro,2008,Western calendar year,62825700000,
Belgium,3.2,,Equals: Total actual individual consumption,P.41,2015,1000,Euro,2008,Western calendar year,2.80224E+11,
Belgium,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2014,1000,Euro,2008,Western calendar year,25655000000,
Belgium,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2014,1000,Euro,2008,Western calendar year,8082000000,
Belgium,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2014,1000,Euro,2008,Western calendar year,10043000000,
Belgium,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2014,1000,Euro,2008,Western calendar year,48136000000,
Belgium,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2014,1000,Euro,2008,Western calendar year,12254000000,
Belgium,3.2,Individual consumption expenditure of households,Health,6,2014,1000,Euro,2008,Western calendar year,12901000000,
Belgium,3.2,Individual consumption expenditure of households,Transport,7,2014,1000,Euro,2008,Western calendar year,23147000000,
Belgium,3.2,Individual consumption expenditure of households,Communication,8,2014,1000,Euro,2008,Western calendar year,4508000000,
Belgium,3.2,Individual consumption expenditure of households,Recreation and culture,9,2014,1000,Euro,2008,Western calendar year,17417000000,
Belgium,3.2,Individual consumption expenditure of households,Education,10,2014,1000,Euro,2008,Western calendar year,774000000,
Belgium,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2014,1000,Euro,2008,Western calendar year,11993000000,
Belgium,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2014,1000,Euro,2008,Western calendar year,24817000000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2014,1000,Euro,2008,Western calendar year,1.99727E+11,
Belgium,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2014,1000,Euro,2008,Western calendar year,10105900000,
Belgium,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2014,1000,Euro,2008,Western calendar year,5177900000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2014,1000,Euro,2008,Western calendar year,2.08227E+11,
Belgium,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2014,1000,Euro,2008,Western calendar year,4022500000,
Belgium,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2014,1000,Euro,2008,Western calendar year,61998400000,
Belgium,3.2,,Equals: Total actual individual consumption,P.41,2014,1000,Euro,2008,Western calendar year,2.74248E+11,
Belgium,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2013,1000,Euro,2008,Western calendar year,25198000000,
Belgium,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2013,1000,Euro,2008,Western calendar year,7704000000,
Belgium,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2013,1000,Euro,2008,Western calendar year,9864000000,
Belgium,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2013,1000,Euro,2008,Western calendar year,49046000000,
Belgium,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2013,1000,Euro,2008,Western calendar year,12051000000,
Belgium,3.2,Individual consumption expenditure of households,Health,6,2013,1000,Euro,2008,Western calendar year,12709000000,
Belgium,3.2,Individual consumption expenditure of households,Transport,7,2013,1000,Euro,2008,Western calendar year,23180000000,
Belgium,3.2,Individual consumption expenditure of households,Communication,8,2013,1000,Euro,2008,Western calendar year,4646000000,
Belgium,3.2,Individual consumption expenditure of households,Recreation and culture,9,2013,1000,Euro,2008,Western calendar year,17262000000,
Belgium,3.2,Individual consumption expenditure of households,Education,10,2013,1000,Euro,2008,Western calendar year,781000000,
Belgium,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2013,1000,Euro,2008,Western calendar year,11404000000,
Belgium,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2013,1000,Euro,2008,Western calendar year,23909000000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2013,1000,Euro,2008,Western calendar year,1.97753E+11,
Belgium,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2013,1000,Euro,2008,Western calendar year,9211200000,
Belgium,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2013,1000,Euro,2008,Western calendar year,4887100000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2013,1000,Euro,2008,Western calendar year,2.04476E+11,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2013,300,1999 BEF euro / euro,1993,Western calendar year,1.98744E+11,
Belgium,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2013,1000,Euro,2008,Western calendar year,4029000000,
Belgium,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2013,300,1999 BEF euro / euro,1993,Western calendar year,4219000000,
Belgium,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2013,1000,Euro,2008,Western calendar year,60694600000,
Belgium,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2013,300,1999 BEF euro / euro,1993,Western calendar year,61677000000,
Belgium,3.2,,Equals: Total actual individual consumption,P.41,2013,1000,Euro,2008,Western calendar year,2.69199E+11,
Belgium,3.2,,Equals: Total actual individual consumption,P.41,2013,300,1999 BEF euro / euro,1993,Western calendar year,2.6464E+11,
Belgium,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2012,1000,Euro,2008,Western calendar year,24351000000,
Belgium,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2012,300,1999 BEF euro / euro,1993,Western calendar year,26135700000,
Belgium,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2012,1000,Euro,2008,Western calendar year,7347000000,
Belgium,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2012,300,1999 BEF euro / euro,1993,Western calendar year,6776800000,
Belgium,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2012,1000,Euro,2008,Western calendar year,9487000000,
Belgium,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2012,300,1999 BEF euro / euro,1993,Western calendar year,9880400000,
Belgium,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2012,1000,Euro,2008,Western calendar year,47691000000,
Belgium,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2012,300,1999 BEF euro / euro,1993,Western calendar year,46544700000,
Belgium,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2012,1000,Euro,2008,Western calendar year,11985000000,
Belgium,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2012,300,1999 BEF euro / euro,1993,Western calendar year,10717900000,
Belgium,3.2,Individual consumption expenditure of households,Health,6,2012,1000,Euro,2008,Western calendar year,12356000000,
Belgium,3.2,Individual consumption expenditure of households,Health,6,2012,300,1999 BEF euro / euro,1993,Western calendar year,11053600000,
Belgium,3.2,Individual consumption expenditure of households,Transport,7,2012,1000,Euro,2008,Western calendar year,22710000000,
Belgium,3.2,Individual consumption expenditure of households,Transport,7,2012,300,1999 BEF euro / euro,1993,Western calendar year,22939900000,
Belgium,3.2,Individual consumption expenditure of households,Communication,8,2012,1000,Euro,2008,Western calendar year,4709000000,
Belgium,3.2,Individual consumption expenditure of households,Communication,8,2012,300,1999 BEF euro / euro,1993,Western calendar year,4211700000,
Belgium,3.2,Individual consumption expenditure of households,Recreation and culture,9,2012,1000,Euro,2008,Western calendar year,17120000000,
Belgium,3.2,Individual consumption expenditure of households,Recreation and culture,9,2012,300,1999 BEF euro / euro,1993,Western calendar year,17078700000,
Belgium,3.2,Individual consumption expenditure of households,Education,10,2012,1000,Euro,2008,Western calendar year,736000000,
Belgium,3.2,Individual consumption expenditure of households,Education,10,2012,300,1999 BEF euro / euro,1993,Western calendar year,1002100000,
Belgium,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2012,1000,Euro,2008,Western calendar year,10959000000,
Belgium,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2012,300,1999 BEF euro / euro,1993,Western calendar year,11484000000,
Belgium,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2012,1000,Euro,2008,Western calendar year,23324000000,
Belgium,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2012,300,1999 BEF euro / euro,1993,Western calendar year,23713900000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2012,1000,Euro,2008,Western calendar year,1.92776E+11,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2012,300,1999 BEF euro / euro,1993,Western calendar year,1.91539E+11,
Belgium,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2012,1000,Euro,2008,Western calendar year,8447700000,
Belgium,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2012,300,1999 BEF euro / euro,1993,Western calendar year,11023700000,
Belgium,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2012,1000,Euro,2008,Western calendar year,4607700000,
Belgium,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2012,300,1999 BEF euro / euro,1993,Western calendar year,7815800000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2012,1000,Euro,2008,Western calendar year,1.99749E+11,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2012,300,1999 BEF euro / euro,1993,Western calendar year,1.94747E+11,
Belgium,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2012,1000,Euro,2008,Western calendar year,3975400000,
Belgium,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2012,300,1999 BEF euro / euro,1993,Western calendar year,4151000000,
Belgium,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2012,1000,Euro,2008,Western calendar year,59382500000,
Belgium,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2012,300,1999 BEF euro / euro,1993,Western calendar year,60120000000,
Belgium,3.2,,Equals: Total actual individual consumption,P.41,2012,1000,Euro,2008,Western calendar year,2.63107E+11,
Belgium,3.2,,Equals: Total actual individual consumption,P.41,2012,300,1999 BEF euro / euro,1993,Western calendar year,2.59018E+11,
Belgium,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2011,1000,Euro,2008,Western calendar year,23147000000,
Belgium,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2011,300,1999 BEF euro / euro,1993,Western calendar year,25150200000,
Belgium,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2011,1000,Euro,2008,Western calendar year,7101000000,
Belgium,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2011,300,1999 BEF euro / euro,1993,Western calendar year,6535200000,
Belgium,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2011,1000,Euro,2008,Western calendar year,8956000000,
Belgium,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2011,300,1999 BEF euro / euro,1993,Western calendar year,9376400000,
Belgium,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2011,1000,Euro,2008,Western calendar year,44479000000,
Belgium,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2011,300,1999 BEF euro / euro,1993,Western calendar year,44701500000,
Belgium,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2011,1000,Euro,2008,Western calendar year,11844000000,
Belgium,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2011,300,1999 BEF euro / euro,1993,Western calendar year,10673500000,
Belgium,3.2,Individual consumption expenditure of households,Health,6,2011,1000,Euro,2008,Western calendar year,11820000000,
Belgium,3.2,Individual consumption expenditure of households,Health,6,2011,300,1999 BEF euro / euro,1993,Western calendar year,10487300000,
Belgium,3.2,Individual consumption expenditure of households,Transport,7,2011,1000,Euro,2008,Western calendar year,22992000000,
Belgium,3.2,Individual consumption expenditure of households,Transport,7,2011,300,1999 BEF euro / euro,1993,Western calendar year,23135700000,
Belgium,3.2,Individual consumption expenditure of households,Communication,8,2011,1000,Euro,2008,Western calendar year,4368000000,
Belgium,3.2,Individual consumption expenditure of households,Communication,8,2011,300,1999 BEF euro / euro,1993,Western calendar year,4006500000,
Belgium,3.2,Individual consumption expenditure of households,Recreation and culture,9,2011,1000,Euro,2008,Western calendar year,16991000000,
Belgium,3.2,Individual consumption expenditure of households,Recreation and culture,9,2011,300,1999 BEF euro / euro,1993,Western calendar year,16959600000,
Belgium,3.2,Individual consumption expenditure of households,Education,10,2011,1000,Euro,2008,Western calendar year,721000000,
Belgium,3.2,Individual consumption expenditure of households,Education,10,2011,300,1999 BEF euro / euro,1993,Western calendar year,972300000,
Belgium,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2011,1000,Euro,2008,Western calendar year,10648000000,
Belgium,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2011,300,1999 BEF euro / euro,1993,Western calendar year,11518200000,
Belgium,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2011,1000,Euro,2008,Western calendar year,23547000000,
Belgium,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2011,300,1999 BEF euro / euro,1993,Western calendar year,24194400000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2011,1000,Euro,2008,Western calendar year,1.86615E+11,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2011,300,1999 BEF euro / euro,1993,Western calendar year,1.87711E+11,
Belgium,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2011,1000,Euro,2008,Western calendar year,7691800000,
Belgium,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2011,300,1999 BEF euro / euro,1993,Western calendar year,10247000000,
Belgium,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2011,1000,Euro,2008,Western calendar year,4345900000,
Belgium,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2011,300,1999 BEF euro / euro,1993,Western calendar year,7313800000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2011,1000,Euro,2008,Western calendar year,1.92635E+11,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2011,300,1999 BEF euro / euro,1993,Western calendar year,1.90644E+11,
Belgium,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2011,1000,Euro,2008,Western calendar year,3844000000,
Belgium,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2011,300,1999 BEF euro / euro,1993,Western calendar year,4023000000,
Belgium,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2011,1000,Euro,2008,Western calendar year,57340000000,
Belgium,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2011,300,1999 BEF euro / euro,1993,Western calendar year,57710000000,
Belgium,3.2,,Equals: Total actual individual consumption,P.41,2011,1000,Euro,2008,Western calendar year,2.53819E+11,
Belgium,3.2,,Equals: Total actual individual consumption,P.41,2011,300,1999 BEF euro / euro,1993,Western calendar year,2.52377E+11,
Belgium,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2010,1000,Euro,2008,Western calendar year,22915000000,
Belgium,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2010,300,1999 BEF euro / euro,1993,Western calendar year,24882500000,
Belgium,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2010,1000,Euro,2008,Western calendar year,7262000000,
Belgium,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2010,300,1999 BEF euro / euro,1993,Western calendar year,6691900000,
Belgium,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2010,1000,Euro,2008,Western calendar year,8272000000,
Belgium,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2010,300,1999 BEF euro / euro,1993,Western calendar year,9165600000,
Belgium,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2010,1000,Euro,2008,Western calendar year,41499000000,
Belgium,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2010,300,1999 BEF euro / euro,1993,Western calendar year,43130700000,
Belgium,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2010,1000,Euro,2008,Western calendar year,11445000000,
Belgium,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2010,300,1999 BEF euro / euro,1993,Western calendar year,10469100000,
Belgium,3.2,Individual consumption expenditure of households,Health,6,2010,1000,Euro,2008,Western calendar year,11391000000,
Belgium,3.2,Individual consumption expenditure of households,Health,6,2010,300,1999 BEF euro / euro,1993,Western calendar year,10292600000,
Belgium,3.2,Individual consumption expenditure of households,Transport,7,2010,1000,Euro,2008,Western calendar year,21944000000,
Belgium,3.2,Individual consumption expenditure of households,Transport,7,2010,300,1999 BEF euro / euro,1993,Western calendar year,21830400000,
Belgium,3.2,Individual consumption expenditure of households,Communication,8,2010,1000,Euro,2008,Western calendar year,4335000000,
Belgium,3.2,Individual consumption expenditure of households,Communication,8,2010,300,1999 BEF euro / euro,1993,Western calendar year,4038500000,
Belgium,3.2,Individual consumption expenditure of households,Recreation and culture,9,2010,1000,Euro,2008,Western calendar year,16096000000,
Belgium,3.2,Individual consumption expenditure of households,Recreation and culture,9,2010,300,1999 BEF euro / euro,1993,Western calendar year,16390200000,
Belgium,3.2,Individual consumption expenditure of households,Education,10,2010,1000,Euro,2008,Western calendar year,705000000,
Belgium,3.2,Individual consumption expenditure of households,Education,10,2010,300,1999 BEF euro / euro,1993,Western calendar year,930200000,
Belgium,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2010,1000,Euro,2008,Western calendar year,9970000000,
Belgium,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2010,300,1999 BEF euro / euro,1993,Western calendar year,10919700000,
Belgium,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2010,1000,Euro,2008,Western calendar year,23849000000,
Belgium,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2010,300,1999 BEF euro / euro,1993,Western calendar year,23069800000,
Belgium,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2010,1000,Euro,2008,Western calendar year,1.79682E+11,
