year,cou,own,isic,GO,flag_go,GVA,flag_gva,EXP,flag_exgr,IMP,flag_imgr
2000,BEL,D,C20,4366.229286,"e,a",1503.76357,"e,a",1974.184003,"e,a",815.6254468,"e,a"
2000,BEL,D,C21,0,"e,a",0,"e,a",0,"e,a",0,"e,a"
2000,BEL,D,C22,2750.409348,"e,a",998.0044542,"e,a",1245.048674,"e,a",607.0612405,"e,a"
2000,BEL,D,C23,3355.463912,"e,a",1319.174062,"e,a",567.2826866,"e,a",575.6027403,"e,a"
2000,BEL,D,C24,5775.907437,"e,a",1638.708009,"e,a",3008.735286,"e,a",1495.590327,"e,a"
2000,BEL,D,C25,7047.796426,"e,a",2666.748135,"e,a",1583.497289,"e,a",1182.795825,"e,a"
2000,BEL,D,C26,3092.76682,"e,a",943.6196778,"e,a",903.1046212,"e,a",712.6036129,"e,a"
2000,BEL,D,C27,2004.709538,"e,a",658.6140296,"e,a",669.0732051,"e,a",439.0040664,"e,a"
2000,BEL,D,C28,3448.286846,"e,a",1311.228979,"e,a",1071.860845,"e,a",459.5209856,"e,a"
2000,BEL,D,C29,6875.957223,"e,a",2232.432116,"e,a",3080.714553,"e,a",1324.376122,"e,a"
2000,BEL,D,C30,782.1891258,"e,a",304.2918287,"e,a",182.4880916,"e,a",156.7768602,"e,a"
2000,BEL,D,C31T33,3709.907097,"e,a",1286.683699,"e,a",1328.65006,"e,a",962.2978187,"e,a"
2000,BEL,D,D35_E36T39,6742.632639,"e,a",3719.009601,e,697.3635649,e,928.6782896,e
2000,BEL,D,F41T43,33079.49104,"e,a",11471.709,"e,a",372.183938,"e,a",4700.165571,"e,a"
2000,BEL,D,G45T47,39675.15977,"e,a",18845.22241,"e,a",12649.28222,"e,a",3425.179895,"e,a"
2000,BEL,D,H49,11155.99973,"e,a",5856.302784,"e,a",3818.65261,e,1312.061779,e
2000,BEL,D,H50,1379.009712,"e,a",237.3737398,"e,a",894.3693498,e,116.6329544,e
2000,BEL,D,H51,2715.808246,"e,a",603.3999885,"e,a",1435.074016,e,148.2556964,e
2000,BEL,D,H52,10546.24608,"e,a",4211.510244,"e,a",4674.242466,e,843.5047336,e
2000,BEL,D,H53,2358.637381,"e,a",1606.529206,"e,a",626.5091826,e,124.7504053,e
2000,BEL,D,I55T56,8310.359158,"e,a",3401.543112,"e,a",905.2597029,"e,a",1013.671348,"e,a"
2000,BEL,D,J58T60,4372.197247,"e,a",1799.300391,"e,a",671.3153294,"e,a",594.0208103,"e,a"
2000,BEL,D,J61,5147.394067,"e,a",2664.88959,"e,a",816.0544388,"e,a",511.7082857,"e,a"
2000,BEL,D,J62T63,3011.209132,"e,a",1393.520316,"e,a",816.0036343,"e,a",208.3531183,"e,a"
2000,BEL,D,K64T66,20176.1493,"e,a",10677.29146,e,2919.708555,e,1868.573034,e
2000,BEL,D,L68,21443.07027,"e,a",17074.64148,"e,a",104.9352223,"e,a",417.6319798,"e,a"
2000,BEL,D,M69T75,28313.42597,"e,a",14915.31734,"e,a",7863.532226,"e,a",1676.931697,"e,a"
2000,BEL,D,N77T82,13187.63352,"e,a",7049.223264,"e,a",241.7519867,"e,a",873.0009447,"e,a"
2000,BEL,D,O84,20514.2547,,15470.40508,,180.7863879,,914.903187,
2000,BEL,D,P85,15428.76187,"e,a",13182.52686,e,266.0234809,e,358.7393981,e
