year,sample_name,formula_name,etr_name,rate_mode,n_countries,total_shifted_musd,total_tax_loss_musd,total_tax_gain_musd,total_revenue_gain_from_ut_musd,total_current_tax_paid_cash_musd,revenue_gain_from_ut_pct_of_current_tax_paid
2020,disaggregated,sales_employees,average,loss_cit_gain_cit,226,464321.7451451748,113067.45010678357,71413.61510091183,41653.83500587172,301567.1847649635,13.812456099404857
2021,disaggregated,sales_employees,average,loss_cit_gain_cit,226,465429.3337157412,112642.44482348415,72353.84536040436,40288.599463079816,404738.3144899063,9.954234136161716
2022,disaggregated,sales_employees,average,loss_cit_gain_cit,226,389906.3375355329,95783.18723218936,64275.86390783909,31507.323324350244,489024.2624681231,6.442895729821594
2016,disaggregated,sales_employees,average,loss_cit_gain_etr,226,321985.20341807127,117653.0573065718,24334.372404769987,93318.6849018018,276598.97115195054,33.73790022181134
2017,disaggregated,sales_employees,average,loss_cit_gain_etr,226,443368.3684190429,158953.7454644978,35946.04283841887,123007.70262607894,327312.3011115984,37.58114259938523
2018,disaggregated,sales_employees,average,loss_cit_gain_etr,226,248211.36033872692,66559.12226727576,19487.644939432703,47071.47732784304,249348.81259853733,18.87776277628809
2019,disaggregated,sales_employees,average,loss_cit_gain_etr,226,324693.85229809175,86541.01901789356,25657.24844376841,60883.77057412514,327120.27281339164,18.612044447901518
2020,disaggregated,sales_employees,average,loss_cit_gain_etr,226,464321.7451451748,113067.45010678357,32419.28319190036,80648.1669148832,301567.1847649635,26.74301813631979
2021,disaggregated,sales_employees,average,loss_cit_gain_etr,226,465429.3337157412,112642.44482348415,44024.6943898911,68617.75043359307,404738.3144899063,16.953608783016346
2022,disaggregated,sales_employees,average,loss_cit_gain_etr,226,389906.3375355329,95783.18723218936,35630.75846164528,60152.42877054407,489024.2624681231,12.30049987028304
2016,disaggregated,sales_employees,average,loss_etr_gain_etr,226,321985.20341807127,113690.05610505416,24334.372404769987,89355.68370028418,276598.97115195054,32.3051395773979
2017,disaggregated,sales_employees,average,loss_etr_gain_etr,226,443368.3684190429,157281.57489925067,35946.04283841887,121335.5320608318,327312.3011115984,37.07026336888634
2018,disaggregated,sales_employees,average,loss_etr_gain_etr,226,248211.36033872692,70498.71082864012,19487.644939432703,51011.06588920741,249348.81259853733,20.457713577059412
2019,disaggregated,sales_employees,average,loss_etr_gain_etr,226,324693.85229809175,68005.60745809128,25657.24844376841,42348.35901432287,327120.27281339164,12.945806950485403
2020,disaggregated,sales_employees,average,loss_etr_gain_etr,226,464321.7451451748,85512.26412942681,32419.28319190036,53092.98093752645,301567.1847649635,17.605689086797106
2021,disaggregated,sales_employees,average,loss_etr_gain_etr,226,465429.3337157412,70893.05870001364,44024.6943898911,26868.36431012255,404738.3144899063,6.638453377952341
2022,disaggregated,sales_employees,average,loss_etr_gain_etr,226,389906.3375355329,68759.80863704372,35630.75846164528,33129.050175398435,489024.2624681231,6.774520758580551
2016,disaggregated,three_factors,average,loss_cit_gain_cit,226,318138.6437586943,116300.4809932726,59629.77785865542,56670.70313461719,276598.97115195054,20.4883998297611
2017,disaggregated,three_factors,average,loss_cit_gain_cit,226,421998.9848156619,150671.40235821556,79097.3231964261,71574.07916178946,327312.3011115984,21.86721333683881
2018,disaggregated,three_factors,average,loss_cit_gain_cit,226,236455.7194442294,62375.48323442575,41244.580602959846,21130.9026314659,249348.81259853733,8.47443483337841
2019,disaggregated,three_factors,average,loss_cit_gain_cit,226,323150.33950266964,84934.47110314044,57409.96020262604,27524.51090051443,327120.27281339164,8.414186826083997
2020,disaggregated,three_factors,average,loss_cit_gain_cit,226,457637.4614567501,110768.63984311296,69780.99728372006,40987.64255939291,301567.1847649635,13.591545973855876
2021,disaggregated,three_factors,average,loss_cit_gain_cit,226,364469.7769056991,85828.63620674761,45287.77934300903,40540.85686373856,404738.3144899063,10.016560185272402
2022,disaggregated,three_factors,average,loss_cit_gain_cit,226,381744.54748754913,93329.27918076103,61952.14577764248,31377.133403118565,489024.2624681231,6.416273344957783
2016,disaggregated,three_factors,average,loss_cit_gain_etr,226,318138.6437586943,116300.4809932726,24232.18961183435,92068.29138143823,276598.97115195054,33.285840145392385
2017,disaggregated,three_factors,average,loss_cit_gain_etr,226,421998.9848156619,150671.40235821556,33619.15445864491,117052.24789957063,327312.3011115984,35.76164033616972
2018,disaggregated,three_factors,average,loss_cit_gain_etr,226,236455.7194442294,62375.48323442575,18727.267881346743,43648.21535307901,249348.81259853733,17.50488197565816
2019,disaggregated,three_factors,average,loss_cit_gain_etr,226,323150.33950266964,84934.47110314044,25209.479060064277,59724.992043076185,327120.27281339164,18.257808215129117
2020,disaggregated,three_factors,average,loss_cit_gain_etr,226,457637.4614567501,110768.63984311296,31314.94143227261,79453.69841084034,301567.1847649635,26.346931106832876
2021,disaggregated,three_factors,average,loss_cit_gain_etr,226,364469.7769056991,85828.63620674761,24167.150014507068,61661.48619224054,404738.3144899063,15.23490215398876
2022,disaggregated,three_factors,average,loss_cit_gain_etr,226,381744.54748754913,93329.27918076103,34047.81482328864,59281.4643574724,489024.2624681231,12.122397375188855
2016,disaggregated,three_factors,average,loss_etr_gain_etr,226,318138.6437586943,114118.71707042804,24232.18961183435,89886.52745859371,276598.97115195054,32.49705777438133
2017,disaggregated,three_factors,average,loss_etr_gain_etr,226,421998.9848156619,151748.0219351867,33619.15445864491,118128.86747654177,327312.3011115984,36.0905676552209
2018,disaggregated,three_factors,average,loss_etr_gain_etr,226,236455.7194442294,68779.4234779523,18727.267881346743,50052.15559660556,249348.81259853733,20.073147762364425
2019,disaggregated,three_factors,average,loss_etr_gain_etr,226,323150.33950266964,67387.95014855986,25209.479060064277,42178.4710884956,327120.27281339164,12.893872558169653
2020,disaggregated,three_factors,average,loss_etr_gain_etr,226,457637.4614567501,83455.88231967046,31314.94143227261,52140.94088739784,301567.1847649635,17.289991591106183
2021,disaggregated,three_factors,average,loss_etr_gain_etr,226,364469.7769056991,50314.26411000173,24167.150014507068,26147.11409549466,404738.3144899063,6.460251762536491
2022,disaggregated,three_factors,average,loss_etr_gain_etr,226,381744.54748754913,64550.25271689781,34047.81482328864,30502.437893609163,489024.2624681231,6.237407882312886
