iso3,year,commodity,sub_commodity,bgs_commodity_code,hs_code,production,unit,source
BFA,2016,"silver, mine",,1995,7106,5800.0,kilograms (metal content),BGS_WMS
GUF,2016,"gold, mine",,883,7108,6100.0,kilograms,BGS_WMS
GTM,2016,barytes,,1043,,500.0,tonnes (metric),BGS_WMS
GTM,2016,"nickel, mine",,19951,2604,36939.0,tonnes (metal content),BGS_WMS
GTM,2016,"silver, mine",,1995,7106,837815.0,kilograms (metal content),BGS_WMS
GTM,2016,bentonite and fuller's earth,Bentonite,596,,18081.0,tonnes (metric),BGS_WMS
GTM,2016,"petroleum, crude",,634,,475741.0,tonnes (metric),BGS_WMS
GTM,2016,feldspar,,643,,30428.0,tonnes (metric),BGS_WMS
GTM,2016,gypsum and plaster,,653,,130616.0,tonnes (metric),BGS_WMS
GTM,2016,kaolin,,697,,793.0,tonnes (metric),BGS_WMS
GTM,2016,magnesite,,712,,23137.0,tonnes (metric),BGS_WMS
GTM,2016,salt,,760,,60000.0,tonnes (metric),BGS_WMS
GTM,2016,talc,,774,,2733.0,tonnes (metric),BGS_WMS
GTM,2016,"antimony, mine",,821,2617,25.0,tonnes (metal content),BGS_WMS
GTM,2016,"gold, mine",,883,7108,3910.0,kilograms,BGS_WMS
GTM,2016,"lead, mine",,891,2607,9970.0,tonnes (metal content),BGS_WMS
GTM,2016,"nickel, smelter/refinery",,907,,8688.0,tonnes (metric),BGS_WMS
GTM,2016,"lead, refined",,929,,12000.0,tonnes (metric),BGS_WMS
GTM,2016,"steel, crude",,946,,314000.0,tonnes (metric),BGS_WMS
BFA,2016,kaolin,,697,,61.0,tonnes (metric),BGS_WMS
GTM,2016,"zinc, mine",,982,2608,14975.0,tonnes (metal content),BGS_WMS
BFA,2016,phosphate rock,,738,2510,1000.0,tonnes (metric),BGS_WMS
GUY,2016,bauxite,,589,2606,1479090.0,tonnes (metric),BGS_WMS
GUY,2016,diamond,,853,7102,139890.0,Carats,BGS_WMS
GUY,2016,"gold, mine",,883,7108,22167.0,kilograms,BGS_WMS
BFA,2016,"gold, mine",,883,7108,38520.0,kilograms,BGS_WMS
BFA,2016,"zinc, mine",,982,2608,81422.0,tonnes (metal content),BGS_WMS
HND,2016,"silver, mine",,1995,7106,17600.0,kilograms (metal content),BGS_WMS
HND,2016,gypsum and plaster,,653,,41750.0,tonnes (metric),BGS_WMS
HND,2016,salt,,760,,60000.0,tonnes (metric),BGS_WMS
HND,2016,"antimony, mine",,821,2617,6.0,tonnes (metal content),BGS_WMS
HND,2016,"gold, mine",,883,7108,2607.0,kilograms,BGS_WMS
HND,2016,"lead, mine",,891,2607,3985.0,tonnes (metal content),BGS_WMS
HND,2016,"zinc, mine",,982,2608,14579.0,tonnes (metal content),BGS_WMS
JAM,2016,bauxite,,589,2606,8540130.0,tonnes (metric),BGS_WMS
JAM,2016,gypsum and plaster,,653,,49703.0,tonnes (metric),BGS_WMS
JAM,2016,salt,,760,,14000.0,tonnes (metric),BGS_WMS
JAM,2016,alumina,,820,,1865278.0,tonnes (Al2O3 content),BGS_WMS
MEX,2016,barytes,,1043,,156854.0,tonnes (metric),BGS_WMS
MEX,2016,"copper, mine",,19941,2603,766129.0,tonnes (metal content),BGS_WMS
MEX,2016,"silver, mine",,1995,7106,5408521.0,kilograms (metal content),BGS_WMS
MEX,2016,bentonite and fuller's earth,Bentonite,596,,109176.0,tonnes (metric),BGS_WMS
MEX,2016,bentonite and fuller's earth,Fuller's earth,597,,111713.0,tonnes (metric),BGS_WMS
MEX,2016,cadmium,,602,,1244.0,tonnes (metric),BGS_WMS
MEX,2016,coal,Bituminous,610,,13676593.0,tonnes (metric),BGS_WMS
MEX,2016,"petroleum, crude",,634,,127077904.0,tonnes (metric),BGS_WMS
MEX,2016,diatomite,,642,,96686.0,tonnes (metric),BGS_WMS
MEX,2016,feldspar,,643,,127213.0,tonnes (metric),BGS_WMS
MEX,2016,fluorspar,,644,,655555.0,tonnes (metric),BGS_WMS
MEX,2016,graphite,,652,,14200.0,tonnes (metric),BGS_WMS
MEX,2016,gypsum and plaster,,653,,7682807.0,tonnes (metric),BGS_WMS
MEX,2016,iron ore,,662,2601,18317700.0,tonnes (metric),BGS_WMS
MEX,2016,kaolin,,697,,452070.0,tonnes (metric),BGS_WMS
MEX,2016,magnesite,,712,,101000.0,tonnes (metric),BGS_WMS
MEX,2016,mercury,,715,,240000.0,kilograms,BGS_WMS
MEX,2016,mica,,716,,145.0,tonnes (metric),BGS_WMS
MEX,2016,phosphate rock,,738,2510,3294266.0,tonnes (metric),BGS_WMS
MEX,2016,salt,,760,,9785053.0,tonnes (metric),BGS_WMS
MEX,2016,talc,,774,,11392.0,tonnes (metric),BGS_WMS
MEX,2016,"antimony, mine",,821,2617,166.0,tonnes (metal content),BGS_WMS
MEX,2016,"bismuth, mine",,834,2617,539.0,tonnes (metal content),BGS_WMS
MEX,2016,"copper, smelter",,850,,267843.0,tonnes (metric),BGS_WMS
MEX,2016,ferro-alloys,Ferro-manganese,863,,84529.0,tonnes (metric),BGS_WMS
MEX,2016,ferro-alloys,Ferro-silico-manganese,871,,134251.0,tonnes (metric),BGS_WMS
MEX,2016,"gold, mine",,883,7108,132413.0,kilograms,BGS_WMS
MEX,2016,"lead, mine",,891,2607,242071.0,tonnes (metal content),BGS_WMS
MEX,2016,manganese ore,,898,2602,549589.0,tonnes (metric),BGS_WMS
MEX,2016,"molybdenum, mine",,903,2613,11896.0,tonnes (metal content),BGS_WMS
MEX,2016,natural gas,,905,,52248.0,million cubic metres,BGS_WMS
MEX,2016,perlite,,908,,19000.0,tonnes (metric),BGS_WMS
MEX,2016,"iron, pig",,913,,9782000.0,tonnes (metric),BGS_WMS
MEX,2016,"copper, refined",,928,,462300.0,tonnes (metric),BGS_WMS
MEX,2016,"lead, refined",,929,,401400.0,tonnes (metric),BGS_WMS
MEX,2016,"selenium, refined",,939,,121.0,tonnes (metric),BGS_WMS
MEX,2016,"zinc, slab",,945,,321159.0,tonnes (metric),BGS_WMS
MEX,2016,"steel, crude",,946,,18811000.0,tonnes (metric),BGS_WMS
MEX,2016,strontium minerals,,947,,33230.0,tonnes (metric),BGS_WMS
MEX,2016,vermiculite,,979,,310.0,tonnes (metric),BGS_WMS
MEX,2016,wollastonite,,981,,63683.0,tonnes (metric),BGS_WMS
MEX,2016,"zinc, mine",,982,2608,661646.0,tonnes (metal content),BGS_WMS
BES,2016,salt,,760,,400000.0,tonnes (metric),BGS_WMS
BDI,2016,tantalum and niobium minerals,Columbite-tantalite,777,2615,32.0,tonnes (metric),BGS_WMS
NIC,2016,"silver, mine",,1995,7106,21382.0,kilograms (metal content),BGS_WMS
NIC,2016,gypsum and plaster,,653,,41800.0,tonnes (metric),BGS_WMS
NIC,2016,salt,,760,,30000.0,tonnes (metric),BGS_WMS
BDI,2016,"gold, mine",,883,7108,396.0,kilograms,BGS_WMS
NIC,2016,"gold, mine",,883,7108,8391.0,kilograms,BGS_WMS
BDI,2016,tantalum and niobium minerals,Columbite-tantalite-Nb content,965,2615,13.0,tonnes (metric),BGS_WMS
BDI,2016,tantalum and niobium minerals,Columbite-tantalite-Ta content,968,2615,5.0,tonnes (metric),BGS_WMS
BDI,2016,"tin, mine",,971,2609,51.0,tonnes (metal content),BGS_WMS
BDI,2016,"tungsten, mine",,976,2611,73.0,tonnes (metal content),BGS_WMS
PAN,2016,salt,,760,,23754.0,tonnes (metric),BGS_WMS
PAN,2016,"gold, mine",,883,7108,100.0,kilograms,BGS_WMS
PRY,2016,gypsum and plaster,,653,,4500.0,tonnes (metric),BGS_WMS
PRY,2016,kaolin,,697,,6000.0,tonnes (metric),BGS_WMS
PRY,2016,"iron, pig",,913,,50000.0,tonnes (metric),BGS_WMS
PRY,2016,"steel, crude",,946,,35000.0,tonnes (metric),BGS_WMS
PER,2016,barytes,,1043,,7953.0,tonnes (metric),BGS_WMS
PER,2016,"copper, mine",,19941,2603,2353859.0,tonnes (metal content),BGS_WMS
PER,2016,"silver, mine",,1995,7106,4375337.0,kilograms (metal content),BGS_WMS
PER,2016,"tin, smelter",,19961,,19390.0,tonnes (metric),BGS_WMS
PER,2016,"indium, refinery",,20243,,10.0,tonnes (metric),BGS_WMS
PER,2016,bentonite and fuller's earth,Bentonite,596,,19410.0,tonnes (metric),BGS_WMS
PER,2016,cadmium,,602,,820.0,tonnes (metric),BGS_WMS
PER,2016,"petroleum, crude",,634,,6657419.0,tonnes (metric),BGS_WMS
PER,2016,diatomite,,642,,107265.0,tonnes (metric),BGS_WMS
PER,2016,feldspar,,643,,16630.0,tonnes (metric),BGS_WMS
PER,2016,gypsum and plaster,,653,,257423.0,tonnes (metric),BGS_WMS
PER,2016,iron ore,,662,2601,7663124.0,tonnes (metric),BGS_WMS
PER,2016,kaolin,,697,,19098.0,tonnes (metric),BGS_WMS
PER,2016,phosphate rock,,738,2510,10561111.0,tonnes (metric),BGS_WMS
PER,2016,salt,,760,,1450415.0,tonnes (metric),BGS_WMS
PER,2016,talc,,774,,11507.0,tonnes (metric),BGS_WMS
PER,2016,"bismuth, mine",,834,2617,188.0,tonnes (metal content),BGS_WMS
PER,2016,borates,,835,,33792.0,tonnes (metric),BGS_WMS
PER,2016,coal,Anthracite & Bituminous,841,,266208.0,tonnes (metric),BGS_WMS
PER,2016,"copper, smelter",,850,,309469.0,tonnes (metric),BGS_WMS
PER,2016,"gold, mine",,883,7108,153006.0,kilograms,BGS_WMS
PER,2016,"lead, mine",,891,2607,314422.0,tonnes (metal content),BGS_WMS
PER,2016,manganese ore,,898,2602,2650.0,tonnes (metric),BGS_WMS
PER,2016,"molybdenum, mine",,903,2613,25757.0,tonnes (metal content),BGS_WMS
PER,2016,natural gas,,905,,13954.0,million cubic metres,BGS_WMS
PER,2016,"iron, pig",,913,,11000.0,tonnes (metric),BGS_WMS
PER,2016,"copper, refined",,928,,331324.0,tonnes (metric),BGS_WMS
PER,2016,"lead, refined",,929,,10000.0,tonnes (metric),BGS_WMS
PER,2016,"selenium, refined",,939,,45.0,tonnes (metric),BGS_WMS
PER,2016,"zinc, slab",,945,,341518.0,tonnes (metric),BGS_WMS
PER,2016,"steel, crude",,946,,1168000.0,tonnes (metric),BGS_WMS
PER,2016,talc,Pyrophyllite,958,,17872.0,tonnes (metric),BGS_WMS
PER,2016,"tin, mine",,971,2609,18789.0,tonnes (metal content),BGS_WMS
PER,2016,"arsenic, white",,980,,23252.0,tonnes (metric),BGS_WMS
PER,2016,"zinc, mine",,982,2608,1337081.0,tonnes (metal content),BGS_WMS
CMR,2016,"petroleum, crude",,634,,4716700.0,tonnes (metric),BGS_WMS
CMR,2016,diamond,,853,7102,3000.0,Carats,BGS_WMS
CMR,2016,"gold, mine",,883,7108,542.0,kilograms,BGS_WMS
CMR,2016,natural gas,,905,,357.0,million cubic metres,BGS_WMS
CMR,2016,"aluminium, primary",,922,,74000.0,tonnes (metric),BGS_WMS
URY,2016,bentonite and fuller's earth,Bentonite,596,,6650.0,tonnes (metric),BGS_WMS
URY,2016,feldspar,,643,,460.0,tonnes (metric),BGS_WMS
URY,2016,talc,,774,,290.0,tonnes (metric),BGS_WMS
URY,2016,"gold, mine",,883,7108,993.0,kilograms,BGS_WMS
URY,2016,"steel, crude",,946,,61000.0,tonnes (metric),BGS_WMS
VEN,2016,bauxite,,589,2606,340000.0,tonnes (metric),BGS_WMS
VEN,2016,coal,Bituminous,610,,826000.0,tonnes (metric),BGS_WMS
VEN,2016,"petroleum, crude",,634,,120100000.0,tonnes (metric),BGS_WMS
VEN,2016,feldspar,,643,,75000.0,tonnes (metric),BGS_WMS
VEN,2016,iron ore,,662,2601,7306000.0,tonnes (metric),BGS_WMS
VEN,2016,kaolin,,697,,3000.0,tonnes (metric),BGS_WMS
VEN,2016,phosphate rock,,738,2510,25000.0,tonnes (metric),BGS_WMS
VEN,2016,salt,,760,,350000.0,tonnes (metric),BGS_WMS
VEN,2016,alumina,,820,,312000.0,tonnes (Al2O3 content),BGS_WMS
VEN,2016,ferro-alloys,Ferro-manganese,863,,12000.0,tonnes (metric),BGS_WMS
VEN,2016,ferro-alloys,Ferro-nickel,865,,13000.0,tonnes (metric),BGS_WMS
VEN,2016,ferro-alloys,Ferro-silico-manganese,871,,14000.0,tonnes (metric),BGS_WMS
VEN,2016,ferro-alloys,Ferro-silicon,872,,80000.0,tonnes (metric),BGS_WMS
VEN,2016,"gold, mine",,883,7108,5000.0,kilograms,BGS_WMS
VEN,2016,natural gas,,905,,37200.0,million cubic metres,BGS_WMS
VEN,2016,"iron, pig",,913,,908000.0,tonnes (metric),BGS_WMS
VEN,2016,"aluminium, primary",,922,,147000.0,tonnes (metric),BGS_WMS
VEN,2016,"lead, refined",,929,,15600.0,tonnes (metric),BGS_WMS
VEN,2016,"steel, crude",,946,,553000.0,tonnes (metric),BGS_WMS
AFG,2016,barytes,,1043,,500.0,tonnes (metric),BGS_WMS
AFG,2016,chromium ores and concentrates,,607,2610,4545.0,tonnes (metric),BGS_WMS
AFG,2016,coal,Coal,613,,1698200.0,tonnes (metric),BGS_WMS
AFG,2016,"petroleum, crude",,634,,2700.0,tonnes (metric),BGS_WMS
AFG,2016,fluorspar,,644,,4000.0,tonnes (metric),BGS_WMS
AFG,2016,gypsum and plaster,,653,,3000.0,tonnes (metric),BGS_WMS
AFG,2016,salt,,760,,56928.0,tonnes (metric),BGS_WMS
AFG,2016,natural gas,,905,,165.0,million cubic metres,BGS_WMS
BHR,2016,"petroleum, crude",,634,,3065000.0,tonnes (metric),BGS_WMS
BHR,2016,ferro-alloys,Ferro-silico-manganese,871,,5000.0,tonnes (metric),BGS_WMS
BHR,2016,natural gas,,905,,21062.0,million cubic metres,BGS_WMS
BHR,2016,"iron, pig",,913,,1260000.0,tonnes (metric),BGS_WMS
BHR,2016,"aluminium, primary",,922,,971420.0,tonnes (metric),BGS_WMS
BGD,2016,coal,Coal,613,,1021638.0,tonnes (metric),BGS_WMS
BGD,2016,salt,,760,,1477157.0,tonnes (metric),BGS_WMS
BGD,2016,natural gas,,905,,27489.0,million cubic metres,BGS_WMS
BTN,2016,coal,Coal,613,,117783.0,tonnes (metric),BGS_WMS
BTN,2016,gypsum and plaster,,653,,317597.0,tonnes (metric),BGS_WMS
BTN,2016,iron ore,,662,2601,28065.0,tonnes (metric),BGS_WMS
BTN,2016,talc,,774,,2261.0,tonnes (metric),BGS_WMS
BTN,2016,ferro-alloys,Ferro-silicon,872,,106000.0,tonnes (metric),BGS_WMS
BRN,2016,"petroleum, crude",,634,,5960395.0,tonnes (metric),BGS_WMS
BRN,2016,natural gas,,905,,12025.0,million cubic metres,BGS_WMS
KHM,2016,salt,,760,,143145.0,tonnes (metric),BGS_WMS
CHN,2016,barytes,,1043,,3200000.0,tonnes (metric),BGS_WMS
CHN,2016,"copper, mine",,19941,2603,1900188.0,tonnes (metal content),BGS_WMS
CHN,2016,"nickel, mine",,19951,2604,100219.0,tonnes (metal content),BGS_WMS
CHN,2016,"silver, mine",,1995,7106,3496003.0,kilograms (metal content),BGS_WMS
CHN,2016,"tin, smelter",,19961,,182498.0,tonnes (metric),BGS_WMS
CHN,2016,rare earth oxides,,20238,,140000.0,tonnes (metric),BGS_WMS
CHN,2016,"gallium, primary",,20242,,171.0,tonnes (metric),BGS_WMS
CHN,2016,"indium, refinery",,20243,,510.0,tonnes (metric),BGS_WMS
CHN,2016,rhenium,,20244,,3.0,tonnes (metric),BGS_WMS
CHN,2016,lithium minerals,Lithium minerals (Li content),20300,,4800.0,tonnes (metric),BGS_WMS
CHN,2016,bauxite,,589,2606,66157689.0,tonnes (metric),BGS_WMS
CHN,2016,bentonite and fuller's earth,Bentonite,596,,5600000.0,tonnes (metric),BGS_WMS
CHN,2016,bromine,,601,,57600000.0,kilograms,BGS_WMS
CHN,2016,cadmium,,602,,8222.0,tonnes (metric),BGS_WMS
CHN,2016,chromium ores and concentrates,,607,2610,25444.0,tonnes (metric),BGS_WMS
CHN,2016,coal,Coal,613,,3411000000.0,tonnes (metric),BGS_WMS
CHN,2016,"cobalt, refined",,617,,45046.0,tonnes (metric),BGS_WMS
CHN,2016,"petroleum, crude",,634,,199685200.0,tonnes (metric),BGS_WMS
CHN,2016,diatomite,,642,,420000.0,tonnes (metric),BGS_WMS
CHN,2016,feldspar,,643,,2684000.0,tonnes (metric),BGS_WMS
CHN,2016,fluorspar,,644,,3470000.0,tonnes (metric),BGS_WMS
CHN,2016,graphite,,652,,625000.0,tonnes (metric),BGS_WMS
CHN,2016,gypsum and plaster,,653,,15500000.0,tonnes (metric),BGS_WMS
CHN,2016,iodine,,659,,600000.0,kilograms,BGS_WMS
CHN,2016,iron ore,,662,2601,1280893000.0,tonnes (metric),BGS_WMS
CHN,2016,kaolin,,697,,3200000.0,tonnes (metric),BGS_WMS
CHN,2016,magnesite,,712,,18600000.0,tonnes (metric),BGS_WMS
CHN,2016,mercury,,715,,3482000.0,kilograms,BGS_WMS
CHN,2016,mica,,716,,95000.0,tonnes (metric),BGS_WMS
CHN,2016,phosphate rock,,738,2510,144398000.0,tonnes (metric),BGS_WMS
CHN,2016,"platinum group metals, mine",Palladium,743,7110,1400.0,kilograms (metal content),BGS_WMS
CHN,2016,"platinum group metals, mine",Platinum,744,7110,2900.0,kilograms (metal content),BGS_WMS
CHN,2016,salt,,760,,66201000.0,tonnes (metric),BGS_WMS
CHN,2016,talc,,774,,1642000.0,tonnes (metric),BGS_WMS
CHN,2016,tantalum and niobium minerals,Columbite-tantalite,777,2615,260.0,tonnes (metric),BGS_WMS
CHN,2016,titanium minerals,Ilmenite,791,2614,3800000.0,tonnes (metric),BGS_WMS
CHN,2016,alumina,,820,,61034354.0,tonnes (Al2O3 content),BGS_WMS
CHN,2016,"antimony, mine",,821,2617,107535.0,tonnes (metal content),BGS_WMS
CHN,2016,asbestos,,822,,191632.0,tonnes (metric),BGS_WMS
CHN,2016,beryl,,833,,1200.0,tonnes (metric),BGS_WMS
CHN,2016,"bismuth, mine",,834,2617,1672.0,tonnes (metal content),BGS_WMS
CHN,2016,borates,,835,,80000.0,tonnes (metric),BGS_WMS
CHN,2016,"cobalt, mine",,848,2605,9293.0,tonnes (metal content),BGS_WMS
CHN,2016,"copper, smelter",,850,,6115035.0,tonnes (metric),BGS_WMS
CHN,2016,diamond,,853,7102,127.0,Carats,BGS_WMS
CHN,2016,ferro-alloys,Ferro-alloys,859,,35588000.0,tonnes (metric),BGS_WMS
CHN,2016,ferro-alloys,Silicon metal,878,,2101000.0,tonnes (metric),BGS_WMS
CHN,2016,germanium metal,,882,,82.0,tonnes (metric),BGS_WMS
CHN,2016,"gold, mine",,883,7108,453490.0,kilograms,BGS_WMS
CHN,2016,"lead, mine",,891,2607,2337485.0,tonnes (metal content),BGS_WMS
CHN,2016,manganese ore,,898,2602,15484000.0,tonnes (metric),BGS_WMS
CHN,2016,"molybdenum, mine",,903,2613,129357.0,tonnes (metal content),BGS_WMS
CHN,2016,natural gas,,905,,136865.0,million cubic metres,BGS_WMS
CHN,2016,"nickel, smelter/refinery",,907,,573400.0,tonnes (metric),BGS_WMS
CHN,2016,perlite,,908,,1930000.0,tonnes (metric),BGS_WMS
CHN,2016,"iron, pig",,913,,702273300.0,tonnes (metric),BGS_WMS
CHN,2016,potash,,918,,5780000.0,tonnes (K2O content),BGS_WMS
CHN,2016,"aluminium, primary",,922,,32698082.0,tonnes (metric),BGS_WMS
CHN,2016,"magnesium metal, primary",,923,,872768.0,tonnes (metric),BGS_WMS
CHN,2016,"copper, refined",,928,,8420611.0,tonnes (metric),BGS_WMS
CHN,2016,"lead, refined",,929,,4603884.0,tonnes (metric),BGS_WMS
CHN,2016,"selenium, refined",,939,,750.0,tonnes (metric),BGS_WMS
CHN,2016,"zinc, slab",,945,,6195962.0,tonnes (metric),BGS_WMS
CHN,2016,"steel, crude",,946,,807609400.0,tonnes (metric),BGS_WMS
CHN,2016,strontium minerals,,947,,65300.0,tonnes (metric),BGS_WMS
CHN,2016,tantalum and niobium minerals,Columbite-tantalite-Nb content,965,2615,101.0,tonnes (metric),BGS_WMS
CHN,2016,tantalum and niobium minerals,Columbite-tantalite-Ta content,968,2615,40.0,tonnes (metric),BGS_WMS
CHN,2016,"tellurium, refined",,970,,279.0,tonnes (metric),BGS_WMS
CHN,2016,"tin, mine",,971,2609,97165.0,tonnes (metal content),BGS_WMS
CHN,2016,"tungsten, mine",,976,2611,63956.0,tonnes (metal content),BGS_WMS
CHN,2016,uranium,,977,2617,1616.0,tonnes (metal content),BGS_WMS
CHN,2016,"vanadium, mine",,978,2615,45900.0,tonnes (metal content),BGS_WMS
CHN,2016,vermiculite,,979,,15000.0,tonnes (metric),BGS_WMS
CHN,2016,"arsenic, white",,980,,25000.0,tonnes (metric),BGS_WMS
CHN,2016,wollastonite,,981,,880000.0,tonnes (metric),BGS_WMS
CHN,2016,"zinc, mine",,982,2608,4710500.0,tonnes (metal content),BGS_WMS
CHN,2016,zirconium minerals,,9961,2615,33500.0,tonnes (metric),BGS_WMS
CAF,2016,diamond,,853,7102,10654.0,Carats,BGS_WMS
CAF,2016,"gold, mine",,883,7108,33.0,kilograms,BGS_WMS
IND,2016,sillimanite minerals,Kyanite,1024,,3253.0,tonnes (metric),BGS_WMS
IND,2016,barytes,,1043,,1246371.0,tonnes (metric),BGS_WMS
IND,2016,ferro-alloys,Ferro-aluminium,1990,,4345.0,tonnes (metric),BGS_WMS
IND,2016,ferro-alloys,Ferro-titanium,1993,,291.0,tonnes (metric),BGS_WMS
IND,2016,"copper, mine",,19941,2603,30500.0,tonnes (metal content),BGS_WMS
IND,2016,"silver, mine",,1995,7106,460811.0,kilograms (metal content),BGS_WMS
IND,2016,rare earth oxides,,20238,,2265.0,tonnes (metric),BGS_WMS
IND,2016,bauxite,,589,2606,24745487.0,tonnes (metric),BGS_WMS
IND,2016,bentonite and fuller's earth,Bentonite,596,,2837896.0,tonnes (metric),BGS_WMS
IND,2016,bentonite and fuller's earth,Fuller's earth,597,,478204.0,tonnes (metric),BGS_WMS
IND,2016,bromine,,601,,2717210.0,kilograms,BGS_WMS
IND,2016,cadmium,,602,,35.0,tonnes (metric),BGS_WMS
IND,2016,chromium ores and concentrates,,607,2610,3727780.0,tonnes (metric),BGS_WMS
IND,2016,coal,Bituminous,610,,657868000.0,tonnes (metric),BGS_WMS
IND,2016,coal,Lignite,614,,45230000.0,tonnes (metric),BGS_WMS
IND,2016,"cobalt, refined",,617,,100.0,tonnes (metric),BGS_WMS
IND,2016,"petroleum, crude",,634,,36009000.0,tonnes (metric),BGS_WMS
IND,2016,feldspar,,643,,6434788.0,tonnes (metric),BGS_WMS
IND,2016,fluorspar,,644,,1175.0,tonnes (metric),BGS_WMS
IND,2016,graphite,,652,,122438.0,tonnes (metric),BGS_WMS
IND,2016,gypsum and plaster,,653,,1982555.0,tonnes (metric),BGS_WMS
IND,2016,iron ore,,662,2601,194584000.0,tonnes (metric),BGS_WMS
IND,2016,kaolin,,697,,113817.0,tonnes (metric),BGS_WMS
IND,2016,magnesite,,712,,299149.0,tonnes (metric),BGS_WMS
IND,2016,mica,,716,,4500.0,tonnes (metric),BGS_WMS
IND,2016,phosphate rock,,738,2510,1124440.0,tonnes (metric),BGS_WMS
IND,2016,sillimanite minerals,Sillimanite,765,,68131.0,tonnes (metric),BGS_WMS
IND,2016,titanium minerals,Ilmenite,791,2614,594978.0,tonnes (metric),BGS_WMS
IND,2016,titanium minerals,Rutile,796,2614,14898.0,tonnes (metric),BGS_WMS
IND,2016,alumina,,820,,6075839.0,tonnes (Al2O3 content),BGS_WMS
IND,2016,"copper, smelter",,850,,773000.0,tonnes (metric),BGS_WMS
IND,2016,diamond,,853,7102,36491.0,Carats,BGS_WMS
IND,2016,ferro-alloys,Ferro-chrome,861,,944000.0,tonnes (metric),BGS_WMS
IND,2016,ferro-alloys,Ferro-manganese,863,,518000.0,tonnes (metric),BGS_WMS
IND,2016,ferro-alloys,Ferro-molybdenum,864,,1603.0,tonnes (metric),BGS_WMS
IND,2016,ferro-alloys,Ferro-silico-magnesium,870,,20183.0,tonnes (metric),BGS_WMS
IND,2016,ferro-alloys,Ferro-silico-manganese,871,,300625.0,tonnes (metric),BGS_WMS
IND,2016,ferro-alloys,Ferro-silicon,872,,90000.0,tonnes (metric),BGS_WMS
IND,2016,ferro-alloys,Ferro-vanadium,876,,1329.0,tonnes (metric),BGS_WMS
IND,2016,"gold, mine",,883,7108,1595.0,kilograms,BGS_WMS
IND,2016,"lead, mine",,891,2607,150964.0,tonnes (metal content),BGS_WMS
IND,2016,manganese ore,,898,2602,2395134.0,tonnes (metric),BGS_WMS
IND,2016,natural gas,,905,,31897.0,million cubic metres,BGS_WMS
IND,2016,"nickel, smelter/refinery",,907,,300.0,tonnes (metric),BGS_WMS
IND,2016,"iron, pig",,913,,77254000.0,tonnes (metric),BGS_WMS
IND,2016,"aluminium, primary",,922,,2896629.0,tonnes (metric),BGS_WMS
IND,2016,"copper, refined",,928,,773300.0,tonnes (metric),BGS_WMS
IND,2016,"lead, refined",,929,,528000.0,tonnes (metric),BGS_WMS
IND,2016,salt,Other salt,934,,5736900.0,tonnes (metric),BGS_WMS
IND,2016,salt,Sea salt,938,,23454700.0,tonnes (metric),BGS_WMS
IND,2016,"zinc, slab",,945,,672010.0,tonnes (metric),BGS_WMS
IND,2016,"steel, crude",,946,,108950000.0,tonnes (metric),BGS_WMS
IND,2016,talc,Pyrophyllite,958,,15125.0,tonnes (metric),BGS_WMS
IND,2016,talc,Steatite,959,,1277768.0,tonnes (metric),BGS_WMS
IND,2016,"tin, mine",,971,2609,9.0,tonnes (metal content),BGS_WMS
IND,2016,uranium,,977,2617,385.0,tonnes (metal content),BGS_WMS
IND,2016,"vanadium, mine",,978,2615,1125.0,tonnes (metal content),BGS_WMS
IND,2016,vermiculite,,979,,9042.0,tonnes (metric),BGS_WMS
IND,2016,wollastonite,,981,,166186.0,tonnes (metric),BGS_WMS
IND,2016,"zinc, mine",,982,2608,755778.0,tonnes (metal content),BGS_WMS
IND,2016,zirconium minerals,,9961,2615,11709.0,tonnes (metric),BGS_WMS
IDN,2016,"copper, mine",,19941,2603,728000.0,tonnes (metal content),BGS_WMS
IDN,2016,"nickel, mine",,19951,2604,204000.0,tonnes (metal content),BGS_WMS
IDN,2016,"silver, mine",,1995,7106,185234.0,kilograms (metal content),BGS_WMS
IDN,2016,"tin, smelter",,19961,,66900.0,tonnes (metric),BGS_WMS
IDN,2016,bauxite,,589,2606,1485000.0,tonnes (metric),BGS_WMS
IDN,2016,bentonite and fuller's earth,Bentonite,596,,6000.0,tonnes (metric),BGS_WMS
IDN,2016,"petroleum, crude",,634,,41553000.0,tonnes (metric),BGS_WMS
IDN,2016,feldspar,,643,,18000.0,tonnes (metric),BGS_WMS
IDN,2016,iodine,,659,,35000.0,kilograms,BGS_WMS
IDN,2016,iron ore,,662,2601,3800000.0,tonnes (metric),BGS_WMS
IDN,2016,kaolin,,697,,270000.0,tonnes (metric),BGS_WMS
IDN,2016,salt,,760,,144000.0,tonnes (metric),BGS_WMS
IDN,2016,alumina,,820,,495000.0,tonnes (Al2O3 content),BGS_WMS
IDN,2016,coal,Anthracite & Bituminous,841,,456197775.0,tonnes (metric),BGS_WMS
IDN,2016,"cobalt, mine",,848,2605,350.0,tonnes (metal content),BGS_WMS
IDN,2016,"copper, smelter",,850,,255700.0,tonnes (metric),BGS_WMS
IDN,2016,ferro-alloys,Ferro-nickel,865,,101465.0,tonnes (metric),BGS_WMS
IDN,2016,ferro-alloys,Ferro-silico-manganese,871,,8000.0,tonnes (metric),BGS_WMS
IDN,2016,"gold, mine",,883,7108,80868.0,kilograms,BGS_WMS
