year,Employees,Tangible assets,Payroll,Sales
2016,16.20961706131141,12.045747923822097,20.31801533002817,15.783549288468866
2017,17.81622147899665,17.20709923830686,22.430128554535795,18.409634369639708
2018,18.283286067654597,14.990434936311706,24.232271044815434,18.351931704367168
2019,17.141616104847028,15.578208289384076,22.465645464954626,17.208171902129223
2020,16.96756352345917,15.137482889583032,25.14935237329031,17.185707326801296
2021,17.227571624904844,13.452163958238543,28.19126386689729,16.86028614179373
2022,16.011039895744663,13.203034297610344,25.080941313762477,16.8235962133102
