level,share,tax_loss_bn_total,2016,2017,2018,2019,2020,2021,2022
Federal (Bund),0.30122693237712184,46.955416508061035,4.860625004489598,4.866732810666967,7.254525558628866,4.298088385270206,7.6206396138178025,11.901308944780945,6.153496190406653
State (Länder),0.28362946662461597,44.21231406574432,4.63976968043894,4.6483448044941165,6.927671105246414,4.084720200213637,7.0974170132283865,11.07930736891223,5.735083893210589
Municipal (Kommunen),0.4151436009982622,64.71280818650402,6.214596339694769,6.201342621248647,9.254052567346918,5.63404709254099,11.10135436571292,17.374614701271433,8.932800498688344
