iso3,year,cit_revenue_usd
SLB,2018,38905092.16821051
SLB,2019,39497203.729082696
SLB,2020,38675330.5748118
SLB,2021,34921168.8334372
SLB,2022,33033844.723529
SLB,2023,33901513.5890511
SLE,2015,48267290.199999996
SLE,2016,51603418.050000004
SLE,2017,30096579.09
SLE,2018,55259250.09
SLE,2019,59678382.88
SLE,2020,59381414.120000005
SLE,2021,73303568.42
SLE,2022,79269310.14999999
SLE,2023,66716616.61
SLV,2015,622380000.0
SLV,2016,769630000.0
SLV,2017,870400000.0
SLV,2018,914274364.0
SLV,2019,922047817.0
SLV,2020,933547026.0
SLV,2021,1077747412.0
SLV,2022,1333940000.0
SLV,2023,1309570000.0
SOM,2015,516572.00000000006
SOM,2016,340056.0
SOM,2017,164889.0
SOM,2018,1379171.0
SOM,2019,4049040.486
SOM,2020,4355614.680000001
SOM,2021,1558368.25
SOM,2022,663510.5
SOM,2023,1238525.69
SUR,2015,93783165.0
SUR,2016,43702393.0
SUR,2017,113744425.0
SUR,2018,145775373.0
SUR,2019,119939302.0
SUR,2020,117709910.0
SUR,2021,260310266.0
SUR,2022,252694189.0
SUR,2023,192903491.0
SVK,2015,3236246000.0
SVK,2016,3118765000.0
SVK,2017,3304836000.0
SVK,2018,3475432000.0
SVK,2019,3222220000.0
SVK,2020,3197863000.0
SVK,2021,4296466000.0
SVK,2022,4774300000.0
SVK,2023,4855747000.0
SVN,2015,630167000.0
SVN,2016,713749000.0
SVN,2017,862847000.0
SVN,2018,1046187999.9999999
SVN,2019,1067464000.0
SVN,2020,1063604999.9999999
SVN,2021,1525918000.0
SVN,2022,1401116000.0
SVN,2023,1624000000.0
SWE,2015,14686511000.0
SWE,2016,14074462000.0
SWE,2017,15045408000.0
SWE,2018,15812048000.0
SWE,2019,16066171000.0
SWE,2020,16121514999.999998
SWE,2021,21252049000.0
SWE,2022,19842628000.0
SWE,2023,20624049000.0
SWZ,2015,113985035.5
SWZ,2016,120730983.89999999
SWZ,2017,137281910.7
SWZ,2018,145478412.3
SWZ,2019,148736977.6
SWZ,2020,127438639.8
SWZ,2021,157161370.0
SWZ,2022,139006665.5
SWZ,2023,140651337.1
SYC,2015,56201725.07
SYC,2016,77195842.27
SYC,2017,99189173.86
SYC,2018,97632074.27000001
SYC,2019,98584980.48
SYC,2020,67796951.27
SYC,2021,86289149.45
SYC,2022,84586581.82000001
SYC,2023,114190844.2
TCD,2015,183227790.70000002
TCD,2016,65868666.84
TCD,2017,138330698.5
TCD,2018,290389157.8
TCD,2019,221254066.3
TCD,2020,757788577.9
TCD,2021,385236906.20000005
TCD,2022,1058038481.0
TCD,2023,1471347529.0
TGO,2015,97888251.01
TGO,2016,123299706.2
TGO,2017,102239283.8
TGO,2018,130563952.6
TGO,2019,148590257.0
TGO,2020,141904357.5
TGO,2021,205810262.4
TGO,2022,204253535.4
TGO,2023,259171675.10000002
THA,2015,18305303018.5995
THA,2016,17312095863.388203
THA,2017,18203595867.667202
THA,2018,21476384105.428402
THA,2019,23624564822.5523
THA,2020,19663771676.8527
THA,2021,19654945003.7752
THA,2022,20940347257.7903
THA,2023,22010354625.9841
TKL,2015,0.0
TKL,2016,0.0
TKL,2017,0.0
TKL,2018,0.0
TKL,2019,0.0
TKL,2020,0.0
TKL,2021,0.0
TKL,2022,0.0
TKL,2023,0.0
TLS,2015,388082365.51000005
TLS,2016,84578896.38000001
TLS,2017,166699182.96
TLS,2018,239880364.82
TLS,2019,310454287.94
TLS,2020,140132430.46
TLS,2021,387274941.85
TLS,2022,475990767.05
TLS,2023,49303541.67
TON,2015,10508238.8682353
TON,2016,7823597.772775901
TON,2017,8671573.529990101
TON,2018,9618078.8873499
TON,2019,11732857.7782609
TON,2020,10143956.6769231
TON,2021,7949671.233305099
TON,2022,10314813.25
TON,2023,11248521.8939828
TTO,2015,3279986767.0
TTO,2016,1314106173.0
TTO,2017,1294392399.0
TTO,2018,1733617809.0
TTO,2019,2044865985.0
TTO,2020,1212592387.0
TTO,2021,1536879651.0
TTO,2022,3821178537.0
TTO,2023,3258440427.0
TUN,2015,1362516846.0
TUN,2016,674883069.0
TUN,2017,956783187.0
TUN,2018,990021794.2
TUN,2019,1285933389.0
TUN,2020,1088164411.0
TUN,2021,1080388050.0
TUN,2022,1377487132.0
TUN,2023,1522904307.0
TUR,2015,12275014000.0
TUR,2016,14227730000.0
TUR,2017,14502143000.0
TUR,2018,16293970000.000002
TUR,2019,13893461000.0
TUR,2020,14989669000.0
TUR,2021,20108988000.0
TUR,2022,30663972000.0
TUR,2023,33124080000.0
UGA,2015,246707094.39999998
UGA,2016,219835771.9
UGA,2017,217258802.0
UGA,2018,241251565.9
UGA,2019,314956355.20000005
UGA,2020,350915224.4
UGA,2021,429249912.1
UGA,2022,449286049.8
UGA,2023,560021487.2
UKR,2015,1785624155.0
UKR,2016,2356777148.0
UKR,2017,2758977869.0
UKR,2018,3904107068.0
UKR,2019,4539759131.0
UKR,2020,4393305379.0
UKR,2021,6006745502.0
UKR,2022,4036810583.0000005
UKR,2023,4355469533.0
URY,2015,1276115264.0
URY,2016,1512252575.0
URY,2017,1786041647.0
URY,2018,1833621307.0
URY,2019,1647341658.0
URY,2020,1463446474.0
URY,2021,1641708213.0
URY,2022,2009570606.0
URY,2023,2151647298.0
USA,2015,385149680000.0
USA,2016,365045260000.0
USA,2017,284778250000.0
USA,2018,285084100000.0
USA,2019,283701190000.0
USA,2020,298922850000.0
USA,2021,450133420000.0
USA,2022,563858580000.0
USA,2023,608567100000.0
VNM,2015,9125785181.96167
VNM,2016,8480505124.136141
VNM,2017,9561776268.39811
VNM,2018,10898791784.863
VNM,2019,11650323251.8109
VNM,2020,11061799415.9837
VNM,2021,13897679598.6058
VNM,2022,14454309246.941801
VNM,2023,15195277269.1841
WSM,2015,20834125.6563363
WSM,2016,18486578.1875249
WSM,2017,18733288.770053502
WSM,2018,24839519.7863975
WSM,2019,23032545.7041757
WSM,2020,22392320.819112603
WSM,2021,24671493.2126697
WSM,2022,22998705.7808456
WSM,2023,32502201.414738897
ZAF,2015,15004854970.0
ZAF,2016,13645378350.0
ZAF,2017,16092831710.0
ZAF,2018,16310308260.0
ZAF,2019,14901221400.0
ZAF,2020,11809629350.0
ZAF,2021,20904216320.0
ZAF,2022,20680880800.0
ZAF,2023,16579807369.999998
ZMB,2015,333132659.8
ZMB,2016,394757640.0
ZMB,2017,484660118.9
ZMB,2018,590676136.5
ZMB,2019,614097781.5
ZMB,2020,519527346.2
ZMB,2021,974387710.5
ZMB,2022,1242791305.0
ZMB,2023,738708079.6
