iso3	year	resource_revenue	resource_taxes	total_taxes_revenue	cit_revenue	greenfieldfdi_outward	greenfieldfdi_inward	ip_payments	ip_receipts	fdi_inflows_wdi	external_debt_stocks	new_businesses_registered	imports	exports	gdp_pc	gdp_deflator	govt_exp_gdp	govt_exp_educ_gdp	physicians_per_1000	nurses_per_1000	health_exp_gdp	population	month_wage	who_gvt_health_expenditure	gdp	cthi_2021_rank	cthi_2021_share	cthi_2021_score	fsi_2022_rank	fsi_2022_score	region	region_tjn	eu28	oecd	g20	ukt	oecd_oct	physicians	nurses	resource_revenue_gdp	cit
LBR	2017.5	32095286.467309844	0.0	399177479.8966852			590837500.0			404580025.04267746	1094023444.188889	41.125			688.796207336632	95.80691427707147		76215820.42375992	0.046533333333333336	1.3362333333333334	314368911.3429513	4841086.4	106.62661757745975	37726532.01358316	3321938260.0	46.0	0.0042238519377929	67.70578231292518	40.0	73.25	Africa	Africa	0.0	0.0	0.0	0.0	0.0	225.2718871466667	6468.821017226667	0.009661614381511667	0.25
LBY	2017.5					10443151.25	172675000.0	0.0	0.0	87750000.0			21034296376.218803	22861980529.880146	9405.031049498262	111.64729324071429			2.057925	6.617		6410705.4	807.6641719585833		58043905028.02655						Africa	Africa	0.0	0.0	0.0	0.0	0.0	13192.750910295	42419.637631800004		0.2
LCA	2017.5			339209502.05044234	30400892.250966094	0.0	140704370.0	8320977.70686289	227207.62855115894	89662044.72849984	620876643.8222222	308.375			10319.389413928193	97.02500620888242	33218961155.8942	69421154.99737605	1.01765	3.1547000000000005	89614211.58426446	177299.1	968.6084433220632	39629199.812717564	1813333916.805058				133.0	72.225	Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	0.0	180.428429115	559.3254707700002		0.3
LIE	2017.5					75924500.0	29457500.0			17225457918.253117		97.875			169712.68994435575							38025.2	9061.96424653053		6349042483.68775	35.0	0.0065843630940822	70.6938725452554	54.0	72.175	Europe	Europe	0.0	0.0	0.0	0.0	0.0				0.125
LKA	2017.5		0.0	10132192036.652935	1217992509.3392713	148857836.25	4510416537.5			907167798.396055	49428760834.72222	8014.833333333333	23285613271.1891	17311447277.613487	4075.051684543088	111.55292466569647	1396954611767.3708	2009241557.0480359	1.0162600000000002	2.1584499999999998	3322837674.4542503	21468400.0	418.05592437084107	1440179441.077137	87377107291.56775				50.0	75.75	Asia	Asia	0.0	0.0	0.0	0.0	0.0	21817.476184000003	46338.467979999994		0.28
LSO	2017.5		0.0	873306737.0944742	72888592.0777746		79537500.0	3252454.13532834	218313.26935438067	62782447.04792893	1361554572.8333333	2482.375	2169928212.231062	1008384709.7127217	1090.8326806241164	148.0063583911851	93630503680.19244	188066147.8304317	0.422875	2.9328	240270887.03734002	2184291.8	231.91	130272193.16713652	2382005664.271624						Africa	Africa	0.0	0.0	0.0	0.0	0.0	923.6823949249999	6406.090991039999		0.25
LTU	2017.5	0.0	0.0	9169751813.853943	784178504.2095727	558420497.5	1122912036.25	74173477.16313785	28937966.751476113	1875736297.1134381		6617.25	36395491603.99067	38033300081.99039	17920.3020633872	107.2624698253929	1761631049758.5437	2177058432.011997	4.48225	8.02092	3552735095.810421	2848384.3	1101.5271428571427	2220708845.4106965	52553871681.6913	54.0	0.0027681849452657	56.5720390266359	103.0	50.95	Europe	Europe	1.0	1.0	0.0	0.0	0.0	12767.170528674997	22846.662599556	0.0	0.1500000059604645
LUX	2017.5	0.0	0.0	19311095105.744434	3568214648.784375	4721093996.25	632228746.2499999	4454666416.669055	1661371971.8743827	17663785428.801388		6584.666666666667	112102141615.05786	134772307587.62144	116289.1488524629	102.93097561655043	2740866227262.775	2728617461.006104	2.9473	12.2340625	3741731055.0106993	598613.1	5664.14625	3187033918.8895125	70783981892.40295	6.0	0.0409975403047952	73.97270319828087	5.0	54.975	Europe	Europe	1.0	1.0	0.0	0.0	0.0	1764.29238963	7323.470078718749	0.0	0.2601000070571899
LVA	2017.5	0.0	0.0	7220421875.820568	434632369.7730762	192340553.75	579860758.75	43400262.455116555	10461381.99851771	1178730222.0425315		11156.25	20154180689.698387	19678667920.092625	16636.529180550235	105.81523466475778	1488125646958.0237	1703069231.1298077	3.2652900000000002	4.70351	2019343308.0236695	1939616.6	1101.0142857142857	1125198593.257606	33050390201.70925	42.0	0.005406944381604	73.12027004066293	95.0	55.275	Europe	Europe	1.0	1.0	0.0	0.0	0.0	6333.410687814001	9123.006074265999	0.0	0.2000000029802322
MAC	2017.5		0.0	13352710634.028803	582622134.2949582	165164625.0	968744999.9999999	211505117.6996249	18055.522385441735	1827648962.6870341			17694114335.118	37506412346.82777	72386.44700114481	93.88168702037954	858012759189.5042	1384700757.742244				644221.8	4213.1979254284515		44319536038.96131	47.0	0.0039246146620259	58.1221838370116	31.0	63.1	Asia	Asia	0.0	0.0	0.0	0.0	0.0				0.119999997317791
MAF	2017.5														21920.8391927213							33864.9	1896.1307409203398		772950710.774545						Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	1.0				0.35
MAR	2017.5		0.0	26462747117.094482	5556838533.256204	1825663205.0	4016657668.7499986	125880617.88571133	5605648.91322955	2645271931.0960855	51316734471.844444	41570.0	50140104855.63866	38713805959.91308	3350.3893229166697	104.98635937782267	3015871585613.71	6891290469.254467	0.7412875	1.2810875	6872302926.734357	35644182.6	362.6404719792979	2744469536.0692253	122982652124.9865				79.0	65.975	Africa	Africa	0.0	0.0	0.0	0.0	0.0	26422.5870090975	45663.3167765775		0.31
MCO	2017.5					179328275.0	40562500.0								189991.1570942679	103.12442302603426		90379526.22063798	7.56092	19.89024	127767677.62393561	36676.7	10224.09686753037	109877324.26720616	7130118335.897601	44.0	0.0046440653151356	67.38211343262877	118.0	73.55	Europe	Europe	0.0	0.0	0.0	0.0	0.0	277.30959456399995	729.5083654079998		0.0
MDA	2017.5	0.0	0.0	2033958901.038522	232737460.3934372	1000000.0	196281250.0	28070000.0	4491111.111111111	266741111.1111111	7091230673.288889	4676.6	5887357010.67842	3179660620.087269	3802.8664772580137	155.55968032508488	303161815619.5814	631332432.7320362	2.82992	4.75501	805675695.1848657	2734868.1	327.5725	413679608.5589271	10714033107.423399						Europe	Europe	0.0	0.0	0.0	0.0	0.0	7739.457933552001	13004.325164181002	0.0	0.12
MDG	2017.5		0.0	1231710255.3569505		18917500.0	232346250.0	13457283.087904358	6364869.22725649	452759069.76200897	3691682474.455556	1691.4	4242760479.462287	3465125372.07717	495.0350377361671	205.5436766104359	132741417867.90053	339226624.35028523	0.19203333333333333	0.29795555555555553	576569357.8411247	26476260.2	71.39	283528169.0450817	13115580597.07229						Africa	Africa	0.0	0.0	0.0	0.0	0.0	5084.324500406667	7888.748816924443		0.2
MDV	2017.5		0.0	870270422.495939	172386368.82289222		167578885.0	22968207.61768882		480832822.32076824	2022043560.044444	1124.75	3486386129.5436473	3339773935.7469864	9535.907954996293	108.05328555853002		181517255.7676216	1.8705200000000002	5.55161	404544192.7997223	473136.0	725.71	273732816.110046	4570293789.848678				91.0	75.2	Asia	Asia	0.0	0.0	0.0	0.0	0.0	885.0103507200001	2626.6665489600005		0.1500000059604645
MEX	2017.5		571881333.0181916	149831852466.2086	37840500977.334435	3567288990.0	27368266153.749985	360019708.4444444	14537868.222222222	35568944941.0	568649483178.3	62111.75	456189872352.0613	442691355843.8291	9856.386848753287	120.91474609333324	25491919971570.19	58333775814.59641	2.35395	2.8094	68467770372.67372	122906269.9	805.3010869768697	35742326913.171455	1212667959243.1382	31.0	0.007318323214151	54.12191343043128	82.0	53.075	Americas	Latin America	0.0	1.0	1.0	0.0	0.0	289315.21403110505	345292.87465706		0.300000011920929
MHL	2017.5		0.0	37256267.6075235	0.0					6382589.667707742			192309636.43391922	89620364.71896708	4594.116559772306	107.13595734583211	12643664388.428017	33878236.16664583	0.4233	3.329911111111111	31391553.86897671	46492.7	798.35	14445367.11270848	217927780.0				51.0	71.25	Oceania	Oceania	0.0	0.0	0.0	0.0	0.0	19.68035991	154.81655831555554		
MKD	2017.5		0.0	1978579336.9707134	187299231.28413427	14300000.0	421743906.25	111096167.58788161	11020782.9	446264691.4427169	8425239974.78889	5481.375	8252913271.625754	6497712756.510797	5670.849871220402	140.88414675100734	355119481283.1272		2.8606000000000003	3.7688166666666665	800578327.022205	2070434.7	654.99	480898528.86546737	11952711936.02047				124.0	61.95	Europe	Europe	0.0	0.0	0.0	0.0	0.0	5922.68550282	7803.0888046049995		0.1
MLI	2017.5	267674552.6923213	252954415.11690548	2195088228.1693044		3087500.0	171977500.0	0.0	21668.814305287502	460898694.7606418	4537082370.155556	2334.5	5976466245.917596	4004506896.816598	806.6332831739268	180.04190053482688	206342169449.14285	590493983.8617435	0.1204888888888889	0.4284888888888889	639350958.2106894	19621594.3	131.93285714285713	164910768.20569164	16020158779.686071						Africa	Africa	0.0	0.0	0.0	0.0	0.0	2364.1840954355557	8407.635139835556	0.016708607971585073	0.3
MLT	2017.5	0.0	0.0	3538489478.270458	818135203.3783336	111018750.0	268416076.25	1012552724.2084107	665620660.9013541	3138554032.8593264		4794.875	18610931995.602455	20487554006.03731	28458.353933982333	103.83687070189671	519686575617.88715	788387401.033449	2.75965	9.00438888888889	1266158297.7732337	477002.9	2352.91	800887928.6324402	13911271343.67078	21.0	0.0172474096695781	79.10768405795642	38.0	54.55	Europe	Europe	1.0	0.0	0.0	0.0	0.0	1316.3610529850002	4295.119612727779	0.0	0.04999999914850507
MMR	2017.5	6632146086.04945	0.0	4493586757.674486	25025304.755453058	40012500.0	6891889191.25	150680807.3230178	13338629.672274828	2674819189.441004	11146928141.91111	6939.0	17625615103.419	16200097665.079088	1250.42112285094	108.23166598007872	996531557002.5345	1365392654.6123075	0.69664	1.04642	3061101913.845041	52411100.1	131.404	550792871.7713443	65357982903.533485						Asia	Asia	0.0	0.0	0.0	0.0	0.0	36511.668773664	54844.023366641995	0.10147415497565627	0.25
MNE	2017.5		0.0	1308642464.3471582	65187894.14411775	4462500.0	766746375.0	5122234.08584352	685945.6400473447	543113575.6544797	7912694054.266666	3386.0	3075658096.1549125	1967891205.515201	7870.469240091269	115.4132419949201			2.56297	5.2542	437812617.6976869	621383.5	880.0799999999999	252195927.1416454	4988965872.009343				119.0	60.675	Europe	Europe	0.0	0.0	0.0	0.0	0.0	1592.5872689950002	3264.8731857		0.09
MNG	2017.5	602923093.6386982		2650838863.063858	315379700.291168	22440375.0	1366799999.9999998	20214612.899362966	1555420.0207185638	901901023.4109699	26960821034.033333	11951.375	7440636559.815616	6844510566.716343	4124.4311835752505	118.77509400099166	341557123406.11163	829027834.6970526	3.5103333333333335	4.109344444444444	548215149.7796538	3122463.0	418.5925	311601802.04217345	13036104662.62706						Asia	Asia	0.0	0.0	0.0	0.0	0.0	10960.885951000002	12831.275982033332	0.04625024953713405	0.25
MNP	2017.5												739571428.5714285	634571428.5714285	21844.579622406785	114.01438514738958						50608.4	1850.1552356414386		1133400000.0						Oceania	Oceania	0.0	0.0	0.0	0.0	1.0				0.21
MOZ	2017.5		0.0	3183185617.5116196		0.0	4150055424.9999995	12042044.594143856	0.0	3839169576.92414	46580818806.77778	3549.714285714286	10949335726.48148	4985887892.867521	532.7769995770352	126.17331797502402	312367848739.8899	912918683.1531671	0.07846	0.46529	1098333576.55996	28944147.1	82.5960177591348	269040331.0704493	15161522727.48049						Africa	Africa	0.0	0.0	0.0	0.0	0.0	2270.957781466	13467.422204159		0.32
MRT	2017.5	230333063.73738006	0.0	906983947.8771727			206912500.0	1914932.3660706163	11814.844334245963	541907952.3407617	5055236177.488889	1025.0	3897189829.8264413	2842664102.8795886	1782.9068695450846	113.53147047636806		171341214.09487402	0.17808888888888888	0.9794	256010594.84963584	4212737.1	231.6790866310531	125070883.7765621	7711900671.866971						Africa	Africa	0.0	0.0	0.0	0.0	0.0	750.2416693199999	4125.95471574	0.0298672238580089	0.25
MSR	2017.5		0.0	14780985.659538874	1170058.2536465584																				62086477.777777776	70.0	7.476482003061452e-05	65.34821048247652	141.0	73.75	Americas	Caribbean/American isl.	0.0	0.0	0.0	1.0	1.0				0.300000011920929
MTQ	2017.5																														Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	0.0				
MUS	2017.5	0.0	0.0	2193560847.4635854	295590246.5502527	1080689750.0	180285000.0	14884177.185566032	1636734.8535778737	356288142.7064111	11851905659.133333	7476.25	6921396247.765329	6114591770.61864	10180.287523904357	97.9100244061361	297100762561.888	601137425.9746702	2.27143	3.594466666666667	733980036.9185345	1263915.2	581.22625	303294551.83667827	12731323016.14131	15.0	0.0228749870591244	81.4067809959874	55.0	70.125	Africa	Africa	0.0	0.0	0.0	0.0	0.0	2870.894902736	4543.101055893334	0.0	0.1500000059604645
MWI	2017.5		0.0	1456257496.8631012	278132618.46845824	1062500.0	255937500.0	26154702.002189267	1430634.590028808	196331968.57353175	2198505987.2555556				476.2006448134864	86.21777300408012	152831787913.82367	391943913.073424	0.06111	0.48364	617682630.2511903	18112023.9	80.58973733807177	231752456.05689794	9065832081.343376						Africa	Africa	0.0	0.0	0.0	0.0	0.0	1106.8257805289998	8759.699238996		0.3
MYS	2017.5	18358863064.978035		44537344690.03904	24763946847.59012	7271134173.75	12301133733.750013	1904511224.315136	196768652.0219751	10983885426.209467		49270.25	205953639482.31265	230747502422.2091	10498.25710756428	103.51355713763996	6035359289102.829	15921052907.815464	1.90567	3.79358	12791468751.518047	32086335.5	687.5828571428572	6607990203.624079	339032809462.6009				39.0	65.75	Asia	Asia	0.0	0.0	0.0	0.0	0.0	61145.966972285	121722.08062609	0.05415069737373964	0.239999994635582
MYT	2017.5																														Africa	Africa	0.0	0.0	0.0	0.0	0.0				
NAM	2017.5	260266598.10206124	115734083.49244662	3832902272.323129	529494556.6587066	47150000.0	612168198.75	4770958.920209292	1243920.7898427637	361953099.96112853		1348.5	6346329648.461971	4264983675.9487424	5107.950417097085	113.85260296064179	444260454733.03345	1145207559.894503	0.5908	1.9396444444444445	1075175978.9971852	2381982.5	582.905	474181267.5366832	12085778753.284851				94.0	71.3	Africa	Africa	0.0	0.0	0.0	0.0	0.0	1407.275261	4620.199122888889	0.0215349464370529	0.32
NCL	2017.5					0.0	63075000.0	1904527.4903475149	406928.65883520374	401048875.09932554			3840542593.982718	1751955400.0011039	35537.757704960764							269778.0	2565.767761097964		9628615648.393854						Oceania	Oceania	0.0	0.0	0.0	0.0	1.0				0.0
NER	2017.5	332329297.84558827	332329297.84558827	1293237602.2233248			101950000.0	4950.972246596625	9814.024126309454	538944241.6009611	3125455634.9777775	817.3333333333334	3224146895.722149	1504739232.5401123	541.7054388011636	102.678300642418		450715386.0049469	0.032240000000000005	0.23553333333333334	631569693.0540891	22167253.6	86.23096689054306	232521792.24391302	12165496790.959713						Africa	Africa	0.0	0.0	0.0	0.0	0.0	714.6722560640002	5221.127131253334	0.0273173634875762	0.3
NFK	2017.5																														Oceania	Oceania	0.0	0.0	0.0	0.0	0.0				
NGA	2017.5	18247440298.84346			5025357874.672958	1091265750.0	7954896250.000001	253477793.3048689	0.0	3107324858.4065495	47556088005.12222	80717.25	59789926697.3486	61180196085.020996	2379.366991403331	172.66152237229545		2392306189.0707397	0.4037777777777778	1.5295299999999998	15476747775.47364	195708592.8	148.29	2359326255.5683317	455144788190.7165				42.0	64.775	Africa	Africa	0.0	0.0	0.0	0.0	0.0	79022.7806928	299342.163945384	0.040091506642052	0.300000011920929
NIC	2017.5		0.0	2258245820.5754204	664578310.602454	8612500.0	5528282499.999999	1277777.7777777778	0.0	926733333.3333334	12420107963.866667		7122038505.755435	5483496759.026832	1969.015377144139	221.39337543037112	210306081800.83487	558080060.5612066	1.2583444444444445	1.469625	1057889162.0882427	6518955.2	243.6626841178986	582401859.9180095	12892700412.94025						Americas	Latin America	0.0	0.0	0.0	0.0	0.0	8203.091059502223	9580.419535800002		0.3
NIU	2017.5																														Oceania	Oceania	0.0	0.0	0.0	0.0	0.0				
NLD	2017.5	0.0	0.0	211452696895.74692	26998098984.88215	20141974710.000008	10531976247.5	41792834515.540016	34255634016.113132	60303422545.931595		32927.0	628027242878.7913	716576440872.1141	51162.04678585695	103.73071525735713	35701589184179.09	47688735595.77661	3.71068	11.33895	93467834689.18149	17185505.9	4502.6325	60181732798.09029	891256842817.2924	4.0	0.0554458178359881	79.93150244625308	12.0	64.625	Europe	Europe	1.0	1.0	0.0	0.0	0.0	63769.913033011995	194865.592124805	0.0	0.25
NOR	2017.5	27047202195.440773	13550756456.015995	125417422804.0435	25123533552.614063	6409741993.75	930553962.5	696999129.7510118	487703998.60844404	2189896856.8061614		28755.5	135214673884.8961	161185280746.87033	81635.2200157554	105.75380241641388	16799336618773.97	32664985780.467045	4.737489999999999	18.04103	44091248429.610306	5277287.6	5789.91625	36640978377.303116	434268331398.64417				48.0	53.3	Europe	Europe	0.0	1.0	0.0	0.0	0.0	25001.097232123993	95207.70391022798	0.06228223483008786	0.2300000041723251
NPL	2017.5			5156767261.44843	786618438.2531109	134723750.0	361760000.0			110097276.96574104	5576018795.799999	17287.25	10698498589.097168	2281340626.063001	1013.5835810433819	148.09828773030745	503828847704.78296	1048129921.7250782	0.83169	2.8992	1460480563.9486206	28525641.1	170.33	333214953.2230145	29605934286.12864						Asia	Asia	0.0	0.0	0.0	0.0	0.0	23724.490446459004	82701.53867712		0.2
NRU	2017.5			25888590.08741522				0.0	0.0				105874563.15414605	71833866.97241563	9415.137721521	168.636098099466	10309360357.828766	6684397.691369703	1.3462000000000003	7.477266666666667	12521933.120393623	11733.1	980.6682835568661	8467146.639306873	112256883.23002692				139.0	59.075	Oceania	Oceania	0.0	0.0	0.0	0.0	0.0	15.795099220000004	87.73151752666668		0.25
NZL	2017.5	0.0	0.0	67530306877.14194	9649350789.95604	1551672746.25	1762816756.2499998	922865596.2607317	633692953.2536651	2401566106.7619233		53820.0	54327251941.38126	54265401138.832825	42850.74149344967	106.43873949873493	6729974137878.196	12939855631.432878	3.29446	11.126940000000001	19660505622.331623	4831090.0	3361.0919999999996	14765220296.172493	210264023358.3753				53.0	62.95	Oceania	Oceania	0.0	1.0	0.0	0.0	0.0	15915.832761399999	53755.248564600006	0.0	0.2800000011920929
OMN	2017.5			2147296780.7564025	1105044896.8331249	720001687.5	5826764177.500002	0.0	0.0	2620106835.7173824		5742.5	35678292587.776344	43930550787.45846	19509.353045292268	96.87331585613683		4552771981.315376	1.94118	4.24745	3590784135.142972	4374591.3	1486.0065206507252	2888341718.137819	84919140182.05464				47.0	73.5	Asia	Asia	0.0	0.0	0.0	0.0	0.0	8491.869139734	18580.857817185		0.1500000059604645
PAK	2017.5	0.0	0.0	33366999509.672237		316722348.75	6181089999.999999	185700000.0	9700000.0	1931100000.0	90317137562.47778	9885.25	54679692354.79472	29419479508.411156	1389.285918502609	106.07828768315231		7976063689.403731	1.0114699999999999	0.49672	8182427849.075396	218748871.7	148.10285714285715	2569039393.0231533	307295953265.7938				74.0	66.35	Asia	Asia	0.0	0.0	0.0	0.0	0.0	221257.92125839894	108656.93955082398	0.0	0.3
PAL	2017.5																																0.0	0.0	0.0	0.0					
PAN	2017.5		0.0	5288968439.415166		713902500.0	2015427125.0	199544825.00888887	11070364.747777779	3527561676.7033334		21315.625	28097010622.22222	26966261000.0	14067.610465908621	150.99535854886443	885986379845.3989	1799309979.1301937	1.60248	3.06111	4499695679.470311	4118456.4	820.9866666666667	2572087027.9930882	58282450000.0	28.0	0.0092762292007619	72.19089495053414	18.0	72.725	Americas	Latin America	0.0	0.0	0.0	0.0	0.0	6599.744011871999	12607.048070604		0.25
PCN	2017.5																														Oceania	Oceania	0.0	0.0	0.0	1.0	0.0				
PER	2017.5			30732346819.807537	8501679273.2518015	310262375.0	5201627123.749999	392706242.9173553	22677631.71765143	6481028829.378195	69765332987.20001	79505.0	49131980272.06313	50252728004.410545	6542.025256356153	134.15085221369813	4419214255611.857	8019202302.927581	1.3406888888888888	2.517611111111111	10818536788.597332	31960739.1	422.17	6421632986.8161745	209379804262.0438	60.0	0.0015418515354723	42.47394925232178	107.0	54.075	Americas	Latin America	0.0	0.0	0.0	0.0	0.0	42849.407792046666	80464.71187748334		0.2949999868869781
PHL	2017.5		0.0	45770176993.19893	11604646242.640406	2120687000.0	8856735171.250002	642956115.5940001	18314569.4575	8027749662.120262	81666635452.71112	20828.625	119591769574.18127	91721978858.84117	3129.650373088725	97.33227613128298	5086357321671.805	11687960412.538166	0.75368	5.312033333333334	14630366558.956964	107457171.3	263.32624999999996	4500859296.561562	340852903599.6986				72.0	67.1	Asia	Asia	0.0	0.0	0.0	0.0	0.0	80988.320865384	570816.07585131		0.3
PLW	2017.5		0.0	51194046.6468572	0.0					42278709.26324277					14681.192951780356	97.88953295301391	11757151037.324137	16553615.170719717	1.629	6.401179999999999	33874444.62464124	17884.8	1340.8292329500136	13687216.86260509	257844470.0						Oceania	Oceania	0.0	0.0	0.0	0.0	0.0	29.1343392	114.48382406399999		0.0
PNG	2017.5	286067806.2551946	161164166.1264507	3396153443.141595		4225000.0	349130000.0			68042578.88405822	18929454679.1				2549.752460368841	117.89292695901155	455371302341.3714	404487864.0057732	0.06615555555555556	0.4979888888888889	582919075.8452089	9192614.6	296.38737017545975	409601996.26001954	23559506096.03728						Oceania	Oceania	0.0	0.0	0.0	0.0	0.0	608.1425258711112	4577.819930637777	0.012142351587893065	0.3
POL	2017.5	0.0	0.0	118008936858.29619	10891624180.946985	1805880651.2500002	14544835018.749985	3218777777.7777777	656777777.7777778	17768666666.666668		37620.75	269353233773.75836	284701010199.5696	14612.930600134743	103.92335563664027	20238413557445.273	27203009460.06285	2.348875	6.3241	36634432552.736855	37931679.9	1178.65125	25399522827.682777	566980808915.7596	52.0	0.0032628181956865	46.36396859939065	86.0	46.05	Europe	Europe	1.0	1.0	0.0	0.0	0.0	89096.7746251125	239883.73685559	0.0	0.1899999976158142
PRI	2017.5						387500.0					7702.5	45056488888.888885	64592966666.666664	30840.0651817451	1050.367327849888		4573793853.573693				3352889.5	2160.123138288193		103820972600.0				64.0	78.3	Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	1.0				0.39
PRK	2017.5						38687500.0			43870672.56666667									3.64335	4.4489		25549677.2	106.263731405551		18360410777.77778						Asia	Asia	0.0	0.0	0.0	0.0	0.0	93086.41642662	113667.95889508		0.325
PRT	2017.5	0.0	0.0	57862001488.1419	7201445791.405058	2183901402.5	2180487077.5000005	791417056.2937179	111027221.10638487	8567627594.362286		36919.125	93567998422.73366	93416698533.73111	22021.410369894158	103.57346998727412	9823927492628.914	11333077135.90865	5.10088	6.969029999999999	22369683333.81965	10335964.5	1244.1475	13515945513.765852	230217210469.0583	50.0	0.0035381714739519	48.93621732524944	57.0	56.875	Europe	Europe	1.0	1.0	0.0	0.0	0.0	52722.514598760004	72031.64667943498	0.0	0.3149999976158142
PRY	2017.5	0.0	0.0	3691730939.487473	789536291.9737583	18025000.0	796242723.75	20416666.666666668	0.0	447207483.023895	17109657324.444445	622.0	12705456052.5986	13879948107.308756	6010.2647075869845	108.5503694418646	616509976871.3341	1412246048.99839	1.21784	0.6881125	2590940061.763619	6389598.9	583.427839338307	1152472690.320401	38275115685.998436				117.0	66.225	Americas	Latin America	0.0	0.0	0.0	0.0	0.0	7781.509124376001	4396.762873076251	0.0	0.1000000014901161
PSE	2017.5					13247500.0	60249999.99999999	1168808.9120820735	729.6138988049145	179163337.37430254			8291688888.888889	2459433333.3333335	3467.1406306857198	105.88748576762667	246000789791.90274	776897611.5102391				4524525.1	384.6601889392667		15802640000.0						Asia	Asia	0.0	0.0	0.0	0.0	0.0				0.15
PYF	2017.5					0.0	575000.0	3268723.4204912623	211466.22597321623	28666231.175251253			2065171173.7026465	997287880.858748	19816.79003649948	125.49061139498144						296599.0	1611.1158184875856		5879534209.445917						Oceania	Oceania	0.0	0.0	0.0	0.0	1.0				0.27
QAT	2017.5	28158869483.87672			9868348299.160341	3698302860.0	1029240374.9999999	0.0	0.0	-610622710.6227106		9873.666666666666	62318803418.80341	100669749694.74974	69296.91028753236	97.97935755750963		5814281412.594143	2.365	6.215566666666667	5718763298.479687	2568228.2	4031.881377528957	3776159460.2175856	174246179294.96298				20.0	73.575	Asia	Asia	0.0	0.0	0.0	0.0	0.0	6073.859693000001	15962.993592313334	0.16160394218004367	0.1
REU	2017.5																														Africa	Africa	0.0	0.0	0.0	0.0	0.0				
ROU	2017.5		0.0	39812428775.3833	4842123113.029975	201204811.25	5556392763.750007	909544907.4280804	103315025.84106402	6032925645.015009		77614.5	96413803621.16737	90118150989.2713	11332.878763486651	208.91301492532244	7647250999768.786	7392365143.687013	2.6645375000000002	6.098357142857142	12206753385.747446	19534989.8	918.5716666666667	9220679288.951332	227669206429.59848	41.0	0.0055978433838128	61.92145067378213	62.0	59.375	Europe	Europe	1.0	0.0	0.0	0.0	0.0	52051.71288421751	119131.34458247141		0.1599999964237213
RUS	2017.5	139563834573.3208	78864132040.16223	414985598604.9022	57776432423.671234	12911472902.5	16137727370.000008	6665494444.444445	877708888.8888888	27765328888.88889	519497602965.5778	365022.875	349733196127.80566	467178690704.8502	11555.112630208334	108.20823614297913	50712624413197.93	67827783380.399635	3.9865299999999997	8.66405	95012297529.14525	144011849.9	676.345	52838516239.73024	1696355393232.5142				43.0	59.6	Europe	Europe	0.0	0.0	1.0	0.0	0.0	574107.559981847	1247725.868126095	0.08227275671719529	0.2000000029802322
RWA	2017.5	0.0	0.0	1448709507.205669	246993781.67531618	27287500.000000004	618859702.5	70427.24144496446	128038.21717787946	250832555.1325852	5272755364.0	11060.5	3122401639.4029856	1659842320.0903478	757.7984729918772	97.04012002479455	177558746958.6979	343795714.09075975	0.11729	1.01091	641675273.7200806	12371097.2	60.370000000000005	214611938.67950696	9485770112.950989				98.0	72.125	Africa	Africa	0.0	0.0	0.0	0.0	0.0	1451.005990588	12506.065870452	0.0	0.3
SAU	2017.5	173000210166.26276	0.0	19571205819.674816		8548959616.25	10042753087.499996			7487040594.392857		12110.875	216253347733.6539	275089230891.2937	21683.358998725264	108.79525256625851	22222773705083.168	57183220648.72359	2.60023	5.48887	42294286007.474655	34271069.6	1651.95625	29066348241.916073	748143424438.5525				25.0	68.95	Asia	Asia	0.0	0.0	1.0	0.0	0.0	89112.66330600799	188109.44579535202	0.23123936469279474	0.0
SDN	2017.5	857551568.1396855	0.0	3350015934.194234		0.0	263125000.00000003	11448.991529202749	820802.3926476741	1110839552.463417	22146406720.744446		1519922331.7888622	1305071194.6450257	1646.4489746093761	12988.505526925699	673449329167.4723		0.3163625	1.1217666666666668	3370465403.043722	41220816.6	188.14421345648887	879235339.5776774	62085017684.12225						Africa	Africa	0.0	0.0	0.0	0.0	0.0	13040.7205916175	46240.138034660005	0.013812536423888262	0.35
SEN	2017.5		0.0	3497173209.8823915	324450272.57441044	45475000.00000001	952687711.2500001	6134902.0193533795	4011156.934331355	908356252.3530997	16175095100.033333	3430.125	8179872655.129556	4851080054.675495	1421.821490554171	102.93231432233321	424653815962.7905	1178159202.6846385	0.13193	0.38899999999999996	992830051.2770592	15359645.4	178.535	233113883.58518082	22278721104.82855						Africa	Africa	0.0	0.0	0.0	0.0	0.0	2026.3980176219998	5974.9020605999995		0.300000011920929
SGP	2017.5		0.0	46598408037.54145	13444201799.017038	20522065273.750004	11176827146.250006	17417234078.958702	8070087583.66404	91467515942.85326		38546.125	522065064594.18555	616941236639.7369	61600.18854621632	102.46613479181666	5537505381524.121	9751965483.909527	2.32299	6.058475	15259996951.003645	5555860.8	3292.4344444444446	6799897620.752713	348419805495.4414	9.0	0.0387252148563742	84.61831356788167	3.0	67.25	Asia	Asia	0.0	0.0	0.0	0.0	0.0	12906.209079792	33660.04376028		0.1700000017881393
SGS	2017.5																														Americas	Caribbean/American isl.	0.0	0.0	0.0	1.0	1.0				
