iso3_o	iso3_d	emp	pi	txc	revt	t_at
NOR	SRB	1170.0	53358000.0	15985000.0	277994000.0	9036000.0
NOR	SVK	3170.0	52405000.0	11412000.0	317672000.0	339708000.0
NOR	SWE	36490.0	1980139000.0	213290000.0	16489239000.0	12556648000.0
NOR	THA	5490.0	421021000.0	57539000.0	2735569000.0	2698391000.0
NOR	TUR	820.0	15869000.0	9815000.0	216795000.0	571601000.0
NOR	TWN	240.0	-216000.0	14000.0	29535000.0	5556000.0
NOR	UKR	1880.0	13388000.0	3556000.0	71566000.0	21275000.0
NOR	USA	17910.0	821801000.0	47888000.0	23026156000.0	18073904000.0
NOR	VNM	1820.0	33059000.0	4674000.0	173584000.0	88300000.0
NOR	ZAF	1210.0	-6146000.0	3484000.0	213460000.0	63945000.0
NZL	FJT	61820.0	768359593.1682	98298016.319	29943181555.298	12780069259.953
NZL	NZL	83551.0	1912404207.9129002	567139363.419	34595512117.883	39061692283.339
PAN	ABW	2.0	0.0	0.0	1856414.0	0.0
PAN	ARG	92.0	0.0	0.0	234170882.0	0.0
PAN	BHS	1.0	0.0	0.0	1160290.0	0.0
PAN	BLZ	1.0	1063601.0	1706.0	115911.0	0.0
PAN	BOL	33.0	4876728.0	1120668.0	19548093.0	0.0
PAN	BRA	151.0	0.0	0.0	285108420.0	0.0
PAN	BRB	2.0	0.0	0.0	1073814.0	0.0
PAN	CAN	10.0	0.0	0.0	33970420.0	0.0
PAN	CHL	26.0	0.0	0.0	104105533.0	0.0
PAN	COL	962.0	70303.0	3897414.0	178745649.0	34674856.0
PAN	CRI	236.0	80471599.0	1338751.0	79611685.0	447091162.0
PAN	CUB	60.0	0.0	0.0	45145025.0	0.0
PAN	CUW	4.0	0.0	0.0	2167089.0	0.0
PAN	CYM	0.0	43503719.4	0.0	66933119.0	692965695.0
PAN	DOM	66.0	4633081.0	1180378.0	27188668.0	0.0
PAN	ECU	102.0	2878079.0	568265.0	85437471.0	0.0
PAN	FJT	2378.0	251022977.35	17135502.0	2220078136.0	3665297936.0
PAN	GTM	113.0	60324646.0	4202779.0	31914359.0	0.0
PAN	GUF	5.0	3376307.0	1077224.0	5247870.0	0.0
PAN	HND	35.0	1452137.0	211857.0	12192042.0	0.0
PAN	HTI	1.0	0.0	4401.0	3954187.0	0.0
PAN	JAM	4.0	0.0	0.0	2609720.0	0.0
PAN	MAF	1.0	0.0	0.0	918345.0	0.0
PAN	MEX	85.0	0.0	0.0	91837066.0	0.0
PAN	NIC	50.0	1188101.0	158639.0	10872931.0	0.0
PAN	PAN	66280.0	2382221696.4	78830896.0	11462532144.0	94819136332.0
PAN	PER	54.0	0.0	0.0	43389395.0	0.0
PAN	PRI	11.0	0.0	0.0	8398862.0	0.0
PAN	PRY	26.0	45906639.0	1299716.0	42786504.0	0.0
PAN	SLV	15.0	857863.0	467929.0	16654715.0	0.0
PAN	TTO	9.0	301049.0	246566.0	8535070.0	0.0
PAN	URY	32.0	0.0	0.0	45017524.0	0.0
PAN	USA	80.0	0.0	0.0	707294832.0	0.0
PAN	VEN	97.0	4907118.0	1359209.0	15499186.0	0.0
PAN	VGB	12.0	3230996.4	0.0	6617045.0	2490566223.0
PER	AGO	627.0	1625801754.0	641801852.0	30782293.0	4939468893.0
PER	ALB	14.0	3145366.143	158803.341	19135898.37	1110728.752
PER	ARE	608.0	2766927716.8641	2687842456.0	1193557776.539	1823209511.401
PER	ARG	20796.0	241228322.769	93386064.552	2529111217.217	800821543.154
PER	AUS	18183.0	717293773.373	387592309.893	16154526217.363	3626676193.149
PER	AUT	10502.0	89056683.341	20676083.826	1627894058.611	271629870.59
PER	BEL	11880.0	136899396.114	35582371.329	2442655487.55	1024855766.995
PER	BGD	314.0	-12855843.0	393499.0	68502323.0	85056606.0
PER	BGR	1366.0	40186688.393	3730333.913	199983774.512	66459554.689
PER	BHR	20.0	1329351.587	0.0	4319358.636	32325.857
PER	BHS	587.0	373196525.99759996	0.0	288648695.427	75373568.577
PER	BIH	11.0	255675.873	26495.0	1253260.58	27794.323
PER	BLZ	185.0	12238069.646	6019638.27	35908768.717	8631858.971
PER	BMU	0.0	21084155.1	0.0	97234794.0	0.0
PER	BOL	3126.0	-6434554.575	6295185.083	555911801.418	476318925.837
PER	BRA	20597.0	-2937589505.702	245033619.465	9589223186.899	2370311284.77
PER	BRB	266.0	573939683.6085001	12171849.703	487519415.683	30317486.402
PER	BRN	257.0	7568339.666	1194001.793	75350405.386	20178889.302
PER	BWA	1058.0	12086265.0	2096859.0	196195579.0	42871424.0
PER	CAN	38935.0	5485395237.889	1489728895.618	41072155536.69	12064785011.152
PER	CHE	10458.0	235785212.01180002	13919225.829	1043606195.574	329360004.201
PER	CHL	34415.0	524039677.362	348469936.8	19874902869.082	7234325923.306
PER	CHN	27581.0	1029820455.494	310376399.796	16383212575.478	3600955136.925
PER	CIV	50.0	-11249986.752	89940.702	2331098.435	1589455.039
PER	COK	0.0	-52268890.0	0.0	492255.0	0.0
PER	COL	23452.0	105967149.99	103099233.716	1506726361.875	383529510.384
PER	CRI	13381.0	362301952.311	54039147.481	2695502761.478	1155424410.959
PER	CYM	132.0	57997071.3231	3323665.897	375578274.402	5417983.326
PER	CYP	30.0	2568039.4728	152841.08	113274159.0	1267479.98
PER	CZE	10933.0	38940356.459	4688941.65	185539605.232	142720385.583
PER	DEU	26363.0	879936735.46	340306101.317	24865691855.747	11382491106.294
PER	DNK	10262.0	24839854.638	5980470.444	421073055.114	130851109.888
PER	DOM	2220.0	67690977.272	16483116.903	181520332.36	108001668.64
PER	DZA	45.0	463876944.398	178167730.729	634708572.117	922097910.947
PER	ECU	1366.0	47422713.338	8913655.0	706661537.252	147144487.325
PER	EGY	821.0	484598440.489	266266463.827	3438647784.828	8543754458.974
PER	ESP	16773.0	481332596.646	86398826.721	6599448348.459	1887773698.516
PER	EST	195.0	-238537.723	0.0	90686163.558	35162315.821
PER	ETH	3555.0	77159367.692	24201866.84	388784949.141	196300053.228
PER	FIN	196.0	10084062.859	3937805.606	243335520.845	92451446.735
PER	FJT	730414.0	62675397845.70504	12334260698.279	398270420620.98	148008435351.45
PER	FRA	13234.0	418553528.993	113324205.702	5940426185.112	1009953895.246
PER	GBR	30603.0	1419895169.33	293330373.612	38152926578.125	17494849114.723
PER	GGY	0.0	-845393.667	0.0	3013882.239	0.0
PER	GHA	1152.0	9862122.477	2926091.337	116427157.966	43749193.13
PER	GIB	0.0	303043.5	0.0	749.0	0.0
PER	GRC	1033.0	54368445.963	28963348.602	1147043484.961	53610106.437
PER	GTM	5009.0	134137046.054	17256761.473	1935689883.172	544048385.29
PER	GUY	204.0	23276230.579	10198783.882	35654911.849	3746206.079
PER	HKG	12102.0	379507951.5642	36348788.876	1423983397.739	251118979.197
PER	HND	4028.0	25849213.508	11034163.113	776496883.932	233778302.011
PER	HRV	82.0	718404.844	6821.876	52322379.237	207275.783
PER	HUN	13277.0	35321481.3141	5078449.875	153192147.213	73341698.374
PER	IDN	2259.0	875231065.21	366357720.696	2226396709.19	3119336517.509
PER	IND	18922.0	-325203066.523	142041367.637	5617776657.215	3763973867.418
PER	IRL	11145.0	1255609261.9242	61524843.729	6136106798.171	921258326.651
PER	IRQ	137.0	290368690.326	108244729.267	155310970.0	111997547.212
PER	ISL	0.0	-848585.0	0.0	47885424.0	0.0
PER	ISR	10031.0	2736295.667	646174.782	48915681.171	7759331.471
PER	ITA	11084.0	60043800.184	23859782.567	1457959389.596	92529552.948
PER	JAM	2081.0	150358960.796	59296345.107	367863480.783	42297232.779
PER	JOR	46.0	728861.966	-162199.679	5170662.381	187744.675
PER	JPN	21636.0	1211153308.67	283900108.295	9957079022.937	2098346807.425
PER	KAZ	17.0	507680.373	-91234.661	1313233.269	20838.186
PER	KEN	2238.0	20377856.237	1765366.612	227809456.535	187821423.492
PER	KHM	808.0	8467944.399	1246938.426	113210911.0	100678386.0
PER	KOR	762.0	120285586.553	20688568.516	677552725.602	800430328.398
PER	KWT	84.0	52606947.567	1940598.0	83509413.951	75380.183
PER	LBN	173.0	1776402.012	319836.621	29271612.245	620274.5
PER	LTU	191.0	1889044.451	126485.873	73782382.658	19750426.394
PER	LUX	129.0	-1721034188.674	20505587.972	641190258.412	30023614.717
PER	MAC	167.0	100330726.5441	615387.585	308304371.038	13292456.309
PER	MAR	91.0	-40437.578	338580.935	41851411.227	12211390.697
PER	MEX	37488.0	4200245461.426	1071622780.158	31415677851.209	8466714685.569
PER	MKD	38.0	617332.164	24653.448	14897949.536	2002122.938
PER	MLT	2.0	28473813.3852	913224.457	152177.634	7634.789
PER	MMR	1616.0	9276709.725	3357516.507	91192142.741	114474074.127
PER	MNP	60.0	5785938.759	188937.798	36482101.963	8776552.686
PER	MOZ	1355.0	2620917.733	475149.545	300573542.777	180880007.871
PER	MUS	5.0	-3114297.0	1203671.0	1150277.0	54850.0
PER	MYS	2985.0	109171740.485	37321307.04	923739743.309	275345757.829
PER	NAM	941.0	23772772.0	8062073.0	176269417.0	61952642.0
PER	NGA	2760.0	6152659.029	2242531.27	104084153.484	23359230.98
PER	NIC	35.0	1092593.58	128911.592	5997958.023	2175171.122
PER	NLD	12333.0	851730921.4464	102749888.606	5601931031.111	2462366667.694
PER	NOR	10231.0	12833143.416	1844502.099	518173430.881	41627523.06
PER	NZL	12225.0	176146778.228	70711662.279	2283012575.024	342160829.884
PER	OAF	321.0	-35785500.296	731430.0	81178188.172	99669925.234
PER	OAM	508.0	69708797.31955	13896135.535	154300466.131	21644954.649
PER	OAS	5629.0	1663361143.1996999	366868264.587	1645452316.825	15116419190.433
PER	OTE	194.0	-4698224.808	91164.937	104418660.997	53846453.491
PER	PAK	181.0	34901052.886	26676642.104	126915364.133	27770878.167
PER	PAN	1340.0	426311542.209	17752350.621	3967624880.979	410034514.726
PER	PER	57938.0	2097253628.4804	645716366.108	16234047022.821	10509095239.131
PER	PHL	10451.0	91125840.1	11156614.518	1580517072.828	673582061.244
PER	PNG	21.0	382537.855	214913.601	136101.0	0.0
PER	POL	5834.0	136378346.968	9640277.778	2731187239.854	672690410.831
PER	PRI	11784.0	28607037.1101	1144964.956	3886999046.859	905695442.223
PER	PRT	162.0	28181565.813	1942029.378	1019340893.643	78178599.199
PER	QAT	9.0	748076.96	0.0	1600275.093	7370.135
PER	ROU	10956.0	57980613.683	4639038.456	395494728.044	37890218.809
PER	RUS	3970.0	101263484.42	24542709.097	1841380145.514	464471875.659
PER	SAU	71.0	18379519.304	3276772.229	147961843.896	135056467.152
PER	SEN	23.0	-77859905.739	141148.295	377374.443	1753961.806
PER	SGP	13739.0	1225112614.2396	74458892.395	45043962985.622	590532318.166
PER	SLV	11984.0	76187454.416	17623410.709	877498476.072	323691449.752
PER	SRB	459.0	244945117.421	773882.638	1969178997.661	222074593.894
PER	STA	1.0	2835342116.0	0.0	722933.0	0.0
PER	SVK	98.0	482641.901	1339568.576	38168649.299	203989.511
PER	SVN	546.0	10146877.495	2160479.778	56284379.046	177672239.585
PER	SWE	505.0	1514697.36	2270154.332	882391747.159	66357089.208
PER	SWZ	217.0	287780902.0	6371552.0	337060373.0	49605869.0
PER	THA	984.0	70984194.78	14416443.101	414747937.651	58440981.321
PER	TTO	2616.0	453483071.123	111659599.341	2924707112.665	6474676583.574
PER	TUN	53.0	697218.12	445416.201	461872.169	245631.99
PER	TUR	11577.0	66751590.137	13921743.833	3287829530.772	249407491.752
PER	TWN	687.0	25904065.643	4781750.945	346931349.51	49231223.444
PER	TZA	837.0	-857330.572	339000.907	92508334.951	94048021.142
PER	UGA	1323.0	16147105.851	4561272.078	165890750.963	118661322.588
PER	UKR	111.0	2781243.568	461545.791	26665345.873	719455.494
PER	URY	4210.0	87429231.722	14972605.429	521069142.262	168267210.484
PER	USA	49508.0	30762397699.026	1049277518.651	34066860762.979	10517261771.481
PER	VEN	36.0	-1761791.78	-3505.005	120518.469	0.0
PER	VGB	59.0	13139826.191100001	0.0	22381065.674	973649.131
PER	VIR	65.0	1712670845.285	0.0	12526784.719	300120.41
PER	VNM	3427.0	154476693.768	46302031.43	1533186865.587	284681249.142
PER	ZAF	19004.0	414677280.113	167705844.401	12010085494.781	2725981142.794
PER	ZMB	551.0	-12413399.317	2608564.102	103513997.495	94911436.061
PER	ZWE	4.0	132931.0	73197.0	413928.0	110051.0
POL	FJT	89320.0	3069868708.75035	176463326.038	28950608757.772	13529899495.576
POL	GRPS	34208.0	767212896.983	55455411.985	4094476797.117	2716310017.224
POL	ITA	263.0	937329.292	352898.321	72047257.312	22694503.058
POL	OTE	51428.0	2310165788.04215	116401360.607	24311147344.818	10514218602.358
POL	POL	439106.0	6604645879.915201	2113306521.239	109571871681.78	106135328688.71
POL	ROU	3421.0	31537058.681	4253655.126	472937358.524	276676372.937
ROU	AFG	19.0	1400541.0	260378.0	11343162.0	580480.0
ROU	AGO	70.0	12670336.0	2017532.0	39747776.0	2359966.0
ROU	ALB	8.0	1983108.0	322642.0	972749.0	423499.0
ROU	ARE	629.0	7410000.600000001	0.0	213.0	33713993.0
ROU	ARG	357.0	0.0	0.0	202538880.0	40023152.0
ROU	ARM	7.0	1207011.0	134469.0	2541060.0	38735.0
ROU	AUS	343.0	28660994.0	20275869.0	537912545.0	59388947.0
ROU	AUT	100.0	12279909.0	4734571.0	337442424.0	8939125.0
ROU	AZE	24.0	3856987.0	324945.0	12513502.0	440871.0
ROU	BEL	211.0	11571332.0	2835542.0	281623666.0	19568841.0
ROU	BEN	22.0	434145.0	230848.0	10260675.0	828274.0
ROU	BFA	17.0	0.0	772815.0	6021276.0	2681247.0
ROU	BGD	165.0	15978534.0	3661719.0	57118782.0	10819319.0
ROU	BGR	60.0	4214403.0	511958.0	152392318.0	4210747.0
ROU	BHR	408.0	7693288.0	40631.0	70362573.0	11174161.0
ROU	BIH	10.0	619176.0	62022.0	9676796.0	802327.0
ROU	BLR	127.0	3635150.0	841339.0	44556983.0	8187410.0
ROU	BOL	63.0	6165072.0	0.0	123218443.0	37118443.0
ROU	BRA	1255.0	231864785.0	84802240.0	978941019.0	133261562.0
ROU	BRN	9.0	834821.0	205450.0	18252353.0	1083144.0
ROU	BWA	31.0	4792443.0	1645416.0	12025736.0	714378.0
ROU	CAF	3.0	1765444.0	149339.0	3258085.0	70702.0
ROU	CAN	1083.0	77512414.0	1537533.0	421101286.0	53003940.0
ROU	CHE	263.0	14684484.6	4196333.0	485281108.0	33562763.0
ROU	CHL	176.0	21870416.0	22636158.0	494513064.0	73942410.0
ROU	CHN	150783.0	14584027306.0	827109139.0	60802125848.0	22655675401.0
ROU	CIV	148.0	0.0	186766.0	23300724.0	3215584.0
ROU	CMR	146.0	2562564.0	1334112.0	14620608.0	2933402.0
ROU	COD	66.0	6330187.0	535452.0	48291273.0	60294433.0
ROU	COG	18.0	1021886.0	304463.0	12279133.0	1167367.0
ROU	COL	723.0	0.0	20139430.0	307247512.0	40462233.0
ROU	CRI	54.0	8108616.0	3321387.0	197094601.0	27248698.0
ROU	CYP	45.0	453875.4	359456.0	11222594.0	126753.0
ROU	CZE	195.0	9330491.0	5182216.0	344670745.0	16537839.0
ROU	DEU	2320.0	127873699.0	61226752.0	2526570112.0	385312953.0
ROU	DNK	186.0	6863052.0	3171240.0	154259790.0	7215321.0
ROU	DOM	17.0	3786764.0	305076.0	11602458.0	763687.0
ROU	DZA	189.0	31155941.0	15834467.0	104457757.0	12013753.0
ROU	ECU	204.0	3230771.0	3506662.0	93806050.0	16992754.0
ROU	EGY	780.0	21006815.0	2127678.0	85869094.0	25174742.0
ROU	ESP	1523.0	69187062.0	25280115.0	1625280207.0	119165116.0
ROU	ETH	109.0	8003553.0	2518820.0	21589153.0	2142482.0
ROU	FIN	197.0	10906921.0	4700387.0	216892394.0	12035808.0
ROU	FJI	3.0	0.0	0.0	3629104.0	148903.0
ROU	FJT	196052.0	18036830503.399998	1783289282.0	109216930347.0	28805435340.0
ROU	FRA	805.0	48347577.0	6853831.0	1381304637.0	149576920.0
ROU	FRO	0.0	887.0	259.0	9763.0	0.0
ROU	GAB	15.0	1253008.0	603645.0	7360038.0	508399.0
ROU	GBR	1276.0	118290074.0	11880161.0	1617364533.0	197860300.0
ROU	GEO	16.0	394820.0	62264.0	4161427.0	307017.0
ROU	GHA	167.0	22061058.0	575927.0	81838085.0	4600981.0
ROU	GIN	45.0	7432206.0	739906.0	25204035.0	533836.0
ROU	GMB	1.0	123247.0	101966.0	1050153.0	33783.0
ROU	GNQ	1.0	5813955.0	171420.0	1313837.0	130921.0
ROU	GRC	96.0	7477066.0	1400394.0	215876609.0	7982338.0
ROU	GTM	93.0	11322959.0	1148658.0	89996790.0	10324378.0
ROU	HKG	683.0	643937079.6	80379200.0	9780672874.0	1591233982.0
ROU	HND	132.0	6396624.0	1726385.0	40188337.0	2381384.0
ROU	HRV	16.0	3147417.0	331710.0	94966890.0	2906645.0
ROU	HUN	5481.0	4875453.9	1488872.0	487127307.0	311617178.0
ROU	IDN	1515.0	5477615.0	62262567.0	1312399633.0	134482623.0
ROU	IND	2684.0	58206598.0	52787005.0	1124375415.0	337281473.0
ROU	IRL	133.0	5451687.9	737238.0	129610891.0	18048197.0
ROU	IRQ	115.0	3238783.0	783255.0	7108138.0	1831559.0
ROU	ISL	1.0	3679276.0	332626.0	3395009.0	2873.0
ROU	ITA	821.0	53130786.0	34681417.0	1822667504.0	106705237.0
ROU	JAM	13.0	3647987.0	1358578.0	17553487.0	406373.0
ROU	JOR	65.0	5408487.0	630786.0	22041665.0	2032800.0
ROU	JPN	851.0	61747705.0	27869026.0	1870343644.0	155058263.0
ROU	KAZ	114.0	10916631.0	2020.0	134319249.0	5751463.0
ROU	KEN	221.0	11235927.0	2329204.0	58046487.0	13290103.0
ROU	KGZ	16.0	0.0	0.0	1643592.0	148273.0
ROU	KHM	95.0	3001682.0	149074.0	15028591.0	3168329.0
ROU	KOR	187.0	8277553.0	3219537.0	178603996.0	38725710.0
ROU	KWT	204.0	14524362.0	0.0	347713145.0	20128776.0
ROU	LAO	63.0	0.0	652305.0	8291784.0	2194687.0
ROU	LBN	48.0	5084881.0	10719.0	37396800.0	1382570.0
ROU	LBY	30.0	11857957.0	1372699.0	28210835.0	2561242.0
ROU	LKA	143.0	6334241.0	1865419.0	36754934.0	5571435.0
ROU	LTU	21.0	2914671.0	1364965.0	93709356.0	2012134.0
ROU	LUX	41.0	696772.8	344360.0	3007498.0	681562.0
ROU	LVA	4.0	1254334.0	130071.0	30929543.0	1325019.0
ROU	MAC	13.0	1687840.2	278147.0	38941368.0	2540594.0
ROU	MAR	233.0	5452861.0	52835.0	52305073.0	13118777.0
ROU	MDA	1210.0	7417187.0	1151105.0	61500298.0	8025179.0
ROU	MDG	15.0	0.0	205592.0	2325936.0	575656.0
ROU	MEX	659.0	62540659.0	101624304.0	1389980382.0	190911587.0
ROU	MKD	8.0	868572.0	0.0	20351324.0	472257.0
ROU	MLI	55.0	6112083.0	155368.0	38300464.0	1979137.0
ROU	MMR	297.0	48932637.0	1405474.0	147308493.0	9853821.0
ROU	MNG	24.0	2885554.0	1061464.0	7190991.0	153327.0
ROU	MOZ	10.0	1442614.0	1570541.0	7175993.0	542622.0
ROU	MRT	7.0	315989.0	88271.0	523749.0	15503.0
ROU	MUS	273.0	9547902.9	722957.0	28694240.0	2920379.0
ROU	MWI	19.0	551776.0	1042688.0	4835750.0	944688.0
ROU	MYS	1669.0	36942679.0	5364819.0	654323049.0	67530469.0
ROU	NAM	25.0	5737808.0	1648685.0	11522360.0	598473.0
ROU	NER	2.0	0.0	31574.0	906780.0	154312.0
ROU	NGA	623.0	51817758.0	21199080.0	225089789.0	26560006.0
ROU	NLD	401.0	1285816725.0	11599577.0	449300422.0	33803233.0
ROU	NOR	110.0	8030226.0	1674188.0	156597476.0	7324315.0
ROU	NPL	75.0	2552491.0	286547.0	20768346.0	4628605.0
ROU	NZL	73.0	4936294.0	2411057.0	127652431.0	6982320.0
ROU	OMN	148.0	13692624.0	648183.0	263479950.0	28226986.0
ROU	PAK	425.0	28031516.0	22919815.0	240985648.0	23500892.0
ROU	PAN	96.0	2848168.0	0.0	47770928.0	10743274.0
ROU	PER	168.0	7254101.0	12252024.0	494683980.0	42635097.0
ROU	PHL	530.0	27242898.0	18250133.0	294186423.0	50726800.0
ROU	PNG	32.0	2199777.0	2192264.0	23258509.0	4698800.0
ROU	POL	342.0	29018374.0	14502919.0	914471921.0	46668232.0
ROU	PRT	106.0	8640173.0	3340439.0	271354700.0	7784840.0
ROU	PRY	19.0	6286678.0	149043.0	18133793.0	2365440.0
ROU	QAT	74.0	3749281.0	0.0	83023692.0	4834094.0
ROU	ROU	37530.0	574984335.9	67642842.0	5282048869.0	2168578190.0
ROU	RUS	1500.0	72759138.0	20260096.0	2053694286.0	225934804.0
ROU	RWA	2.0	0.0	270952.0	1136193.0	220619.0
ROU	SAU	848.0	72558237.0	18860626.0	1643466532.0	126101935.0
ROU	SEN	126.0	6277428.0	1688946.0	35800722.0	2781834.0
ROU	SGP	441.0	98139518.10000001	16115321.0	2532969965.0	208019661.0
ROU	SLE	3.0	950678.0	487297.0	4830280.0	1181318.0
ROU	SLV	53.0	7976427.0	1291890.0	34350799.0	1396067.0
ROU	SRB	85.0	2444380.0	1007634.0	74003757.0	9793359.0
ROU	SSD	5.0	3642610.0	629872.0	3683167.0	11438.0
ROU	SVK	44.0	3511149.0	1653766.0	102482253.0	3133365.0
ROU	SVN	5.0	1785793.0	386068.0	66593783.0	1110634.0
ROU	SWE	407.0	25836211.0	5173867.0	444288629.0	15786971.0
ROU	SWZ	17.0	449319.0	326206.0	5365248.0	15908.0
ROU	TCD	27.0	0.0	329818.0	12178342.0	631733.0
ROU	TGO	13.0	434377.0	57137.0	10023801.0	183887.0
ROU	THA	1113.0	82608104.0	18041958.0	1291269496.0	107682569.0
ROU	TJK	11.0	246149.0	0.0	1711776.0	278041.0
ROU	TTO	7.0	9219362.0	3611613.0	20284288.0	2042086.0
ROU	TUN	47.0	442027.0	14389.0	0.0	28773.0
ROU	TUR	1027.0	21841525.0	7472371.0	1095253695.0	122118621.0
ROU	TZA	69.0	2369172.0	1340383.0	25309633.0	2472590.0
ROU	UGA	67.0	19528725.0	582787.0	65994895.0	3618139.0
ROU	UKR	176.0	22402446.0	1663324.0	53535596.0	2695858.0
ROU	URY	11.0	226784.0	687350.0	19684766.0	2101837.0
ROU	USA	1251.0	48107720.0	1281191.0	351126406.0	68398606.0
ROU	UZB	105.0	0.0	1537182.0	7133146.0	6204403.0
ROU	VEN	6.0	0.0	3963.0	14004442.0	1530458.0
ROU	VGB	0.0	0.0	0.0	1234.0	0.0
ROU	VNM	145.0	951238.0	0.0	10112335.0	3296240.0
ROU	YEM	26.0	3612324.0	333496.0	4298044.0	94944.0
ROU	ZAF	1135.0	33785493.0	19440062.0	1081701919.0	220951587.0
ROU	ZMB	109.0	16890785.0	0.0	18545487.0	4083928.0
ROU	ZWE	52.0	371189.0	1219783.0	5139031.0	1358986.0
SAU	ARE	5250.0	22094098.8003	0.0	686978667.2	161314368.267
SAU	ARG	175.0	3984374.667	0.0	56870877.6	23543958.667
SAU	AUS	578.0	13681761.867	0.0	175068975.2	455258798.667
SAU	AZE	2.0	26702.0	0.0	0.0	119520.0
SAU	BEL	40.0	373513.6	221693.6	1276.267	606187.733
SAU	BHR	750.0	221973652.267	0.0	693162557.6	22176574.133
SAU	BMU	0.0	67031024.2803	0.0	0.0	0.0
SAU	BRA	507.0	37707035.467	1106394.133	168118234.667	116318343.467
SAU	CHE	47.0	13344347.9997	1441997.067	292261405.867	25705204.267
SAU	CHN	912.0	42564455.067	8908283.067	573587609.067	73147180.733
SAU	CUW	0.0	50203422.0	520363.0	32987298.0	0.0
SAU	CYM	2.0	5070423.3597	0.0	8517418.933	172326.133
SAU	CYP	4.0	-205389.067	82239.733	377621.067	156054.4
SAU	DEU	4.0	68057.867	37677.6	0.0	0.0
SAU	DZA	496.0	637022.933	0.0	14157552.0	2675259.467
SAU	EGY	8225.0	-9608696.8	945783.2	828150124.267	545772481.333
SAU	ESP	73.0	-89202044.467	356501.133	1739.2	1436069.067
SAU	ETH	0.0	0.0	0.0	0.0	4.0
SAU	FJT	43347.0	618204975.3663499	448332411.067	63896371887.6	33068369464.0
SAU	FRA	262.0	71669022.867	9651894.2	160875347.2	146921535.733
SAU	GBR	636.0	-1328564805.0	3382837.667	90670151.0	226447769.333
SAU	GGY	0.0	-21125517.0	0.0	379374.0	0.0
SAU	GIN	4.0	36584.0	0.0	701764.0	386178.933
SAU	HKG	1.0	-3290832.533	0.0	215384.267	0.0
SAU	HRV	125.0	-939442.133	0.0	5223578.667	8623958.4
SAU	IMN	3.0	-301450.667	0.0	1277.333	6064.8
SAU	IND	401.0	3229584.8	768960.067	635755.0	1951422.933
SAU	IRL	0.0	0.0	0.0	0.0	0.0
SAU	IRN	1450.0	66347745.333	0.0	487502652.267	130354410.4
SAU	IRQ	25.0	4340948.533	2059109.6	8687990.133	252204.0
SAU	ITA	24.0	438145.8	108417.067	12.8	104913.0
SAU	JEY	0.0	19858383.8397	0.0	720230.133	0.0
SAU	JOR	904.0	-8971084.533	0.0	133214302.4	61027778.4
SAU	JPN	90.0	-64996.0	1385524.0	237419.0	7950104.0
SAU	KEN	60.0	1418266.133	0.0	27427242.133	1235693.067
SAU	KOR	3336.0	328783851.2	315730546.4	20405913265.067	11578948562.4
SAU	KWT	15.0	0.0	0.0	24640414.4	12423617.333
SAU	LBN	1959.0	111594481.333	71803039.733	1027178128.533	949255594.133
SAU	LBR	86.0	98688678.933	0.0	150159399.0	10481794.067
SAU	LUX	0.0	0.0	0.0	0.0	0.0
SAU	MAR	613.0	19482329.067	55578.667	1919326623.733	780528197.067
SAU	MOZ	0.0	244414.933	0.0	0.0	281306.133
SAU	MYS	22.0	-11973964.0	241364.0	0.0	5785604413.0
SAU	NLD	275.0	292654126.62	13875348.533	1303791833.6	20386203.4
SAU	NOR	2.0	-1549.0	0.0	0.0	0.0
SAU	OMN	6410.0	1645076.8	1384388.533	679356033.867	49608012.0
SAU	QAT	557.0	-106426453.333	0.0	152116416.267	13957407.467
SAU	RUS	0.0	-30249.0	0.0	0.0	1428.0
SAU	RWA	60.0	644534.933	0.0	8593714.133	517294.133
SAU	SAU	258314.0	143861790938.4955	95158695402.133	355266449171.73	291059682674.93
SAU	SDN	256.0	3197341.867	0.0	60885356.0	20035093.867
SAU	SGP	50.0	16714738.019700002	-6185.933	652075126.0	50144604.133
SAU	TKM	0.0	0.0	0.0	0.0	116.0
SAU	TUR	4386.0	30009942.4	6586449.333	739090105.867	207707314.933
SAU	TZA	19.0	4711497.067	0.0	10980862.933	102109.067
SAU	UGA	23.0	359020.0	0.0	6868309.067	7354.133
SAU	USA	4220.0	592511207.8	7684206.667	32285797664.733	11574385286.333
SAU	VGB	0.0	19375865.7597	0.0	7714354.2	0.0
SAU	WSM	0.0	20108.0	0.0	20108.0	0.0
SAU	ZAF	0.0	0.0	0.0	0.0	0.0
SAU	ZMB	8.0	8452050.133	0.0	15130334.933	329393.067
SGP	ARE	1772.0	22854425.400000002	2344704.0	3105523772.0	425737289.0
SGP	AUS	33263.0	1350351351.0	302435579.0	18612481262.0	18923398867.0
SGP	BRA	7780.0	-62668406.0	18711441.0	872921941.0	1820274919.0
SGP	CAN	1543.0	57112250.0	15645891.0	1204829257.0	263314095.0
SGP	CHE	166.0	43741568.7	7869860.0	2249240916.0	131054191.0
SGP	CHN	132372.0	5395000189.0	1515123687.0	51347322255.0	54143588790.0
SGP	CYM	2.0	253738048.5	884443.0	536669209.0	37413305.0
SGP	DEU	2056.0	52484040.0	15957347.0	851109025.0	383155438.0
