iso3_o	iso3_d	emp	pi	txc	revt	t_at
SGP	EGY	1149.0	31762622.0	1850772.0	158787104.0	127379361.0
SGP	ESP	964.0	31216627.0	8505557.0	1763714842.0	454941130.0
SGP	FJT	681406.0	13885602093.199999	4049773106.0	189401332403.0	168556619854.0
SGP	FRA	1465.0	17427600.0	8355838.0	2407095445.0	263927306.0
SGP	GBR	20398.0	401738268.0	89162435.0	11230917471.0	6453959191.0
SGP	HKG	13573.0	1508082014.7	317479550.0	10188583320.0	10898518440.0
SGP	IDN	144595.0	1267014245.0	350767658.0	12086993260.0	12748797781.0
SGP	IND	38199.0	-498357427.0	80309354.0	9839015170.0	7373054597.0
SGP	KOR	2647.0	110206250.0	33231178.0	970518433.0	841714691.0
SGP	LUX	20.0	26072892.900000002	2813260.0	86783679.0	1336196379.0
SGP	MEX	1355.0	18749457.0	9507645.0	641294166.0	416708152.0
SGP	MMR	3518.0	-8177597.0	572830.0	398143659.0	798081683.0
SGP	MUS	130.0	52885958.4	5456287.0	465989807.0	50478795.0
SGP	MYS	68422.0	1220278442.0	403091299.0	13395820740.0	7945189721.0
SGP	NLD	743.0	-868122281.0	20207707.0	1678991111.0	3119271306.0
SGP	NZL	3767.0	74621990.0	25208822.0	1209996681.0	795911730.0
SGP	OAF	32785.0	654478570.4499999	132959893.0	9783781043.0	8212345465.0
SGP	OAM	3377.0	325278664.3	30285638.0	5741595995.0	1671711958.0
SGP	OAS	62178.0	1052829989.3	284549141.0	9028170485.0	7774424942.0
SGP	OTE	30692.0	705438952.1	131045393.0	5640626495.0	5693373891.0
SGP	PHL	23238.0	288860519.0	14327273.0	386861336.0	749070811.0
SGP	SGP	212343.0	12941113037.0	2775494823.0	153617156626.0	155371611542.0
SGP	THA	15612.0	442811403.0	52900243.0	2553356692.0	2440404989.0
SGP	TWN	5160.0	153841794.0	20827800.0	1265119516.0	294697024.0
SGP	USA	18044.0	-48915344.0	99783382.0	7984562672.0	8240494233.0
SGP	VGB	148.0	-57607605.0	4981847.0	155509174.0	1289578524.0
SGP	VNM	10273.0	199649783.0	37606883.0	1541844365.0	2438450860.0
SVN	BIH	919.0	5205280.039	467728.277	393869093.36	67200517.618
SVN	FJT	22461.0	523729244.8886	111735040.827	4964001444.647	949432900.184
SVN	GRPS	18564.0	515975262.035	109693603.26	3262755606.413	546809890.729
SVN	HRV	1698.0	21619629.02	595333.928	854302650.355	272794097.291
SVN	MKD	295.0	1756927.676	371148.555	141259290.731	5373450.969
SVN	SRB	985.0	6736843.216	607226.806	311814803.789	57254943.578
SVN	SVN	16780.0	501305562.686	82782016.546	11572646351.619	4718274941.559
SWE	AFRIC	23391.0	222724585.39999998	99518087.0	4249750783.0	1057140095.0
SWE	AMER	364088.0	5740711125.2	1019251928.0	95928687514.0	22485019705.0
SWE	ASIAT	350416.0	13854813553.65	2380106085.0	86457429502.0	59156920318.0
SWE	EUROP	715992.0	31436251935.449997	3264317831.0	185675207630.0	87815170316.0
SWE	FJT	1460277.0	51634970836.95	6763261412.0	377520222458.0	173513507756.0
SWE	STA	6390.0	400494355.0	67481.0	5209147029.0	2999257322.0
SWE	SWE	412048.0	23591561165.28	4608805607.0	188322869569.0	104143057129.0
USA	ABW	910.0	91035096.0	8727354.0	385204193.0	120709097.0
USA	AGO	4541.0	785460854.0	503499108.0	736205271.0	5768830981.0
USA	ALB	195.0	-1182828.0	3925920.0	75382007.0	29719337.0
USA	ARE	51121.0	2021208622.2	100840141.0	64676294880.0	7592746740.0
USA	ARG	121159.0	1420614521.0	1322620758.0	27846618621.0	10026048297.0
USA	ARM	1182.0	4370180.0	1212544.0	28336426.0	15954485.0
USA	AUS	304423.0	16365854911.0	3745200130.0	139726948694.0	96521752735.0
USA	AUT	30301.0	710858014.0	417773656.0	16943848564.0	4380927487.0
USA	AZE	1704.0	222890839.0	61883506.0	866631283.0	1360503575.0
USA	BEL	108763.0	5688323067.0	2005794094.0	52700932501.0	44220504543.0
USA	BGD	3826.0	441111052.0	175481291.0	1366111367.0	1114972906.0
USA	BGR	26674.0	161014110.0	22766634.0	2079259428.0	1802216289.0
USA	BHR	5732.0	135312148.0	3263954.0	1688860396.0	632395714.0
USA	BHS	2520.0	3098484281.7000003	516179042.0	3875238045.0	2116367043.0
USA	BIH	1602.0	7465901.0	1407973.0	139638343.0	43959980.0
USA	BLR	988.0	28496975.0	3947356.0	112314691.0	44630232.0
USA	BMU	740.0	87490824579.90001	484835877.0	15968236047.0	19921406565.0
USA	BOL	2236.0	27688003.0	8843777.0	471577895.0	254008587.0
USA	BRA	529154.0	3886930736.0	3824538858.0	137466661371.0	53429853050.0
USA	BRB	770.0	9947293835.4	40494503.0	408330435.0	27814213985.0
USA	BRN	572.0	24711935.0	3813949.0	154656502.0	151021050.0
USA	BWA	1462.0	19266271.0	4913594.0	322144549.0	54317479.0
USA	CAN	999934.0	38949984370.0	7648854966.0	363411265010.0	165540910405.0
USA	CHE	80647.0	50865207427.8	4341477048.0	208479564231.0	60204600692.0
USA	CHL	141446.0	4487373918.0	970934712.0	31214405188.0	20135059603.0
USA	CHN	1299454.0	32956698818.0	7777864484.0	259181987128.0	97315153877.0
USA	CIV	1649.0	52810684.0	4572977.0	114206912.0	242822369.0
USA	CMR	302.0	8618937.0	7634120.0	90695540.0	28618136.0
USA	COL	103554.0	2010265057.0	923581285.0	17786971374.0	8879889697.0
USA	CRI	100244.0	3450667145.0	167092634.0	6295873662.0	4050399202.0
USA	CUW	183.0	180758967.3	1970350.0	167972924.0	-5341117.0
USA	CYM	5498.0	45166335979.5	212637387.0	16445781809.0	12098699501.0
USA	CYP	1527.0	485756162.1	26831038.0	196915659.0	345412234.0
USA	CZE	95789.0	1343326289.0	265026262.0	12410722035.0	6009585508.0
USA	DEU	608505.0	14701790114.0	4894791471.0	236383497411.0	74786137535.0
USA	DNK	33808.0	1920892441.0	682735471.0	13208420806.0	8185739571.0
USA	DOM	38824.0	835929434.0	69493198.0	2673610615.0	1582056079.0
USA	DZA	3336.0	763621139.0	954402235.0	1669789190.0	889779811.0
USA	ECU	12780.0	332920157.0	110616901.0	3709888285.0	1437557118.0
USA	EGY	48034.0	2006748085.0	784277448.0	9657976087.0	4958050103.0
USA	ESP	191138.0	5390608921.0	1295347537.0	66231259749.0	22394808602.0
USA	EST	4386.0	30837034.0	3565135.0	343085997.0	220655734.0
USA	ETH	3344.0	30232154.0	6948630.0	282086319.0	183107616.0
USA	FIN	22203.0	741358507.0	196629582.0	8745065213.0	5693302678.0
USA	FJI	908.0	27819550.0	1678264.0	58919443.0	191456220.0
USA	FJT	16303285.0	1059995818473.1499	120888533833.0	5047435856122.0	2643221966087.0
USA	FRA	377996.0	4166625391.0	2650283103.0	142694075008.0	51488046603.0
USA	GAB	136.0	-7045142.0	12412005.0	69996557.0	29217885.0
USA	GBR	1289962.0	77985398965.0	10898461271.0	556599758576.0	424643265408.0
USA	GEO	531.0	47871504.0	1870584.0	196197354.0	43729395.0
USA	GGY	4582.0	1161456041.7	5884817.0	269461815.0	457491255.0
USA	GHA	7932.0	1370794435.0	153889759.0	1779525665.0	3542722745.0
USA	GIB	94.0	12251509725.6	20840938.0	355987262.0	10654553.0
USA	GRC	14735.0	392480302.0	149346609.0	4671409819.0	1411714860.0
USA	GTM	25653.0	330322116.0	76734794.0	4327215529.0	1120922594.0
USA	GUM	1932.0	61468379.0	16055387.0	553032651.0	95691027.0
USA	HKG	93221.0	15567434241.300001	1937736213.0	128448201609.0	21777771113.0
USA	HND	69134.0	627517324.0	39913185.0	2974405118.0	1098426508.0
USA	HRV	4598.0	160192177.0	27020579.0	849312353.0	497238949.0
USA	HUN	71457.0	1113887920.5	353071307.0	10667259233.0	5022041614.0
USA	IDN	115901.0	6116687693.0	2013402711.0	19622838707.0	25964452308.0
USA	IMN	671.0	17921990871.9	1417114.0	2103000237.0	164872668.0
USA	IND	1594774.0	10906932174.0	5972329725.0	69146401357.0	32978926055.0
USA	IRL	151313.0	44227993688.1	7944380344.0	308559353545.0	102816003429.0
USA	IRQ	1443.0	265724901.0	-6529175.0	1472932670.0	995806222.0
USA	ISL	2822.0	-136093744.0	6873974.0	293869444.0	2190538809.0
USA	ISR	63726.0	3796747582.0	846726235.0	9210539612.0	15500307440.0
USA	ITA	200182.0	5440545316.0	1912711971.0	81811797660.0	26166170370.0
USA	JAM	14709.0	40442445.0	11611569.0	425752504.0	156341685.0
USA	JEY	534.0	17942145906.600002	79795364.0	5529605011.0	501621160.0
USA	JOR	2076.0	212373482.0	12892561.0	476335002.0	948212818.0
USA	JPN	407672.0	29439398930.0	6950670281.0	230409394838.0	48245934067.0
USA	KAZ	5433.0	527880958.0	221885608.0	2197396265.0	2011578258.0
USA	KEN	4657.0	87754264.0	43165081.0	863884980.0	438423185.0
USA	KHM	3404.0	52964987.0	5933335.0	430365870.0	349126125.0
USA	KNA	815.0	81937876.0	10675108.0	125003401.0	69513629.0
USA	KOR	127355.0	3815579148.0	432353907.0	64900086913.0	22539327976.0
USA	KWT	4374.0	196433251.0	22983068.0	972489794.0	348231544.0
USA	LBN	978.0	70177463.0	10598920.0	195292800.0	26318487.0
USA	LBY	109.0	1841236260.0	1559072057.0	2147576983.0	1030319720.0
USA	LCA	364.0	49816696.0	1629529.0	123213342.0	171923300.0
USA	LKA	6654.0	72878032.0	6744846.0	294059838.0	119237970.0
USA	LTU	9358.0	234803043.0	38799180.0	603036583.0	518690286.0
USA	LUX	13159.0	25188302007.9	1397925756.0	36465442910.0	208360468947.0
USA	LVA	2758.0	14727455.0	3240216.0	233306932.0	95301175.0
USA	MAC	54460.0	3121407461.7000003	9257371.0	18447464848.0	17561326947.0
USA	MAR	29688.0	115849816.0	51239934.0	1971163934.0	785037945.0
USA	MCO	255.0	25445099.0	4142110.0	248804421.0	100870511.0
USA	MDV	2561.0	14019222.0	904670.0	43598135.0	32934586.0
USA	MEX	1318642.0	16927681465.0	6311251175.0	146037511715.0	78605509766.0
USA	MKD	5806.0	19860238.0	1642063.0	58669613.0	181563731.0
USA	MLT	2604.0	1560677109.3	43711323.0	2696465141.0	532667495.0
USA	MMR	2162.0	6917650.0	14706418.0	332920374.0	461734491.0
USA	MOZ	5425.0	15694429.0	5480375.0	244515905.0	342884378.0
USA	MUS	3189.0	1029046737.6	69939685.0	-194596451.0	159138089.0
USA	MWI	4475.0	16669834.0	3144596.0	47917700.0	129975370.0
USA	MYS	159695.0	4857752870.0	963964380.0	23537032169.0	16905297100.0
USA	NAM	1112.0	26455192.0	8981975.0	192796518.0	64765568.0
USA	NGA	10094.0	2566099547.0	1368029114.0	3178472312.0	17671263566.0
USA	NIC	11818.0	62539426.0	17579074.0	1351597525.0	538526977.0
USA	NLD	166604.0	59649849342.0	4608940474.0	150048268646.0	69931257866.0
USA	NOR	31738.0	2446481890.0	398567576.0	16983973665.0	11110983074.0
USA	NZL	32179.0	857614334.0	292793409.0	10659873250.0	3582831328.0
USA	OAF	4014.0	417586096.4	292833057.0	1789577114.0	4137099988.0
USA	OAM	3466.0	-170260675.0	4932140.0	544423470.0	598350269.0
USA	OAS	3962.0	37721365.0	16810959.0	739138188.0	426594805.0
USA	OMN	6585.0	480031909.0	290904831.0	1415609890.0	2719373195.0
USA	OTE	427.0	31510438.849999998	7875464.0	251994324.0	48939464.0
USA	PAK	13945.0	320636563.0	164650452.0	2372756634.0	813694802.0
USA	PAN	13757.0	905288069.0	103031580.0	6922711574.0	4406882321.0
USA	PER	49730.0	1767989164.0	786743411.0	11346128062.0	14404441805.0
USA	PHL	496326.0	2833683026.0	666121670.0	12966846765.0	8293968715.0
USA	PNG	631.0	9942218.0	3196265.0	166862474.0	41821815.0
USA	POL	255398.0	2901123839.0	653470932.0	28978271109.0	17456490047.0
USA	PRI	73835.0	33988091552.100002	587683454.0	17947300190.0	24454214271.0
USA	PRT	51620.0	490004746.0	188459729.0	9040280962.0	2936501346.0
USA	PRY	2154.0	76699555.0	13862754.0	687004384.0	737822064.0
USA	QAT	6547.0	1761626002.0	647077873.0	3666646614.0	1026798851.0
USA	ROU	85070.0	629151716.0	116188701.0	7313881619.0	3933432369.0
USA	RUS	173355.0	3393856375.0	1066259473.0	43684391763.0	12248444807.0
USA	SAU	32546.0	328620170.0	186793918.0	10878077709.0	6185444571.0
USA	SEN	891.0	-122589.0	8420792.0	218073527.0	63801805.0
USA	SGP	165136.0	74864663667.90001	3336412497.0	265102249145.0	54905658646.0
USA	SLV	47567.0	326717073.0	61757616.0	2946878728.0	1268734154.0
USA	SRB	15394.0	116255884.0	28219128.0	1102566322.0	684721100.0
USA	STA	1086823.0	198465612211.0	2356464707.0	650145629050.0	415434027143.0
USA	SVK	58929.0	622149491.0	175843048.0	6888032102.0	2962740620.0
USA	SVN	4318.0	66846301.0	12668636.0	1073422575.0	419224427.0
USA	SWE	59130.0	483677477.0	827946859.0	23230060365.0	7543053190.0
USA	SWZ	551.0	291860251.0	8520285.0	349146765.0	66246621.0
USA	THA	153762.0	5898659542.0	1304103701.0	32557371494.0	17482532987.0
USA	TTO	4938.0	511537052.0	201182109.0	1433132534.0	706721034.0
USA	TUN	12480.0	65930981.0	15100518.0	225426321.0	91988790.0
USA	TUR	61593.0	1214262115.0	422534801.0	24125485711.0	5024939479.0
USA	TWN	1565716.0	3769270085.0	761118535.0	34476028891.0	20519394631.0
USA	TZA	2924.0	-22458199.0	9059391.0	178015654.0	221617895.0
USA	UGA	1629.0	36350866.0	12269926.0	279281044.0	231322704.0
USA	UKR	39459.0	562591318.0	125226640.0	3859464131.0	1353528296.0
USA	URY	7393.0	394886018.0	54619772.0	3692132819.0	485747441.0
USA	USA	23741977.0	967503207487.05	140614147200.0	11323655145419.0	5981684596696.0
USA	VEN	10501.0	-461002798.0	-6411933.0	815024534.0	965520104.0
USA	VGB	478.0	3137290863.3	20887166.0	560456499.0	521905490.0
USA	VIR	2406.0	-87158567.0	2221999.0	1672917326.0	446429563.0
USA	VNM	63652.0	715986556.0	117304567.0	7105607289.0	3572067022.0
USA	ZAF	122113.0	1380253019.0	585528231.0	28522594315.0	7560222953.0
USA	ZMB	1663.0	23156294.0	15187228.0	317136726.0	194603224.0
USA	ZWE	2692.0	14136584.0	5438239.0	93162147.0	194229002.0
ZAF	ARE	5054.0	8966298609.9	-1372112.0	515768147.0	162564636.0
ZAF	AUS	33407.0	-51185732.0	240602205.0	12461672189.0	7307851198.0
ZAF	AUT	3994.0	142112443.0	60207024.0	5250675927.0	1153209147.0
ZAF	BEL	1707.0	21357584.0	7903403.0	1426782442.0	337197680.0
ZAF	BRA	9878.0	88203924.0	41191248.0	1340081214.0	715051664.0
ZAF	BWA	11897.0	284086268.0	51709757.0	1848413691.0	658945074.0
ZAF	CAN	907.0	-301225157.0	492393.0	163715266.0	934395708.0
ZAF	CHE	1334.0	-13101785.0	2189278.0	1544479002.0	412345848.0
ZAF	CHL	4028.0	4231004.0	12958764.0	615385061.0	728968105.0
ZAF	CHN	3283.0	25748987.0	8889600.0	602517772.0	183194185.0
ZAF	DEU	14239.0	564302031.0	149601500.0	4163339356.0	2216970906.0
ZAF	ESP	2605.0	17090823.0	4176470.0	658113757.0	195148202.0
ZAF	FJT	401125.0	52364935269.299995	1887959366.0	99074882025.0	68758704840.0
ZAF	FRA	1187.0	77292962.0	13527179.0	410142787.0	320195603.0
ZAF	GBR	39724.0	21919047754.0	95122062.0	13481332920.0	2238087782.0
ZAF	GGY	122.0	-51282451.0	2816639.0	34406742.0	731271599.0
ZAF	GHA	10801.0	233326254.0	145822846.0	1881649361.0	2613681097.0
ZAF	HKG	871.0	9177164957.7	4563613.0	500168907.0	108370238.0
ZAF	IMN	599.0	415544868.0	19769730.0	16928696.0	3613794650.0
ZAF	ITA	4442.0	79323719.0	28919397.0	2478324243.0	645985019.0
ZAF	KEN	6802.0	183080236.0	66493029.0	1169790205.0	454055737.0
ZAF	LSO	4647.0	77569551.0	16691163.0	421186022.0	394413777.0
ZAF	MOZ	23308.0	256518514.0	128803560.0	1195893309.0	2031511102.0
ZAF	MUS	2695.0	84002628.60000001	-11497572.0	1453850342.0	945298352.0
ZAF	MWI	3312.0	63980196.0	8420204.0	443199194.0	159228689.0
ZAF	NAM	22870.0	393470436.0	61766178.0	3151740251.0	1237987860.0
ZAF	NGA	12328.0	-148900847.0	32123519.0	1431493447.0	388012906.0
ZAF	NLD	4825.0	1022127527.7	37746114.0	2318022654.0	1582491632.0
ZAF	OAF	20828.0	-646238711.0	225527287.0	1318459219.0	1640394699.0
ZAF	OAM	9878.0	8437371534.95	72573681.0	10484743950.0	1306384577.0
ZAF	OAS	16061.0	88252345.7	16053831.0	2731683054.0	1417732811.0
ZAF	OTE	40125.0	758080079.4499999	125734559.0	6812973675.0	8699815462.0
ZAF	POL	7859.0	553133139.0	3644867.0	1419282732.0	1257790035.0
ZAF	SGP	1566.0	41265519.300000004	1457535.0	796616862.0	222805463.0
ZAF	SWZ	7334.0	89407082.0	23329154.0	521261779.0	165537544.0
ZAF	TZA	8506.0	116865738.0	54816627.0	1067840841.0	484045837.0
ZAF	UGA	4101.0	102718153.0	21335196.0	396905850.0	116640172.0
ZAF	USA	18994.0	-1277202896.0	-19527757.0	8989841188.0	18157455596.0
ZAF	ZAF	1005499.0	19434101905.4	32713223899.0	136523593230.0	131127201099.0
ZAF	ZMB	12584.0	89374917.0	54141619.0	1409089775.0	498656459.0
ZAF	ZWE	22423.0	559555834.0	79235577.0	2147110196.0	2321217790.0
