wb_income_group,revenue_gain_from_ut,overstated_revenue_musd,revenue_gain_loss_consolidated_musd
low_income,23.686336076698666,10.192717253654697,13.49361882304397
lower_middle_income,110.16626002868708,3.921377145590248,106.24488288309682
upper_middle_income,96.09800310065647,8.250863050451636,87.84714005020484
high_income,166.7770598118624,16.129904216361318,150.64715559550106
investment_hub,-50.61378239192566,15.65518504112949,-66.26896743305515
