wb_income_group,revenue_gain_from_ut,overstated_revenue_musd,revenue_gain_loss_consolidated_musd
low_income,22.95158285122522,6.1418939183495995,16.80968893287562
lower_middle_income,377.86402168958193,10.125821091517732,367.73820059806417
upper_middle_income,357.40751288394677,39.2698539655583,318.13765891838847
high_income,740.1377687785159,73.41058997453474,666.727178803981
investment_hub,-145.69999329096404,86.27542194006429,-231.97541523102834
