region_tjn,revenue_gain_from_ut,overstated_revenue_musd,revenue_gain_loss_consolidated_musd
Africa,26.659412768429554,3.0239783128619724,23.635434455567577
Asia,58.195086111624,3.486350401149363,54.708735710474635
Latin America,46.6638903027083,6.7691530055074915,39.894737297200805
Caribbean/American isl.,-0.7780692252031319,0.46146134722955834,-1.2395305724326904
Northern America,40.327821863250996,2.5384366887891954,37.7893851744618
Europe,96.95569370165244,17.811769531998422,79.14392416965401
Oceania,7.045606933754769,0.7639156269474813,6.2816913068072875
