region_tjn,revenue_gain_from_ut,overstated_revenue_musd,revenue_gain_loss_consolidated_musd
Africa,26.659412768429554,2.9156761050482345,23.743736663381313
Asia,58.195086111624,3.359881419391382,54.83520469223262
Latin America,46.6638903027083,6.597864344390362,40.066025958317944
Caribbean/American isl.,-0.7780692252031319,0.46146134722955834,-1.2395305724326904
Northern America,40.327821863250996,2.5384366887891954,37.7893851744618
Europe,96.95569370165244,17.811769531998422,79.14392416965401
Oceania,7.045606933754769,0.7610175474785799,6.284589386276188
