wb_income_group,revenue_gain_from_ut,overstated_revenue_musd,revenue_gain_loss_consolidated_musd
low_income,23.41959326287055,6.362358896572578,17.057234366297973
lower_middle_income,378.11694053726006,11.255236512977104,366.861704024283
upper_middle_income,381.75029648874596,42.911596897641004,338.838699591105
high_income,719.7457086628852,73.41058997453474,646.3351186883506
investment_hub,-146.7685610041066,86.30351746505842,-233.072078469165
