wb_income_group,revenue_gain_from_ut,overstated_revenue_musd,revenue_gain_loss_consolidated_musd
low_income,3.959367916653568,1.3913466981671516,2.568021218486417
lower_middle_income,63.00416654996902,1.6486781072944305,61.35548844267459
upper_middle_income,105.89704774758872,7.339877192052625,98.5571705555361
high_income,144.91241449585493,11.137185449589376,133.77522904626554
investment_hub,-42.70355425384932,13.337977467379902,-56.04153172122922
