level,share,tax_loss_bn_total,2016,2017,2018,2019,2020,2021,2022
Federal (Bund),0.3031391893881693,10.968614906606872,0.562382249507859,1.332469965982985,2.690313867954228,2.060156772376749,1.1887991885135987,2.5882968671157482,0.5461959951557044
State (Länder),0.2863812511039279,10.362255260269105,0.5368289278999028,1.2726771911426604,2.5691011075013432,1.9578852804827094,1.1071778765879112,2.409527950733806,0.5090569259207749
Municipal (Kommunen),0.4104795595079027,14.852557415499643,0.7190389437721806,1.6978747576757953,3.431831035056184,2.70050758224651,1.7317812847929461,3.778631494005956,0.7928923179500695
