level,share,tax_loss_bn_total,2016,2017,2018,2019,2020,2021,2022
Federal (Bund),0.3025482377898831,12.654181601179504,0.4832040098454006,1.554498608017538,3.0587050360424892,1.9635738044687885,1.640085560258852,3.067198798771933,0.8869157837745013
State (Länder),0.2855308573405405,11.942423951703804,0.46124836050433615,1.4847426002787656,2.9208943198855004,1.8660969400283218,1.527479548754015,2.855353004515933,0.8266091777369323
Municipal (Kommunen),0.41192090486957633,17.228730114639944,0.617804884791023,1.9807905729777942,3.9017599376816836,2.573904092333258,2.389191973008269,4.477776149507879,1.287502504340035
