year,total_positive_misalignment,total_negative_misalignment,total_profits,misaligned_of_total_profits,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,840255.1259353145,840255.1259353143,3137416.5971369087,0.2678175179866456,122756.00158130584,36064.94113466886,0.3459993906501167,0.04590049383159743
2017,1575229.8284554603,1575229.8284554605,7219385.107341846,0.21819445908952967,234452.80561156437,96228.54215925964,1.10120008384681,77.61255734677286
2018,2062082.4859374142,2062082.4859374138,8255315.981718295,0.2497884382019989,300930.93324660725,101371.35920809617,0.554370658397104,0.060905907337377996
2019,2265171.287186489,2265171.287186489,8321342.9043731745,0.2722122274273852,425637.60756404966,115999.16319081979,3.33512632968112,0.5469189651429531
2020,2354731.3259399645,2354731.325939965,5847464.054484567,0.4026927406478133,338438.23953245033,92774.78094184592,2.834205533827778,0.39899788267845687
2021,2662066.3284346657,2662066.328434666,11773755.373841,0.22610171894256104,340990.38872968726,128776.75856938699,3.7547135902681457,0.2272945872555918
