year,total_positive_misalignment,total_negative_misalignment,total_profits,misaligned_of_total_profits,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,842502.3379273207,842502.3379273207,3137416.5971369087,0.2685337798927173,119666.7355752665,35479.81452657663,0.336554923184568,0.044796449844090445
2017,1475597.7636468178,1475597.7636468173,7219385.107341846,0.20439382879660897,232188.39341464767,87630.59754288106,1.2839050280238187,114.40063848488272
2018,1986600.4331459738,1986600.4331459738,8255315.981718295,0.2406449901548741,297356.3422115805,97225.90489042431,0.5505502389085982,0.06722114706398397
2019,2257003.6293725814,2257003.629372581,8321342.9043731745,0.2712306962120792,435995.22643102007,112612.23451767895,2.920117464317608,0.5179540907540562
2020,2315172.421219807,2315172.421219807,5847464.054484567,0.3959276020592625,347733.6660553531,89788.90372102968,3.013411129036405,0.4389712929559985
2021,2612633.721103678,2612633.721103678,11773755.373841,0.2219031768664434,330500.6730714936,127499.52971079736,3.2955609010078373,0.21943269035524798
