iso_partner,partner_jurisdiction,tax_gained_bn,tax_lost_bn,net_tax_revenue_bn
BEL,Belgium,0.3566734167183496,70.82262307430686,-70.46594965758851
DEU,Germany,0.35625276876612727,64.4631945961191,-64.10694182735297
FRA,France,0.0,60.40904160930738,-60.40904160930738
LUX,Luxembourg,1.790368375533259,40.06565093533415,-38.275282559800885
ITA,Italy,0.0,20.67959521038989,-20.67959521038989
ESP,Spain,1.5775614724608922,18.11459279906191,-16.537031326601017
POL,Poland,0.0,11.526463355887373,-11.526463355887373
NLD,Netherlands,11.538926926216577,17.76284078502964,-6.223913858813061
ROU,Romania,0.10460816347743772,5.251433780126089,-5.146825616648651
EST,Estonia,0.03945991300165075,5.049615434201251,-5.0101555211996
SWE,Sweden,4.471951652445101,9.449818405160176,-4.977866752715075
LVA,Latvia,0.13817296442961757,3.828977147256744,-3.6908041828271267
AUT,Austria,1.1786647682890974,4.597267485031632,-3.4186027167425346
PRT,Portugal,0.6851074058403365,3.994128972228234,-3.3090215663878975
CZE,Czechia,0.0,2.9440474186535286,-2.9440474186535286
CYP,Cyprus,0.16259708540606427,2.944428284473186,-2.781831199067122
FIN,Finland,1.3126527547061224,3.434070181538701,-2.1214174268325787
HRV,Croatia,0.13392836503310837,2.150292994066116,-2.0163646290330077
GRC,Greece,0.1727301541148059,2.1540739262172712,-1.9813437721024654
HUN,Hungary,0.2129240419934484,1.8076202759423388,-1.5946962339488904
SVK,Slovak Republic,0.3564314115124781,1.8189511872814348,-1.4625197757689568
MLT,Malta,0.5299551494982275,1.490867824665347,-0.9609126751671195
SVN,Slovenia,0.004015120064427543,0.5192461091872463,-0.5152309891228188
LTU,Lithuania,0.08356773214091852,0.578269491618146,-0.4947017594772275
BGR,Bulgaria,0.15278060497612767,0.5476573465492958,-0.3948767415731681
DNK,Denmark,4.405527586397209,3.3148521841063854,1.0906754022908238
IRL,Ireland,9.477055078323259,7.075102774355028,2.4019523039682307
