level,share,tax_loss_bn_total,2016,2017,2018,2019,2020,2021,2022
Federal (Bund),0.30187940078816333,19.4601105575672,0.9448491617599658,2.686909038703656,3.440816236349744,2.815173922361429,3.1296480739222945,4.369809475468783,2.072904649001328
State (Länder),0.28456838458196826,18.344187151210676,0.9019174466807848,2.5663376552810497,3.285789405024592,2.675421433210353,2.9147707555935094,4.0679947514121855,1.9319557040082007
Municipal (Kommunen),0.4135522146298684,26.658896887341218,1.2080454955511928,3.4237432358337516,4.389190453383622,3.690203883808804,4.559109742650134,6.379445849738217,3.009158226375495
