iso_partner,partner_jurisdiction,net_bn,reported_bn,etr,etr_pct,role
NLD,Netherlands,382.7855860715359,765.8010853018924,0.07781289544638086,7.781289544638086,winner_haven
IRL,Ireland,290.60341199496486,496.29622226458025,0.11072926892105953,11.072926892105952,winner_haven
DNK,Denmark,91.42110869945759,282.434250052334,0.111615583555342,11.1615583555342,winner_haven
SWE,Sweden,84.42458596618309,412.1919167124839,0.10160741239526835,10.160741239526835,winner_haven
MLT,Malta,20.368423138461132,46.19905507169198,0.031626360527869574,3.1626360527869575,winner_haven
AUT,Austria,13.95591392575248,190.11620442511347,0.10367293820249553,10.367293820249552,winner_haven
FIN,Finland,11.560105844122168,115.59414381168827,0.12121107254972618,12.121107254972618,winner_haven
SVK,Slovak Republic,3.202985385387729,60.590912823534,0.1063003845659948,10.63003845659948,winner_haven
LUX,Luxembourg,2.621741449191786,-17.314138995663093,0.029678447842830972,2.967844784283097,winner_haven
PRT,Portugal,1.258669692397489,79.07692095054423,0.10026252284178562,10.026252284178563,winner_haven
CYP,Cyprus,-0.505608181599416,28.098997922705735,0.027944864062540813,2.794486406254081,loser_victim
LTU,Lithuania,-1.2849691119860323,11.886326118021836,0.08993030731855108,8.993030731855107,loser_victim
BGR,Bulgaria,-1.4912516625161185,22.68882148213803,0.08557454118348207,8.557454118348208,loser_victim
SVN,Slovenia,-2.5684317466458233,14.528441889402053,0.24856614818454428,24.856614818454428,loser_victim
GRC,Greece,-5.399338658049549,19.958197942467088,0.1549830506178514,15.498305061785139,loser_victim
HRV,Croatia,-5.824930918960698,78.56610167446452,0.15187483919900657,15.187483919900657,loser_victim
LVA,Latvia,-9.35859572328853,57.22795295105704,0.05290399066988495,5.2903990669884955,loser_victim
HUN,Hungary,-12.366084769602452,49.8201814553673,0.1436894235857327,14.36894235857327,loser_victim
CZE,Czechia,-16.120853926093766,99.5935078032983,0.16121997587245832,16.121997587245833,loser_victim
EST,Estonia,-25.091753495503184,8.58154667662526,0.07875545615669886,7.875545615669886,loser_victim
ROU,Romania,-30.866563866939245,69.19270150183236,0.14280536869128732,14.280536869128731,loser_victim
ESP,Spain,-49.48490723758347,381.52407200520173,0.13396742262672895,13.396742262672895,loser_victim
POL,Poland,-62.354968145434306,158.77535099715217,0.18281761681702371,18.28176168170237,loser_victim
ITA,Italy,-75.27336849687583,466.9277734724051,0.17240738270392145,17.240738270392146,loser_victim
FRA,France,-193.01563540776243,819.3623496845106,0.1784400198020652,17.84400198020652,loser_victim
DEU,Germany,-213.76793370169673,1273.6267222605586,0.15528647277209534,15.528647277209535,loser_victim
BEL,Belgium,-228.95040514142505,235.5796488872255,0.17383767193561023,17.383767193561024,loser_victim
