year,total_positive_misalignment,total_negative_misalignment,misaligned_of_total_profits,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,1073437.0265344135,1073437.0265344135,0.20280741278078437,162298.71542500914,48467.404648729964,0.45927660388255803,0.056750675821202724
2017,1498317.6979291926,1498317.6979291928,0.1770790005901421,237182.96368854126,88946.14783392666,1.3060358768069165,126.4733423978609
2018,2046210.570302694,2046210.5703026943,0.23881582567039383,309621.9814925006,100992.36349875425,0.5711323781458677,0.06927407856737301
2019,2259392.6743943407,2259392.6743943407,0.26553095230881907,436461.4199742185,112747.38710954756,2.9208583588338906,0.5180587351065832
2020,2315347.559350864,2315347.559350864,0.3938577493501761,347767.5035658312,89800.70520103443,3.0134634824138304,0.43897920837326443
2021,2633889.813004365,2633889.813004365,0.21596003938792419,334728.81204634206,128573.42960941553,3.303219703278289,0.22029932810707317
