iso_partner,partner_jurisdiction,negative_misalignment,tax_revenue_loss,tax_revenue_loss_suffered_pct_of_total,tax_revenue_loss_pct_of_gvt_health_expenditure,tax_revenue_loss_pct_of_total_tax_revenues,positive_misalignment,tax_revenue_gain,tax_revenue_loss_caused_usd,tax_revenue_loss_caused_pct_of_total,etr_average_corrected,cit,region_tjn,ukt,oecd,oecd_oct
ABW,Aruba,1235.6428036043571,308.9107009010893,0.0017967460314696892,,,1837.8713127524004,274.1987654148799,292.5271728640533,0.0017014529940444743,0.1491936696069537,0.25,Caribbean/American isl.,0.0,0.0,1.0
AFG,Afghanistan,126.13379918747148,25.2267598374943,0.00014672874876992323,0.2332771325685001,0.014653473321578446,9.467493188902871,0.9276735880192519,1.50690584125383,8.764756553183443e-06,0.0979851339218924,0.2,Asia,0.0,0.0,0.0
AGO,Angola,1426.5928391950613,427.9778517585184,0.002489287371596292,0.3534100137517687,0.08334474575763737,0.0,0.0,0.0,0.0,0.5328621413630972,0.3,Africa,0.0,0.0,0.0
AIA,,13831.900431443502,,,,,8011.400268799146,,1275.1449217651812,0.007416743968555211,,,,,,
ALB,Albania,170.34810623089462,25.55221593463419,0.0001486217293278902,0.07476186467454833,0.012246963762112931,0.0,0.0,0.0,0.0,0.1940421172427733,0.15,Europe,0.0,0.0,0.0
AND,Andorra,89.45992704496194,0.0,0.0,0.0,,190.31191472319549,13.881456959694985,30.291242912403668,0.00017618577256270671,0.0729405564537841,0.0,Europe,0.0,0.0,0.0
ARE,United Arab Emirates,3778.479032091062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5200159113055238,0.0,Asia,0.0,0.0,0.0
ARG,Argentina,4140.679407810578,1449.237792733702,0.008429336520731027,0.040332476554515814,0.02148729461328651,0.0,0.0,0.0,0.0,0.2415941456044081,0.35,Latin America,0.0,0.0,0.0
ARM,Armenia,139.86352763302042,27.972705526604088,0.0001627002479933155,0.16199490083482568,0.012465882891493207,17.925562513397796,0.40135448028737775,2.853145422999781,1.659501500280558e-05,0.0223900633515629,0.2,Asia,0.0,0.0,0.0
ASM,American Samoa,169.62552477799736,74.63523090231884,0.000434107832912215,,,21123.790099364127,1742.5207470474961,3362.1954676938503,0.019555850108082154,0.0824909137446859,0.44,Oceania,0.0,0.0,1.0
ATG,,1253.0529668030215,,,,,72.6761018621014,,11.567586079061137,6.728162643964863e-05,,,,,,
AUS,Australia,26278.377496564968,7883.51324896949,0.045853611101222616,0.08401973110972118,0.02932535689236639,0.0,0.0,0.0,0.0,0.2445588702616233,0.3,Oceania,0.0,1.0,0.0
AUT,Austria,2816.5833976103927,704.1458494025982,0.004095588973769702,0.023747284045049433,0.006998170147896653,5487.367527660033,557.9347977710414,873.4039745842932,0.00508006074450187,0.1016762217873459,0.25,Europe,0.0,1.0,0.0
AZE,Azerbaijan,598.0131240411072,119.60262480822144,0.0006956558670537538,0.2710088420919956,0.02169962476097607,0.0,0.0,0.0,0.0,0.2729674018500468,0.2,Asia,0.0,0.0,0.0
BDI,,1383.1711100064601,,,,,3.6761862781282835,,0.5851249602737391,3.403316710036292e-06,,,,,,
BEL,Belgium,18767.82438581509,6379.183508738548,0.03710383816393865,0.16170394621353745,0.05866249119506789,0.0,0.0,0.0,0.0,0.1966612619757195,0.3399,Europe,0.0,1.0,0.0
BEN,Benin,110.4040165530022,33.12120496590066,0.00019264594397793594,0.5952621206167282,,0.0,0.0,0.0,0.0,0.1858306723034045,0.3,Africa,0.0,0.0,0.0
BFA,Burkina Faso,161.8408847118126,44.50624329574847,0.000258865800970958,0.14529769155565517,0.024527712906955997,109.50099642680001,7.254060964615658,17.428868217414735,0.00010137314670971859,0.0662465292675661,0.275,Africa,0.0,0.0,0.0
BGD,Bangladesh,601.0935405139807,150.27338512849516,0.0008740490620025258,0.11944714237789814,0.007743558496978341,0.0,0.0,0.0,0.0,0.3950419827859701,0.25,Asia,0.0,0.0,0.0
BGR,Bulgaria,927.3712654456258,92.73712654456259,0.0005393955716095351,0.04181227615760967,0.00845172510764664,374.798318636739,32.10358292473117,59.65526083586924,0.0003469784402109693,0.0856556215126635,0.1,Europe,0.0,0.0,0.0
BHR,Bahrain,82.21334500457108,0.0,0.0,0.0,0.0,91569.54686239737,834.6308214710551,14574.785774300975,0.08477268162970206,0.0091147204509515,0.0,Asia,0.0,0.0,0.0
BHS,Bahamas,65.12886566796458,0.0,0.0,0.0,0.0,18782.52300083318,93.73686204193008,2989.544651229884,0.01738836651605224,0.0049906427394111,0.0,Caribbean/American isl.,0.0,0.0,0.0
BIH,Bosnia and Herzegovina,187.39683404905063,18.739683404905062,0.00010899736296135163,0.016896204266551102,0.005553506965138876,949.7692107052928,110.15688897145645,151.17124912563045,0.0008792713918504287,0.1159827963781376,0.1,Europe,0.0,0.0,0.0
BLR,Belarus,235.28412833367585,42.35114310006165,0.0002463308913264401,0.02116453878581063,0.006436114201782481,0.0,0.0,0.0,0.0,0.2028977680446658,0.18,Europe,0.0,0.0,0.0
BLZ,Belize,129.0718256171387,32.267956404284675,0.00018768311503588637,0.42995402097739105,0.06979325070922443,0.0,0.0,0.0,0.0,0.4568830866931121,0.25,Caribbean/American isl.,0.0,0.0,0.0
BMU,Bermuda,415.3560750535463,0.0,0.0,,,80790.27212747234,1201.7450605671677,12859.088520715657,0.07479351217202143,0.0148748732851281,0.0,Caribbean/American isl.,1.0,0.0,1.0
BOL,Bolivia,363.9958344177885,90.99895860444713,0.0005292857038085156,0.06052865362460374,,0.0,0.0,0.0,0.0,0.1923548172013216,0.25,Latin America,0.0,0.0,0.0
BRA,Brazil,28580.977639119636,9717.532397300676,0.05652098719661594,0.13705618241710973,0.03947050509277641,0.0,0.0,0.0,0.0,0.2700561586518745,0.34,Latin America,0.0,0.0,0.0
BRB,Barbados,37.46181924914263,9.365454812285657,5.44731656035151e-05,0.06159853674097123,0.007052394556216832,1886.8000461502975,35.71991566540897,300.31497821984317,0.001746749930427893,0.0189314791136928,0.25,Caribbean/American isl.,0.0,0.0,0.0
BRN,Brunei Darussalam,110.88316557685548,20.51338563171826,0.00011931391213798888,0.07431055284219852,,0.8152379386847581,0.08284517764454306,0.12975840460659,7.547258733564536e-07,0.1016208565786316,0.185,Asia,0.0,0.0,0.0
BTN,,2218.5659621607824,,,,,20.91038276572495,,3.3282282124541824,1.9358283203233064e-05,,,,,,
BWA,Botswana,185.73830402232926,40.86242688491244,0.0002376719327867993,0.07060338597595976,0.01252533188409026,140.608404980303,19.949947587262603,22.38011927408174,0.00013017156858674192,0.1418830374333403,0.22,Africa,0.0,0.0,0.0
CAF,Central African Republic,245.7697455062457,73.73092365187371,0.00042884802657100696,6.73858100741289,0.5934568731375376,0.0,0.0,0.0,0.0,0.2834136768177981,0.3,Africa,0.0,0.0,0.0
CAN,Canada,13413.080152236553,3581.29240064716,0.02083020397035605,0.030419844606044428,0.018755444067716127,9945.537490731067,1149.3828494637178,1582.9943830071404,0.009207317413123837,0.1155676956157379,0.267,Northern America,0.0,1.0,0.0
CHE,Switzerland,14756.260693696771,3120.7397453776234,0.01815144874036703,0.1228907083322178,0.048238593286911935,93681.21181357514,8056.653746293771,14910.891666981264,0.08672760558366456,0.0860007422013973,0.21148581,Europe,0.0,1.0,0.0
CHL,Chile,3092.381225594079,742.1714941425789,0.004316761066809344,0.07006229961923077,0.017038708878246253,0.0,0.0,0.0,0.0,0.1512386215624357,0.24,Latin America,0.0,1.0,0.0
CHN,China (People’s Republic of),25536.186232420347,6384.046558105087,0.03713212357012458,0.01965404566577563,0.006229518819159694,0.0,0.0,0.0,0.0,0.1808331085887769,0.25,Asia,0.0,0.0,0.0
CIV,Côte d’Ivoire,420.53988606056606,105.13497151514152,0.0006115063100355137,0.25460831775860066,0.018951061095039242,0.0,0.0,0.0,0.0,0.326106704496805,0.25,Africa,0.0,0.0,0.0
CMR,Cameroon,358.24715735204006,118.22156192617322,0.0006876230626047918,0.9554257880647463,0.03000503722051916,0.0,0.0,0.0,0.0,0.3254277182918841,0.33,Africa,0.0,0.0,0.0
COD,Democratic Republic of the Congo,445.6196423000256,124.77349984400718,0.0007257317083006666,0.6095545326885699,0.04225186927094243,51.50716568694988,7.690375731198482,8.198204877619576,4.768398128025638e-05,0.1493069096043651,0.28,Africa,0.0,0.0,0.0
COG,Congo,743.435916082724,223.0307748248172,0.0012972346325108711,1.82237062700603,0.15587267581191624,0.0,0.0,0.0,0.0,0.3085516101809869,0.3,Africa,0.0,0.0,0.0
COK,,10109.580356742426,,,,,4354.76870149088,,693.1324124191336,0.004031530496238302,,,,,,
COL,Colombia,5391.532787321285,2156.613114928514,0.012543709377371162,0.14401760798625762,0.0530272690337033,0.0,0.0,0.0,0.0,0.5815044661419826,0.4,Latin America,0.0,1.0,0.0
COM,,1988.2384531616879,,,,,29.22270962806901,,4.651270506053015,2.7053617108973704e-05,,,,,,
CPV,,2204.046010826349,,,,,2.5125152435957174,,0.39990774973585447,2.3260206273072377e-06,,,,,,
CRI,Costa Rica,379.73476246962576,113.92042874088773,0.0006626059817495749,0.03608146018342247,0.01432828880180582,310.5994920405101,39.3881494876689,49.43697127714078,0.000287544852577072,0.1268133094130485,0.3,Latin America,0.0,0.0,0.0
CUB,,1627.6765358523355,,,,,3.571818347363479,,0.5685131031146123,3.3066956207087356e-06,,,,,,
CYM,Cayman Islands,357.2236700830571,0.0,0.0,,,63317.98246329053,509.5011224645318,10078.08885906334,0.05861812526889091,0.0080467049429429,0.0,Caribbean/American isl.,1.0,0.0,1.0
CYP,Cyprus,231.12513263134346,28.890641578917933,0.00016803932480200767,0.04912949256233686,0.0058373235766072005,4074.4696570346036,120.00904084397712,648.518251208633,0.0037720370022658076,0.0294539046662872,0.125,Europe,0.0,0.0,0.0
