year,total_positive_misalignment,total_negative_misalignment,misaligned_of_total_profits,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,2239013.8848544564,2239013.884854456,0.32611893228236993,410394.2141818652,120171.01894693164,0.7416972683037585,0.09049054364516024
2017,1487113.5656487236,1487113.5656487234,0.18101576189863394,233514.63224494032,87848.86706662782,1.312392880635679,111.26723718595677
2018,1975432.5381310163,1975432.5381310163,0.23447493026942565,297749.1551978442,96590.17910728007,0.5513582134211706,0.06467009363000777
2019,2251743.4723686045,2251743.4723686045,0.2672086566266081,437932.81369824125,111230.63368348146,3.25385803227338,0.5837739203725678
2020,2306912.0229499824,2306912.0229499824,0.3916975937800012,347989.0401338758,88030.7177756135,3.3178550678424323,0.48435010621871866
2021,2586104.3689592304,2586104.3689592304,0.21280126863253074,336692.8032314537,125954.44486141053,3.605484911056172,0.22166504584596877
