year,total_positive_misalignment,total_negative_misalignment,misaligned_of_total_profits,total_tax_revenue_loss,total_tax_revenue_gain,average_tax_revenue_loss_pct_of_gvt_health_expenditure,average_tax_revenue_loss_pct_of_total_tax_revenues
2016,932051.6556881138,932051.6556881135,0.17609508540843383,250438.50849380816,45412.63231051252,0.3365030550591777,0.04303336311044814
2017,1437417.2811541199,1437417.2811541199,0.16988147168625362,389402.2407499838,80642.30893747635,0.9645188508269078,67.39806893314507
2018,1852197.7870560638,1852197.787056064,0.21617234816416575,484853.4366358217,95761.04898910665,0.4775603735958093,0.04679571599534081
2019,1963584.5908177544,1963584.5908177544,0.23076665346740893,505910.3471024728,107789.94575014853,1.7332785994533044,0.16403088634568244
2020,2260058.6831563814,2260058.6831563814,0.3844527024689361,563123.0761724927,100945.27777541487,1.8787508302118696,0.22216823962474422
2021,2598108.8904840886,2598108.8904840886,0.2130262608377877,649495.8104631745,125465.62191013574,4.358528572637252,0.2631393035109071
