iso3,iso2,cthi_2019_rank,cthi_2019_share,cthi_2019_score,cthi_2021_rank,cthi_2021_share,cthi_2021_score,fsi_2009_rank,fsi_2009_score,fsi_2009_gsw,fsi_2009_value,fsi_2011_rank,fsi_2011_score,fsi_2011_gsw,fsi_2011_value,fsi_2013_rank,fsi_2013_score,fsi_2013_gsw,fsi_2013_value,fsi_2015_rank,fsi_2015_score,fsi_2015_gsw,fsi_2015_value,fsi_2018_rank,fsi_2018_score,fsi_2018_gsw,fsi_2018_value,region,subregion,continent,country,region_tjn,g7,g24,g77,eu27,g20,gafilat,cfatf,ukt,mena,latam,gbr_ot,gbr_cd,gbr_oct,nld_oct,fra_oct,dnk_oct,eu28_oct,usa_oct,oecd_oct,opec,efta,fsi_2020_rank,fsi_2020_score,fsi_2020_gsw,fsi_2020_value,fsi_2022_rank,fsi_2022_score,fsi_2022_gsw,fsi_2022_value,legal_old,legal_new,gmt_offset_2020,continent_cepii,eu28,oecd,amount_swissleaks,share_swissleaks,n_realestateowners_dubai,n_properties_dubai,propertyvalue_usd_dubai,n_villas_dubai,n_buildings_dubai,profits_c16,taxrate_c16,excessincome_c16,tre_c16,treshareofcorp_c16,tre_cj18,ps_cj18,trl_cj18,grossprofit_cj19,efftaxrate_cj19,addgrossprofit_cj19,tre_cj19,ps_cj19,trl_cj19,ectr_garcia2019,ps_garcia2020_emp,ps_garcia2020_revt,ps_garcia2020_assets,ps_garcia2020_ccctb,ps_garcia2020_wages,trl_globalmodel_jansky19,trl_devmodel_jansky19,ps_jansky19,ps_socorpprof_jansky19,ps_sofcorpprof_jansky19,trl_jansky19,trl_sogdp_jansky19,trl_socorptax_jansky19,trl_sotottax_jansky19,profits_shifted_intohaven_bnusd,profits_shifted_out_bnusd,profits_shifted_out_pctgdp,profits_shifted_out_pct_profits,corporate_tax_loss_pct_taxcollected,fdi_interest_to_haven_mnusd,fdi_interest_to_euhaven_mnusd,fdi_interest_to_noneuhaven_mnusd,royalty_payments_to_haven_mnusd,royalty_payments_to_euhaven_mnusd,royalty_payments_to_noneuhaven_mnusd,cthi_2019_value,cthi_2021_value,cthi_2021_gsw,cthi_2019_gsw,sotj23_loss_total_share,sotj23_loss_total_musd,sotj23_loss_total_share_revenue,sotj23_loss_total_share_healthexpenses,sotj23_loss_total_share_gdp,sotj23_loss_offshore_share,sotj23_loss_offshore_musd,sotj23_loss_offshore_share_revenue,sotj23_loss_corp_share,sotj23_loss_corp_musd,sotj23_loss_corp_share_revenue,sotj23_profit_shifted_outward_musd,sotj23_inflictedloss_total_share,sotj23_inflictedloss_total_musd,sotj23_gain_corp_musd,sotj23_inflictedloss_offshore_share,sotj23_inflictedloss_offshore_musd,sotj23_inflictedloss_corp_share,sotj23_inflictedloss_corp_musd,sotj23_profit_shifted_inward_musd,sotj20_loss_total_share,sotj20_loss_total_musd,sotj20_loss_total_share_revenue,sotj20_loss_total_share_healthexpenses,sotj20_loss_offshore_share,sotj20_loss_offshore_musd,sotj20_loss_corp_share,sotj20_loss_corp_musd,sotj20_inflictedloss_total_share,sotj20_inflictedloss_total_musd,sotj20_inflictedloss_offshore_share,sotj20_inflictedloss_offshore_musd,sotj20_inflictedloss_corp_share,sotj20_inflictedloss_corp_musd,sotj21_loss_total_share,sotj21_loss_total_musd,sotj21_loss_total_share_revenue,sotj21_loss_total_share_healthexpenses,sotj21_loss_offshore_share,sotj21_loss_offshore_musd,sotj21_loss_corp_share,sotj21_loss_corp_musd,sotj21_inflictedloss_total_share,sotj21_inflictedloss_total_musd,sotj21_inflictedloss_offshore_share,sotj21_inflictedloss_offshore_musd,sotj21_inflictedloss_corp_share,sotj21_inflictedloss_corp_musd,test
MDG,MG,,,,,,,,,,,,,,,,,,,,,,,,,1.21E-06,,Africa,Sub-Saharan Africa,Africa,Madagascar,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.82E-06,,,,,,1,1,3,Africa,0,0,146.3,0.000587349,38,42,7174897.965,5,0,,,,,,-0.038454637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.06E-05,1.53E-05,2.71E-05,13.02882404,0.009351252,0.055326894,0.00094686,6.41E-05,10.82882404,0.007772233,7.06E-06,2.2,0.001579019,11,2.38E-05,11.4340287,8.4,0,0,3.67E-05,11.4340287,42,0.000176791,75.62838586,0.05498392,0.267715266,6.54E-05,11.96392059,0.000259953,63.66446527,0,0,0,0,0,0,0.000158799,7.67E-05,0.066142673,0.287096017,6.73E-05,1.15E-05,0.000208849,6.52E-05,0,0,0,0,0,0,19
MDV,MV,,,,,,,58,80,1.00E-05,0.064,61,91.54,1.07E-06,78.45620857,79,79.47,7.38E-06,21.05039,,,,,94,81.075,2.77E-06,74.87318,Asia,Southern Asia,Asia,Maldives,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,79.825,2.85E-05,155.3867357,91,75.2,2.10E-05,117.2777519,3,2,5,Asia,0,0,0,0,17,27,12127149.7,5,0,,,,,,-0.023483438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06E-05,1.03E-05,7.78E-05,37.36506286,0.036382392,0.106049131,0.007048732,3.64E-06,0.615061402,0.000598886,0.000117958,36.75000146,0.035783506,245,0,0,0,0,0,0,0,0,1.61E-06,0.686744213,0.000813547,0.002685612,3.76E-06,0.686744213,0,0,0.000361514,154.6497193,0,0,0.000631461,154.6497193,6.60E-06,3.19E-06,0.003927832,0.01313264,1.87E-05,3.19E-06,0,0,0,0,0,0,0,0,28
MEX,MX,,,,31,0.007318323,54.12191343,,,,,,,,,,,,,52,45.02,0.2113048,117.0899,82,54.375,0.0002996,107.5703,Americas,Latin America and the Caribbean,America,Mexico,Latin America,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80,52.75,0.000864112,139.8054232,82,53.075,0.000808705,139.294339,1,1,-6,America,0,1,2200,0.008832312,90,140,66885500.24,19,0,14.4,25,7.7,-5.7,,,,,21555,0.24,13715,3303,13715000000,3303000000,26,2751623496,265275717.7,163569684.1,776328148,1048654589,2832.121,3573.249,15396.32,0.0473668,0.6562662,4618.896,0.4289026,11.95664,,,13.09588955,0.011406975,0.040289505,0.105097277,3539.774121,2859.174034,680.6000871,13052.26887,2064.084094,10988.18478,,323.8908107,0.008527812,0.007766791,0.013915538,6685.348308,0.041859045,0.203340344,0.005468998,0.004308912,727.6480713,0.004556031,0.019122603,5957.700237,0.037303014,19859,0.012224482,5873.007169,6471.900257,0,0,0.018850762,5873.007169,21573,0.021196372,9067.461243,0.064481475,0.246706283,0.004465628,816.6550293,0.033689422,8250.806214,0,0,0,0,0,0,0.022687698,0.010956138,0.077097312,0.309699662,0.004481722,0.000765137,0.032643896,0.010191,0,0,0,0,0,0,7
MHL,MH,,,,,,,46,92,1.00E-05,0.08464,16,90.38,0.0002372,457.0060042,23,81.63,0.02225,329.6054,14,79.48,0.0527013,405.5528,39,72.925,0.0003577,275.2864,Oceania,Micronesia,Pacific,Marshall Islands,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,70.1,0.000323341,236.4328673,51,71.25,0.00027888,236.3162798,3,2,12,Pacific,0,0,76.6,0.000307525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000130671,0.000114056,0.000147081,70.66116333,1.814385315,4.226548811,0.322167814,0.000418434,70.66116333,1.814385315,0,0,0,5,0.001708078,820.6119464,0,0.004751216,802.3719482,5.85E-05,18.23999816,67,0.00019248,82.33990479,2.450795801,6.634643905,0.000450251,82.33990479,0,0,0.002399794,1026.592431,0.004960411,907.138855,0.000487749,119.4535763,0.000155687,7.52E-05,2.071078947,5.622812881,0.000440378,7.52E-05,,,0.001655311,0.000799368,0.004349381,0.000742543,0.00018202,5.68E-05,70
MKD,MK,,,,,,,,,,,,,,,,,,,74,66.4,0.0008412,59.5387,102,60.675,5.64E-06,39.76486,Europe,Southern Europe,Europe,North Macedonia,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,64.05,9.10E-06,54.85502758,124,61.95,7.66E-06,46.8750516,2,1,1,Europe,0,0,164.1,0.00065881,45,55,14206156.08,5,0,,,,,,-0.12038685,,,,,,,,,5,,,,,,11.39396,14.3756,88.811,0.0553085,0.4750492,8.881101,0.0826473,4.648542,0.501541,,,,,,,,,,,,,,7.34E-05,6.81E-05,4.28E-05,20.58530402,0.009368025,0.043012639,0.001623054,1.23E-05,2.085304022,0.000948987,5.94E-05,18.5,0.008419038,185,2.27E-06,1.088955114,0.4,0,0,3.50E-06,1.088955114,4,6.34E-05,27.12883805,0.013923485,0.055759509,1.25E-05,2.289896965,0.000101422,24.83894109,0,0,0,0,0,0,8.06E-05,3.89E-05,0.020827151,0.085423441,1.06E-05,1.81E-06,0.000118839,3.71E-05,0,0,0,0,0,0,61
MLI,ML,,,,,,,,,,,,,,,,,,,,,,,,,9.24E-07,,Africa,Sub-Saharan Africa,Africa,Mali,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,9.23E-06,,,,,,1,1,0,Africa,0,0,106.4,0.000427163,13,21,10318570.14,5,0,,,,,,0.26623142,0.887438,0.26623142,,,,,,,,,,,,,14.61256,18.43647,83.73808,0.0399277,0.3429424,25.12142,0.1789915,,1.201905,,,,,,,,,,,,,,5.94E-05,5.02E-05,7.22E-05,34.70608959,0.01712024,0.185444418,0.00203306,5.10E-05,8.606089592,0.004245316,8.38E-05,26.1,0.012874924,87,2.95E-05,14.15641648,15.6,0,0,4.54E-05,14.15641648,52,3.51E-05,15.01601019,0.007044041,0.107759183,5.18E-05,9.467291832,2.27E-05,5.548718356,0,0,0,0,0,0,0.000103,4.97E-05,0.024931994,0.354089639,6.12E-05,1.04E-05,0.000125886,3.93E-05,0,0,0,0,0,0,99
MLT,MT,23,0.013666385,73.51423085,21,0.01724741,79.10768406,21,83,0.00126,8.68014,55,47.73,0.0007463,98.63070036,64,43.87,0.079,78.0526,27,49.53,0.9903015,260.9326,20,60.525,0.0071082,426.3097,Europe,Southern Europe,Europe,Malta,Europe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,61.75,0.00662398,442.1984597,38,54.55,0.006921317,309.3479108,1,1,1,Europe,1,0,687.4,0.002759696,111,471,252911033.6,47,5,,,,,,0.4273091,1.2208831,0.4273091,,,,,,,16,,,,,,,,,,,,,,,12.32742696,,,,,,,,,,,519.1205652,763.3275187,0.003665766,0.002230807,0.000752368,361.4553219,0.091687614,0.4151909,0.023626427,0.002001269,337.9553223,0.085726548,7.54E-05,23.4999996,0.005961066,470,0.002576944,1238.041057,192.5499967,0.001123003,189.6495209,0.003365053,1048.391536,3851,0.00090949,389.0651153,0.124513952,0.568926034,0.002088986,382.0247803,2.87E-05,7.040335053,0.000683163,292.2459114,0.001188838,217.409668,0.000305569,74.83624347,0.000853862,0.000412339,0.126398854,0.575000736,0.002326207,0.000397139,4.87E-05,1.52E-05,0.004024623,0.001943535,0.001053527,0.000179862,0.00564941,0.001763672,57
MMR,MM,,,,,,,,,,,,,,,,,,,,,,,,,1.38E-05,,Asia,South-eastern Asia,Asia,Myanmar,Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.38E-05,,,,,,2,2,6.5,Asia,0,0,26.5,0.000106389,18,19,4327004.227,5,0,,,,,,0.44412312,1.7764925,0.44412312,,,,,,,,31641307.29,201108467.6,771601400.2,326367339.3,-18857007.25,196.7485,248.2349,229.2377,0.0242639,0.2084043,57.30944,0.0906435,,1.188384,,,,,,,,,,,,,,0.000360453,0.000343862,0.000295058,141.7528028,0.070880064,0.297142401,0.002111153,5.94E-06,1.002802849,0.000501427,0.000451769,140.75,0.070378637,563,0.000116165,55.80894959,51.25,0,0,0.000179132,55.80894959,205,9.24E-06,3.951996549,0.000735783,0.008311967,6.01E-06,1.099515557,1.16E-05,2.852480992,0.000579253,247.7950674,0,0,0.001011789,247.7950674,0.000214181,0.00010343,0.02108179,0.203509051,6.91E-06,1.18E-06,0.000327528,0.00010225,0.000228192,0.000110196,0,0,0.000352982,0.000110196,30
MNE,ME,,,,,,,,,,,,,,,,,,,,,,,99,63.15,9.13E-06,52.64225,Europe,Southern Europe,,Montenegro,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,60.025,1.53E-05,53.6489963,119,60.675,2.08E-05,61.43967844,,1,1,,0,0,7.5,3.01E-05,11,16,7470339.047,5,0,,,,,,-0.05050462,,,,,,,,,8,,,,,,4.61525,5.822999,39.97099,0.0611529,0.5252465,3.597389,0.0822424,6.895566,0.3063183,,,,,,,,,,,,,,7.58E-05,8.08E-05,1.91E-05,9.185263987,0.006375299,0.032996466,0.001667996,4.83E-06,0.815263987,0.000565858,2.69E-05,8.37,0.005809441,93,8.10E-06,3.891103883,0.72,1.01E-05,1.713193655,6.99E-06,2.177910228,8,0.000250352,107.0965928,0.083446512,,4.96E-06,0.906315386,0.000433593,106.1902774,1.88E-06,0.802114367,4.39E-06,0.802114367,0,0,3.57E-05,1.72E-05,0.014188373,0.072528397,5.43E-06,9.27E-07,5.22E-05,1.63E-05,0,0,0,0,0,0,73
MNG,MN,,,,,,,,,,,,,,,,,,,,,,,,,1.51E-05,,Asia,Eastern Asia,Asia,Mongolia,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.90E-05,,,,,,2,3,8,Asia,0,0,0,0,5,7,683138.3203,0,0,,,,,,-0.12763053,,,,,,,,,,,,,,,35.27131,44.50134,,,,,,,,,,,,,,,,,,,,,0.000287185,0.000251939,0.000252166,121.1464376,0.040172155,0.413587783,0.009193016,1.86E-05,3.146437645,0.001043359,0.000378748,118,0.039128797,472,6.67E-05,32.05087453,14.25,9.79E-05,16.53326416,4.98E-05,15.51761037,57,9.90E-05,42.36015697,0.01607605,0.138943859,1.95E-05,3.560156584,0.000158427,38.80000039,4.58E-05,19.60124969,0.000107183,19.60124969,0,0,6.43E-05,3.11E-05,0.012484938,0.10497345,2.02E-05,3.45E-06,8.84E-05,2.76E-05,1.89E-05,9.11E-06,5.34E-05,9.11E-06,0,0,94
MNP,MP,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceania,Micronesia,Pacific,Northern Mariana Islands,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,3,1,10,Pacific,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03E-06,2.20E-06,0.000148182,71.19,0.268132083,0.887640252,0.054677419,0,0,0,0.000228501,71.19,0.268132083,339,2.83E-06,1.361193892,1.05,0,0,4.37E-06,1.361193892,5,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,0,0,,,0,0,37
MOZ,MZ,,,,,,,,,,,,,,,,,,,,,,,,,6.50E-08,,Africa,Sub-Saharan Africa,Africa,Mozambique,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.64E-06,,,,,,1,1,2,Africa,0,0,6.5,2.61E-05,67,359,78444944.42,13,5,,,,,,0.45680687,1.4275215,0.45680687,,,,,,,,,,,,,226.4884,285.7574,1216.785,0.7392623,6.349578,389.3713,3.534963,,17.59092,,,,,,,,,,,,,,0.000475278,0.000437706,0.000306576,147.2863202,0.050199021,0.573295012,0.009921342,0.000135052,22.80632019,0.007772989,0.000399547,124.48,0.042426032,389,7.80E-05,37.4588089,0,0.000221811,37.4588089,0,0,0,0.001116682,477.6982302,0.153648891,2.226909922,0.000137027,25.05896568,0.001848202,452.6392645,8.06E-05,34.46801376,0.000188478,34.46801376,0,0,0.000690564,0.000333481,0.114437803,1.284686335,0.000148315,2.53E-05,0.000987101,0.00030816,6.41E-05,3.10E-05,0.000181309,3.10E-05,0,0,0
MRT,MR,,,,,,,,,,,,,,,,,,,,,,,,,5.10E-06,,Africa,Sub-Saharan Africa,Africa,Mauritania,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.39E-07,,,,,,1,1,0,Africa,0,0,12,4.82E-05,24,28,9176368.789,5,0,,,,,,0.031260837,0.12504335,0.031260837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.42E-05,5.44E-05,1.71E-05,8.237890244,0.007875519,0.067074748,0.001102273,3.55E-05,5.987890244,0.005724493,7.22E-06,2.25,0.002151026,9,0,0,0,0,0,0,0,0,4.38E-05,18.72382091,0.018520209,0.179212461,3.44E-05,6.289608955,5.08E-05,12.43421196,0,0,0,0,0,0,5.49E-05,2.65E-05,0.025455948,0.246263921,6.74E-05,1.15E-05,4.80E-05,1.50E-05,0,0,0,0,0,0,98
MSR,MS,64,0.000185087,65.4012404,70,7.48E-05,65.34821048,59,79,1.00E-05,0.06241,63,85.62,5.09E-07,50.1146765,82,74.47,0,0,92,67.36,4.49E-06,10.86544,112,77.5,4.48E-08,16.53285,Americas,Latin America and the Caribbean,America,Montserrat,Caribbean/American isl.,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,130,74.6,5.13E-08,15.43065113,141,73.75,1.95E-09,5.008785515,,2,-4,America,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.030581631,3.308905259,1.67E-09,1.59E-08,3.12E-07,0.149785519,,,0.002352204,8.87E-07,0.149785519,,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,1.67E-08,8.08E-09,0.00046963,,4.73E-08,8.08E-09,,,0,0,0,0,0,0,16
MTQ,MQ,,,,,,,,,,,,,,,,,,,,,,,,,,,Americas,Latin America and the Caribbean,America,Martinique,Caribbean/American isl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.89E-08,,,,,,1,1,-4,America,0,0,0.7219,2.90E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98E-07,1.37E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,3.88E-09,1.88E-09,,,1.10E-08,1.88E-09,,,0,0,0,0,0,0,74
MUS,MU,14,0.025013078,79.83477529,15,0.022874987,81.406781,32,96,0.00013,1.19808,33,73.93,0.0002712,261.5523825,19,80,0.04692,397.8627,23,72.22,0.0490376,297.0404,49,72.35,0.0002055,223.4719,Africa,Sub-Saharan Africa,Africa,Mauritius,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71.525,0.000267681,235.8193779,55,70.125,0.000247095,216.3913171,1,1,4,Africa,0,0,141,0.000566071,102,149,46262529.55,14,0,,,,,,-0.123108484,,,,,,,,,,-10512991251,-6256532298,-11535984913,-9528406089,-11072410864,,,,,,,,,,,,,,,,,,,,,950.127163,1012.390118,0.006608432,0.006510528,0.000649753,312.1566858,0.111430502,0.842676062,0.021183708,0.000573852,96.90667725,0.034592755,0.000690894,215.2500086,0.076837747,1435,0.001456976,699.9751204,175.500007,0.002258776,381.4557495,0.001022361,318.5193708,1170,0.000397682,170.1217911,0.07011071,0.579150244,0.000589099,107.7319717,0.000254748,62.38981934,0.003256263,1392.97616,0.002362341,432.014801,0.003923766,960.9613591,0.000932933,0.000450524,0.195262674,1.552001093,0.000423922,7.24E-05,0.001211293,0.00037815,0.00500632,0.002417607,0.001895521,0.000323611,0.006707505,0.002093996,20
MWI,MW,,,,,,,,,,,,,,,,,,,,,,,,,3.35E-05,,Africa,Sub-Saharan Africa,Africa,Malawi,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.18E-05,,,,,,3,2,2,Africa,0,0,16.1,6.46E-05,29,84,18259679.67,5,0,,,,,,0.08622776,0.28742585,0.08622776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24E-05,8.83E-06,6.89E-05,33.08773537,0.01923672,0.124225197,0.003348732,2.89E-05,4.887735367,0.002841657,9.05E-05,28.2,0.016395063,94,9.07E-06,4.355820456,4.8,0,0,1.40E-05,4.355820456,16,0.000132466,56.66699789,0.052944368,0.363072148,2.96E-05,5.414742947,0.000209272,51.25225494,0,0,0,0,0,0,0.00012469,6.02E-05,0.049189317,0.321470963,2.41E-05,4.11E-06,0.0001797,5.61E-05,0,0,0,0,0,0,10
MYS,MY,,,,,,,23,100,0.00072,7.2,27,77.13,0.0003369,319.2789828,12,79.53,0.08245,471.6878,18,75.33,0.0497612,338.7408,31,71.925,0.0007305,335.1089,Asia,South-eastern Asia,Asia,Malaysia,Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,69.525,0.001155894,352.6920303,39,65.75,0.00113331,296.3490741,3,2,8,Asia,0,0,174.3,0.00069976,389,609,218386104.9,110,5,,,,,,2.3347843,9.339137,2.3347843,8427,0.2,-969,-193,-969000000,-193000000,,40644172678,10613550467,29081919744,21743446045,10425563168,1153.939,1455.909,,,,,,,,,,,,,,,,,,,,,0.003405613,0.00340586,0.002216786,1064.995627,0.024678022,0.154395571,0.002968285,0.001717503,290.0356445,0.006720691,0.002487412,774.9599827,0.017957332,3229,0.009445598,4537.948199,4000.559911,0,0,0.014565584,4537.948199,16669,0.002868712,1227.188045,0.025729561,0.191993231,0.001775003,324.6048889,0.003685398,902.5831563,0.003635915,1555.385108,0,0,0.006350898,1555.385108,0.002854918,0.001378671,0.030055321,0.216593391,0.001933596,0.000330111,0.003358756,0.00104856,0.010655734,0.005145771,0,0,0.016482974,0.005145771,14
MYT,YT,,,,,,,,,,,,,,,,,,,,,,,,,2.68E-08,,Africa,Sub-Saharan Africa,,Mayotte,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5.72E-06,,,,,,1,1,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08E-07,2.39E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,0,0,,,0,0,76
NAM,,,,,,,,,,,,,,,,,,,,,,,,,,5.77E-05,,Africa,Sub-Saharan Africa,Africa,Namibia,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.47E-05,,94,71.3,3.04E-05,113.0745081,3,2,2,Africa,0,0,3.9,1.57E-05,5,10,2129521.102,5,0,,,,,,0.487361,1.4334147,0.487361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.88E-05,6.88E-05,0.000119328,57.32818848,0.014532417,0.114417467,0.004190025,0.000134826,22.76818848,0.005771625,0.000110928,34.56,0.008760792,108,0,0,0,0,0,0,0,0,6.47E-05,27.68747002,0.007197315,0.056583016,2.39E-05,4.378657341,9.52E-05,23.30881268,4.57E-06,1.955341278,0,0,7.98E-06,1.955341278,0.000106673,5.15E-05,0.013510972,0.108202178,2.43E-05,4.15E-06,0.000151704,4.74E-05,0,0,0,0,0,0,74
NCL,NC,,,,,,,,,,,,,,,,,,,,,,,,,1.38E-06,,Oceania,Melanesia,Pacific,New Caledonia,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,,,2.08E-05,,,,,,1,1,11,Pacific,0,0,1.9,7.63E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13E-05,1.41E-06,2.04E-05,9.803850174,0.00488244,0.016163117,0.000995626,5.81E-05,9.803850174,0.00488244,0,0,0,74,0.000162384,78.01390295,0,0.000452284,76.38047028,5.24E-06,1.633432671,6,2.50E-05,10.67910099,0.001104559,,5.84E-05,10.67910099,0,0,0.000197587,84.52449799,0.000462196,84.52449799,0,0,2.19E-05,1.06E-05,,,6.20E-05,1.06E-05,0,0,0.000131721,6.36E-05,0.000372587,6.36E-05,0,0,5
NER,NE,,,,,,,,,,,,,,,,,,,,,,,,,5.07E-06,,Africa,Sub-Saharan Africa,Africa,Niger,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.37E-06,,,,,,1,1,1,Africa,0,0,0,0,28,46,20313745.8,5,0,,,,,,0.17102596,0.5700865,0.17102596,,,,,,,,,,,,,1.021937,1.289364,5.856262,0.0051521,0.0442519,1.756879,0.0230963,,,,,,,,,,,,,,,,7.60E-05,6.32E-05,2.38E-06,1.143443584,0.000808227,0.003666417,8.93E-05,6.77E-06,1.143443584,0.000808227,0,0,0,0,0,0,0,0,0,0,0,0,3.08E-05,13.17033278,0.007911633,0.064995617,6.75E-06,1.233894825,4.87E-05,11.93643796,0.000230621,98.6558554,0,0,0.000402828,98.6558554,4.73E-05,2.28E-05,0.018675277,0.110376577,7.19E-06,1.23E-06,6.92E-05,2.16E-05,0,0,0,0,0,0,59
NFK,NF,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceania,Australia and New Zealand,Pacific,Norfolk Island,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.20E-06,,,,,,,,11,Pacific,0,0,0.8958,3.60E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38E-09,4.87E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,0,0,,,0,0,30
NGA,NG,,,,,,,,,,,,,,,,,,,,,,,,,0.0005628,,Africa,Sub-Saharan Africa,Africa,Nigeria,Africa,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,70.15,0.001029176,348.5348452,42,64.775,0.000993036,271.1505709,3,2,1,Africa,0,0,266.6,0.001070316,1215,1981,568370283.3,78,0,,,,,,,,,,,,,,,,-1637960014,-1012269613,64749581579,20348195523,-3747490782,998.3728,1259.633,3794.49,0.062753,0.53899,1138.347,0.2813144,29.20642,,,,,,,,,,,,,,,0.001172057,0.001138679,0.001153122,553.9865121,0.024189971,0.22714678,0.001313576,0.001328157,224.286499,0.009793531,0.001058248,329.7000131,0.01439644,1099,0,0,0,0,0,0,0,0,0.025306687,10825.78695,0.024019681,4.728735878,0.001363297,249.3139801,0.043185509,10576.47297,0.000263033,112.5210026,0,0,0.000459442,112.5210026,0.00417808,0.002017641,,0.857598753,0.00146459,0.000250041,0.005661991,0.0017676,0,0,0,0,0,0,66
NIC,NI,,,,,,,,,,,,,,,,,,,,,,,,,1.36E-05,,Americas,Latin America and the Caribbean,America,Nicaragua,Latin America,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,3.78E-05,,,,,,1,1,-6,America,0,0,0,0,5,5,788406.6055,0,0,,,,,,0.26421282,0.88070935,0.26421282,,,,,,,,3.58131E+11,92126819557,1.09328E+11,1.2582E+11,-6121393727,,,,,,,,,,,,,,,,,,,,,,,4.41E-05,3.26E-05,0.000280991,134.9944839,0.060313264,0.202313791,0.010364069,0.000204266,34.49448395,0.015411555,0.000322578,100.5,0.044901709,335,0,0,0,0,0,0,0,0,0.00018441,78.88776002,0.037912931,0.147490568,3.82E-05,6.987761497,0.00029358,71.89999852,0,0,0,0,0,0,0.000324803,0.000156851,0.074123809,0.287293103,0.000219365,3.75E-05,0.000382463,0.0001194,0,0,0,0,0,0,91
