year,Employees,Tangible assets,Payroll,Sales,Reported profit
2016,50.415083678717146,57.754241115145874,65.03834430635055,56.167572435068294,60.244718038441036
2017,55.15593037970281,64.23395094754966,68.1781229002232,56.48431259972202,59.697174636259746
2018,55.68210759057023,66.034109309487,69.06984441736387,57.92798055569199,61.351294625395624
2019,55.662437489037515,65.86223295091517,68.32238143898249,58.564513736846386,57.131916615362854
2020,56.05126303413167,64.39230033650078,73.11860156364651,55.084480792632164,55.17294037388529
2021,55.482847774301646,67.07109839726512,72.32360890357532,60.57905643242699,59.84355258230224
2022,56.47816570666205,66.52095174315251,73.71355854075291,60.22026563846282,57.00186576064879
