level,share,tax_loss_bn_total,2016,2017,2018,2019,2020,2021,2022
Federal (Bund),0.3020311349962122,14.598737729501465,0.6223745990351095,1.512188174956543,3.1880178152248457,2.335838068515974,1.715677247419162,4.412075536614747,0.8125662877350839
State (Länder),0.2847867338081849,13.76522601141495,0.5940953667092594,1.444330790272697,3.0443808796392497,2.2198810465586507,1.5978812149786485,4.1073415732518725,0.7573151400045698
Municipal (Kommunen),0.4131821311956027,19.9712442490961,0.7957427082957493,1.9268773005479727,4.066714523134881,3.0618778626493155,2.499310040361451,6.44114969515209,1.1795721189546424
