year,sample_name,formula_name,etr_name,rate_mode,n_countries,total_shifted_musd,total_tax_loss_musd,total_tax_gain_musd,total_revenue_gain_from_ut_musd,total_current_tax_paid_cash_musd,revenue_gain_from_ut_pct_of_current_tax_paid
2020,disaggregated,sales_employees,average,loss_cit_gain_etr,226,1302452.14337809,290913.610061703,149813.59383882035,141100.01622288272,1228804.5022779324,11.482706643840777
2021,disaggregated,sales_employees,average,loss_cit_gain_etr,226,1949621.3441503537,446655.0788406009,257797.49635329653,188857.5824873044,1668251.0499565064,11.320693158995953
2022,disaggregated,sales_employees,average,loss_cit_gain_etr,226,1745394.129789803,377840.4644791527,245056.05514308656,132784.40933606622,1918285.7935020127,6.922034755501978
2016,disaggregated,sales_employees,average,loss_etr_gain_etr,226,793757.30350765,193906.95943033008,89537.53949065853,104369.4199396716,708651.5663416747,14.727889543582853
2017,disaggregated,sales_employees,average,loss_etr_gain_etr,226,1452300.3138570131,323064.99462369096,168843.27009066552,154221.7245330254,1029004.8456494928,14.98746339097003
2018,disaggregated,sales_employees,average,loss_etr_gain_etr,226,1363636.9856845322,270157.3623705852,184871.8485048348,85285.51386575044,1319343.3425493278,6.464239528503308
2019,disaggregated,sales_employees,average,loss_etr_gain_etr,226,1431041.0799853515,255492.56492690032,170730.4804344091,84762.0844924912,1329261.7319016985,6.37662865470647
2020,disaggregated,sales_employees,average,loss_etr_gain_etr,226,1302452.14337809,199478.5599040704,149813.59383882035,49664.96606525002,1228804.5022779324,4.041730476506404
2021,disaggregated,sales_employees,average,loss_etr_gain_etr,226,1949621.3441503537,301542.7686649258,257797.49635329653,43745.27231162928,1668251.0499565064,2.622223574369684
2022,disaggregated,sales_employees,average,loss_etr_gain_etr,226,1745394.129789803,262336.4640269617,245056.05514308656,17280.408883875178,1918285.7935020127,0.900825567410795
2016,disaggregated,three_factors,average,loss_cit_gain_cit,226,732249.2558841507,233723.0589988373,153703.92222857935,80019.13677025797,708651.5663416747,11.291746264436668
2017,disaggregated,three_factors,average,loss_cit_gain_cit,226,1332166.5034930364,399087.1066461401,272527.1328256013,126559.9738205388,1029004.8456494928,12.29925926545623
2018,disaggregated,three_factors,average,loss_cit_gain_cit,226,1252328.733163034,313251.4401650568,260813.84328202732,52437.59688302944,1319343.3425493278,3.974522415196778
2019,disaggregated,three_factors,average,loss_cit_gain_cit,226,1323775.1055119606,333540.4664781445,269848.02759092546,63692.438887218974,1329261.7319016985,4.791564923493123
2020,disaggregated,three_factors,average,loss_cit_gain_cit,226,1261352.8422611468,280582.64842153573,233517.68467405945,47064.963747476286,1228804.5022779324,3.8301425214693
2021,disaggregated,three_factors,average,loss_cit_gain_cit,226,1640948.1047963027,375133.24385359406,291714.5883840972,83418.6554694968,1668251.0499565064,5.000365830530821
2022,disaggregated,three_factors,average,loss_cit_gain_cit,226,1657800.9443468128,359046.08447691984,330357.2060655714,28688.87841134844,1918285.7935020127,1.4955476659697389
2016,disaggregated,three_factors,average,loss_cit_gain_etr,226,732249.2558841507,233723.0589988373,79144.40514136328,154578.653857474,708651.5663416747,21.813068819626977
2017,disaggregated,three_factors,average,loss_cit_gain_etr,226,1332166.5034930364,399087.1066461401,152934.74475977404,246152.36188636607,1029004.8456494928,23.921399683108227
2018,disaggregated,three_factors,average,loss_cit_gain_etr,226,1252328.733163034,313251.4401650568,168812.86596457197,144438.5742004848,1319343.3425493278,10.947762386202704
2019,disaggregated,three_factors,average,loss_cit_gain_etr,226,1323775.1055119606,333540.4664781445,155786.49517093494,177753.97130720958,1329261.7319016985,13.37238310869803
2020,disaggregated,three_factors,average,loss_cit_gain_etr,226,1261352.8422611468,280582.64842153573,145302.4337708844,135280.21465065138,1228804.5022779324,11.00909171474158
2021,disaggregated,three_factors,average,loss_cit_gain_etr,226,1640948.1047963027,375133.24385359406,199530.4946949418,175602.74915865227,1668251.0499565064,10.526158467769614
2022,disaggregated,three_factors,average,loss_cit_gain_etr,226,1657800.9443468128,359046.08447691984,232366.41027169005,126679.67420522976,1918285.7935020127,6.603795671862012
2016,disaggregated,three_factors,average,loss_etr_gain_etr,226,732249.2558841507,181557.61996256595,79144.40514136328,102413.21482120264,708651.5663416747,14.45184342848462
2017,disaggregated,three_factors,average,loss_etr_gain_etr,226,1332166.5034930364,295855.80881863186,152934.74475977404,142921.0640588578,1029004.8456494928,13.88925082939217
2018,disaggregated,three_factors,average,loss_etr_gain_etr,226,1252328.733163034,245185.8704309193,168812.86596457197,76373.00446634735,1319343.3425493278,5.788713369999205
2019,disaggregated,three_factors,average,loss_etr_gain_etr,226,1323775.1055119606,234121.3689605356,155786.49517093494,78334.87378960064,1329261.7319016985,5.893111334630197
2020,disaggregated,three_factors,average,loss_etr_gain_etr,226,1261352.8422611468,189036.5400308128,145302.4337708844,43734.10625992837,1228804.5022779324,3.5590776383757534
2021,disaggregated,three_factors,average,loss_etr_gain_etr,226,1640948.1047963027,246102.2459749533,199530.4946949418,46571.75128001145,1668251.0499565064,2.7916512494462773
2022,disaggregated,three_factors,average,loss_etr_gain_etr,226,1657800.9443468128,243334.4206041941,232366.41027169005,10968.01033250405,1918285.7935020127,0.5717610154679249
