level,share,tax_loss_bn_total,2016,2017,2018,2019,2020,2021,2022
Federal (Bund),0.30136353003244803,31.62754700833176,2.128668017578788,3.6366741441604096,5.3089852992635125,3.7101222858528624,4.807970899369085,8.197586968200623,3.8375393939064817
State (Länder),0.28382603398228046,29.78701912270676,2.0319463687405435,3.4734833452526077,5.069787646159617,3.5259422533567215,4.477862251669126,7.631394674777577,3.576602582750564
Municipal (Kommunen),0.41481043598527145,43.53359068450713,2.721627868484288,4.633963533059499,6.772273202652035,4.863325693630833,7.004003789544349,11.967584045880026,5.570812551256102
