iso_partner,partner_jurisdiction,net_bn,reported_bn,etr,etr_pct,role
NLD,Netherlands,311.67301099366006,752.1296053020604,0.07781289544638086,7.781289544638086,winner_haven
IRL,Ireland,226.96268131555664,478.7778047956934,0.11072926892105953,11.072926892105952,winner_haven
DNK,Denmark,75.51296152558191,273.32129655908807,0.111615583555342,11.1615583555342,winner_haven
SWE,Sweden,47.62453875585678,405.2712738782252,0.10160741239526835,10.160741239526835,winner_haven
MLT,Malta,13.959624614018413,44.816326469747935,0.031626360527869574,3.1626360527869575,winner_haven
AUT,Austria,-0.8221516751658955,184.331286450745,0.10367293820249553,10.367293820249552,loser_victim
SVN,Slovenia,-2.152396419380441,14.095270813545179,0.24856614818454428,24.856614818454428,loser_victim
SVK,Slovak Republic,-2.254092803276372,58.87778208532122,0.1063003845659948,10.63003845659948,loser_victim
LTU,Lithuania,-3.9066038144088795,11.385591045259895,0.08993030731855108,8.993030731855107,loser_victim
HRV,Croatia,-4.273108148936191,76.630009215835,0.15187483919900657,15.187483919900657,loser_victim
BGR,Bulgaria,-4.760149821877098,21.8933364669069,0.08557454118348207,8.557454118348208,loser_victim
PRT,Portugal,-6.2170591212626,77.03274166761152,0.10026252284178562,10.026252284178563,loser_victim
GRC,Greece,-7.398613616069992,19.297777566175967,0.1549830506178514,15.498305061785139,loser_victim
CYP,Cyprus,-11.647730323189382,26.64757354944032,0.027944864062540813,2.794486406254081,loser_victim
CZE,Czechia,-12.526433805725482,96.56067371803573,0.16121997587245832,16.121997587245833,loser_victim
FIN,Finland,-15.422619850979292,113.0964959677647,0.12121107254972618,12.121107254972618,loser_victim
HUN,Hungary,-17.91327167492367,48.21082273984474,0.1436894235857327,14.36894235857327,loser_victim
LVA,Latvia,-30.811733659578714,55.74856985167421,0.05290399066988495,5.2903990669884955,loser_victim
EST,Estonia,-44.22015957312814,8.298409621065288,0.07875545615669886,7.875545615669886,loser_victim
LUX,Luxembourg,-49.105996928853585,-15.34172409568281,0.029678447842830972,2.967844784283097,loser_victim
ROU,Romania,-52.91738103767416,67.21360383822332,0.14280536869128732,14.280536869128731,loser_victim
POL,Poland,-79.4173246452772,154.7505432424757,0.18281761681702371,18.28176168170237,loser_victim
ITA,Italy,-83.77847084155641,452.3675244692998,0.17240738270392145,17.240738270392146,loser_victim
ESP,Spain,-126.8945686131979,369.8292384782663,0.13396742262672895,13.396742262672895,loser_victim
BEL,Belgium,-247.4997305381797,229.67585785986313,0.17383767193561023,17.383767193561024,loser_victim
DEU,Germany,-265.61510222135047,1236.4326357123878,0.15528647277209534,15.528647277209535,loser_victim
FRA,France,-265.82691166373826,799.367283900594,0.1784400198020652,17.84400198020652,loser_victim
