# Canonical GDP: World Bank WDI indicator NY.GDP.MKTP.CD (GDP, current US$),
# all reporting countries, 2016-2022. Fetched 2026-07-19 from
# https://api.worldbank.org/v2/country/all/indicator/NY.GDP.MKTP.CD . WB aggregate
# rows dropped (iso3 filtered against pycountry). SINGLE canonical GDP for the repo
# (CbCR pipeline + extractive WB-GDP reference). Refresh: re-run src/_fetch_canonical_gdp.py.
iso3,year,gdp_current_usd
MLT,2021,19730119030.6198
MLT,2022,18938869147.0818
MMR,2016,63298361996.2153
MMR,2017,66053040483.0016
MMR,2018,67860515989.517
MMR,2019,75065106227.6892
MMR,2020,79006113643.1906
MMR,2021,66345291160.1683
MMR,2022,62253049891.6449
MNE,2016,4357467226.269
MNE,2017,4803964684.21648
MNE,2018,5433469310.85184
MNE,2019,5483622632.13097
MNE,2020,4734192593.29169
MNE,2021,5822908963.58053
MNE,2022,6259721790.0652
MNG,2016,11181350649.3573
MNG,2017,11480847740.736
MNG,2018,13178094720.4986
MNG,2019,14206359017.5143
MNG,2020,13312981429.0891
MNG,2021,15286441737.6686
MNG,2022,17146471713.748
MNP,2016,1230000000
MNP,2017,1560000000
MNP,2018,1301000000
MNP,2019,1179000000
MNP,2020,866000000
MNP,2021,914000000
MNP,2022,1096000000
MOZ,2016,12069051237.1711
MOZ,2017,13264640645.7768
MOZ,2018,15017358952.8452
MOZ,2019,15512759046.672
MOZ,2020,14235420174.1884
MOZ,2021,16168055475.4449
MOZ,2022,18884232598.8698
MRT,2016,6407900701.25829
MRT,2017,6812472965.33868
MRT,2018,7475471309.52265
MRT,2019,7894764885.82312
MRT,2020,8260567356.81635
MRT,2021,9221044666.76483
MRT,2022,9562497460.55394
MUS,2016,12757680846.5663
MUS,2017,13896938315.2799
MUS,2018,14957535715.9696
MUS,2019,14645235204.6176
MUS,2020,11566111137.5568
MUS,2021,11622048696.8129
MUS,2022,12936444123.3037
MWI,2016,7909868618.46366
MWI,2017,8943543793.5839
MWI,2018,9879220354.29186
MWI,2019,11051852712.6142
MWI,2020,11769313597.8545
MWI,2021,12378119199.0839
MWI,2022,12429059928.102
MYS,2016,301256033870.334
MYS,2017,319109094160.343
MYS,2018,358788845712.53
MYS,2019,365177721021.516
MYS,2020,337456163961.211
MYS,2021,373784553029.978
MYS,2022,407830525989.553
NAM,2016,10722018732.0936
NAM,2017,12895153370.9132
NAM,2018,13682019076.4022
NAM,2019,12541928303.48
NAM,2020,10583748541.5258
NAM,2021,12402486183.6396
NAM,2022,12569449123.3661
NCL,2016,8724568954.89799
NCL,2017,9174048681.98577
NCL,2018,9896402283.68587
NCL,2019,9475655324.59495
NCL,2020,9454629467.91408
NCL,2021,10071349663.8484
NCL,2022,9623318718.31459
NER,2016,10341025540.2322
NER,2017,11359273443.3897
NER,2018,12800907985.9863
NER,2019,12420836506.7888
NER,2020,13648332189.7307
NER,2021,14936154253.3242
NER,2022,15531799640.9005
NGA,2016,404649125252.16
NGA,2017,375745731053.427
NGA,2018,421739251509.08
NGA,2019,668219992686.575
NGA,2020,598586817817.392
NGA,2021,609147716965.348
NGA,2022,646950257575.455
NIC,2016,13286093388.4752
NIC,2017,13785893007.4769
NIC,2018,13025221974.232
NIC,2019,12699023614.245
NIC,2020,12726422432.4868
NIC,2021,14209019392.3025
NIC,2022,15634573555.9049
NLD,2016,797163949289.885
NLD,2017,848233537845.884
NLD,2018,929733599796.862
NLD,2019,928903005576.469
NLD,2020,932560861701.17
NLD,2021,1054472123449.6
NLD,2022,1046540797548.64
NOR,2016,383284047619.048
NOR,2017,415673181543.421
NOR,2018,454588871810.636
NOR,2019,424244886363.636
NOR,2020,382252517921.94
NOR,2021,521592200232.829
NOR,2022,617321834098.986
NPL,2016,24524109483.5293
NPL,2017,28971588940.364
NPL,2018,33111525237.149
NPL,2019,34186180699.0255
NPL,2020,33433659301.2466
NPL,2021,36924841394.2605
NPL,2022,41182939519.8161
NRU,2016,97541943.0355053
NRU,2017,109355638.866955
NRU,2018,130995566.30391
NRU,2019,125160115.547819
NRU,2020,124685688.161094
NRU,2021,149268323.992868
NRU,2022,180671357.349805
NZL,2016,188980351890.848
NZL,2017,206561943051.354
NZL,2018,211726161989.495
NZL,2019,213088034258.42
NZL,2020,213318129988.602
NZL,2021,253732493987.834
NZL,2022,249723029451.237
OMN,2016,75128738621.5865
OMN,2017,80856697009.1027
OMN,2018,91505851755.5267
OMN,2019,88060858257.4772
OMN,2020,75909492847.8544
OMN,2021,87323797139.1417
OMN,2022,109852795838.752
PAK,2016,313630000130.435
PAK,2017,339205534861.1
PAK,2018,356128166704.921
PAK,2019,320909472770.669
PAK,2020,300425609817.981
PAK,2021,348516647445.148
PAK,2022,374890295666.694
PAN,2016,59760858700
PAN,2017,64327688800
PAN,2018,67316471200
PAN,2019,69778991200
PAN,2020,57059846500
PAN,2021,67396392500
PAN,2022,76479304500
PER,2016,191898104390.379
PER,2017,211007984080.911
PER,2018,222597009739.235
PER,2019,228346006003.648
PER,2020,201409694755.934
PER,2021,226406075008.878
PER,2022,246169867862.821
PHL,2016,318627003016.731
PHL,2017,328480736802.76
PHL,2018,346841896587.313
PHL,2019,376823402239.136
PHL,2020,361751145451.597
PHL,2021,394087359848.11
PHL,2022,404353369604.631
PLW,2016,303326125
PLW,2017,289983656.25
PLW,2018,288228343.75
PLW,2019,281954000
PLW,2020,258985859.375
PLW,2021,235935734.375
PLW,2022,247470812.5
PNG,2016,20758876952.6232
PNG,2017,22742699138.356
PNG,2018,24109780708.0268
PNG,2019,24750626029.8777
PNG,2020,23848447849.6081
PNG,2021,26113409477.7318
PNG,2022,31653230962.4549
POL,2016,473259623976.262
POL,2017,528356723263.073
POL,2018,594616632477.019
POL,2019,602683770144.88
POL,2020,605914237903.742
POL,2021,689170230665.35
POL,2022,695607470875.276
PRI,2016,104336700000
PRI,2017,103445500000
PRI,2018,100958100000
PRI,2019,105126400000
PRI,2020,103130900000
PRI,2021,106426600000
PRI,2022,113843700000
PRT,2016,206305431241.638
PRT,2017,220862990767.229
PRT,2018,242092894542.888
PRT,2019,240115970063.019
PRT,2020,229618773422.577
PRT,2021,256055879091.139
PRT,2022,256898677175.024
PRY,2016,36089700222.9461
PRY,2017,38997129473.5558
PRY,2018,40225448340.6322
PRY,2019,37925338329.1494
PRY,2020,35432178068.1814
PRY,2021,39937357255.8716
PRY,2022,41841201626.7253
PSE,2016,15405400000
PSE,2017,16128000000
PSE,2018,16276600000
PSE,2019,17133500000
PSE,2020,15531700000
PSE,2021,18109000000
PSE,2022,19165500000
PYF,2016,5497036476.8031
PYF,2017,5833352692.7995
PYF,2018,6135116253.33452
PYF,2019,6022276196.13871
PYF,2020,5574821989.38239
PYF,2021,5994931236.42282
PYF,2022,5622688338.06317
QAT,2016,151732181868.132
QAT,2017,161099122225.275
QAT,2018,183334953818.681
QAT,2019,176371267692.308
QAT,2020,144411363351.648
QAT,2021,179732009560.44
QAT,2022,235709325714.286
ROU,2016,185290759248.844
ROU,2017,210147385855.419
ROU,2018,241791427223.903
ROU,2019,250080428511.595
ROU,2020,250624575871.819
ROU,2021,285072444957.216
ROU,2022,295317862855.924
RUS,2016,1276786350881.14
RUS,2017,1574199360089
RUS,2018,1657328773461.31
RUS,2019,1693115002708.32
RUS,2020,1493075894362.14
RUS,2021,1829186719575.1
RUS,2022,2292495097681.47
RWA,2016,8596812240.52305
RWA,2017,9164345443.2575
RWA,2018,9650161136.17648
RWA,2019,10519272170.3346
RWA,2020,10487146253.4025
RWA,2021,11252894909.5043
RWA,2022,13747404814.2677
SAU,2016,689279466666.667
SAU,2017,741266133333.333
SAU,2018,886564800000
SAU,2019,888890133333.333
SAU,2020,767951200000
SAU,2021,982661066666.667
SAU,2022,1239075200000
SDN,2016,42630376000
SDN,2017,41283617976.1905
SDN,2018,32333780383.2924
SDN,2019,32338079165.2893
SDN,2020,27034593750
SDN,2021,34229513774.9936
SDN,2022,51666875363.0963
SEN,2016,19040312333.1864
SEN,2017,20965069572.7168
SEN,2018,23116701556.1381
SEN,2019,23403995992.1354
SEN,2020,24530513037.7518
SEN,2021,27520784129.7508
SEN,2022,27783332222.6759
SGP,2016,320759207438.623
SGP,2017,344795119213.571
SGP,2018,377976367877.038
SGP,2019,376827390962.044
SGP,2020,351226533656.292
SGP,2021,441110903524.645
SGP,2022,514252535238.749
SLB,2016,1379486290.71433
SLB,2017,1469790526.3972
SLB,2018,1615473250.25259
SLB,2019,1619150563.92084
SLB,2020,1536143427.82958
SLB,2021,1558312103.84225
SLB,2022,1466670929.62333
SLE,2016,6084297211.10217
SLE,2017,5749846528.48046
SLE,2018,6390514688.52816
SLE,2019,6523577590.38319
SLE,2020,6688307705.64217
SLE,2021,7166931483.2953
SLE,2022,7121125277.18159
SLV,2016,24191430000
SLV,2017,24979190000
SLV,2018,26020850000
SLV,2019,26881140000
SLV,2020,24921190000
SLV,2021,29043140000
SLV,2022,31870110000
SMR,2016,1468342400.08249
SMR,2017,1528621192.886
SMR,2018,1655354328.79184
SMR,2019,1616231696.04862
SMR,2020,1544713784.67674
SMR,2021,1855395712.2147
SMR,2022,1831701022.87082
SOM,2016,6613743069.99912
SOM,2017,7621501710.0012
SOM,2018,7873000000
SOM,2019,8656000000
SOM,2020,8628000000
SOM,2021,9483000000
SOM,2022,10203000000
SRB,2016,42225495909.5633
SRB,2017,45972834713.8077
SRB,2018,52787520248.9242
SRB,2019,53864693664.5568
SRB,2020,55874017668.998
SRB,2021,66159884072.5308
SRB,2022,66809895701.2152
STP,2016,292267272.196925
STP,2017,322002845.229335
STP,2018,383717327.830508
STP,2019,412976082.620705
STP,2020,471229484.607144
STP,2021,524402455.54816
STP,2022,540809499.189348
SUR,2016,3317421648.09918
SUR,2017,3591679430.99988
SUR,2018,3996198866.57453
SUR,2019,4016040575.08796
SUR,2020,2911807496.20227
SUR,2021,3107923197.96954
SUR,2022,3791603200.0259
SVK,2016,90347173228.6356
SVK,2017,95978130734.9766
SVK,2018,106611673364.837
SVK,2019,105843498304.094
SVK,2020,107732602896.441
SVK,2021,120511265913.343
SVK,2022,115792972358.209
SVN,2016,44290685824.0682
SVN,2017,48153200134.6613
SVN,2018,53689067639.9176
SVN,2019,53909922735.545
SVN,2020,53384760135.1581
SVN,2021,61540813361.8556
SVN,2022,59899117741.0022
SWE,2016,513058312950.939
SWE,2017,535172356784.769
SWE,2018,549649344043.182
SWE,2019,530894124494.418
SWE,2020,544265668451.678
SWE,2021,631693331300.776
SWE,2022,575071237640.921
SWZ,2016,3722306116.72872
SWZ,2017,4462640651.49219
SWZ,2018,4643751059.28203
SWZ,2019,4617018958.69086
SWZ,2020,4134677809.50096
SWZ,2021,4807069277.20114
SWZ,2022,4746660273.50829
SXM,2016,1427017206.70391
SXM,2017,1353212122.90503
SXM,2018,1259200446.92737
SXM,2019,1407880446.92737
SXM,2020,1236428100.55866
SXM,2021,1353071061.45251
SXM,2022,1592564636.87151
SYC,2016,1568513348.14463
SYC,2017,1675370641.01416
SYC,2018,1784313926.76807
SYC,2019,1868690096.73454
SYC,2020,1382551751.56908
SYC,2021,1487173794.80528
SYC,2022,1999888599.25474
SYR,2016,12597854088.3602
SYR,2017,16369842725.4718
SYR,2018,21497779247.9835
SYR,2019,22583046644.6891
SYR,2020,12501503673.2425
SYR,2021,14892885528.1402
SYR,2022,23737634644.3994
TCA,2016,1202078000
TCA,2017,1197958000
TCA,2018,1314329000
TCA,2019,1371838000
TCA,2020,918387000
TCA,2021,1236459000
TCA,2022,1434119000
TCD,2016,13026289835.7789
TCD,2017,13349041408.7152
TCD,2018,15327000248.8701
TCD,2019,14905517742.8454
TCD,2020,14932897821.2387
TCD,2021,16871937697.5854
TCD,2022,17828508289.6049
TGO,2016,6071167584.1951
TGO,2017,6387424239.8801
TGO,2018,7029215766.46367
TGO,2019,6992942458.99419
TGO,2020,7486031561.86885
TGO,2021,8541668141.26198
TGO,2022,8646453099.4124
THA,2016,413366349747.508
THA,2017,456356813536.764
THA,2018,506754208404.485
THA,2019,543976691793.886
THA,2020,500274927778.532
THA,2021,506049783824.94
THA,2022,495691837308.033
TJK,2016,6992416096.89018
TJK,2017,7536402852.85802
TJK,2018,7764999999.45362
TJK,2019,8300813599.3084
TJK,2020,8133963550.65742
TJK,2021,8937805347.13963
TJK,2022,10713525200.3998
TKM,2016,33313947368.4211
TKM,2017,33352261306.5327
TKM,2018,26036313868.6131
TKM,2019,29700000000
TKM,2020,27350527267.6636
TKM,2021,26334182093.7903
TKM,2022,37583913148.2791
TLS,2016,1640464600
TLS,2017,1584878400
TLS,2018,1555988600
TLS,2019,2032550400
TLS,2020,2162619200
TLS,2021,3625024300
TLS,2022,3208599900
TON,2016,420828254.541601
TON,2017,459976847.108128
TON,2018,493530766.930564
TON,2019,506031247.606648
TON,2020,506571486.576395
TON,2021,519306339.3498
TON,2022,556514556.392844
TTO,2016,23624322192.6274
TTO,2017,23830750900.6899
TTO,2018,23883058083.2171
TTO,2019,23477745791.6977
TTO,2020,20888515184.2239
TTO,2021,24222963262.7213
TTO,2022,28341164301.126
TUN,2016,44360072680.4476
TUN,2017,42163530590.9462
TUN,2018,42686504459.801
TUN,2019,41905642418.825
TUN,2020,42491780918.361
TUN,2021,47073234359.1819
TUN,2022,44929920092.7955
TUR,2016,870818016909.84
TUR,2017,863874522365.276
TUR,2018,788356985773.667
TUR,2019,775853144222.613
TUR,2020,733628247119.077
TUR,2021,839938668172.134
TUR,2022,926097476913.818
TUV,2016,41306141.62505
TUV,2017,45288858.1637361
TUV,2018,48026990.1943497
TUV,2019,53527720.0597564
TUV,2020,52302514.9939611
TUV,2021,61597447.1614093
TUV,2022,54104146.3198082
TZA,2016,49774409374.4538
TZA,2017,53274884532.7886
TZA,2018,57003712892.0858
TZA,2019,61026731925.9213
TZA,2020,66068737786.0639
TZA,2021,70655628147.8986
TZA,2022,75749121846.9703
UGA,2016,29203988696.2626
UGA,2017,30744473841.424
UGA,2018,32927025619.6795
UGA,2019,35353061003.4359
UGA,2020,37600368241.6657
UGA,2021,40529788748.6737
UGA,2022,45565333210.9108
UKR,2016,93355869403.9223
UKR,2017,112090505081.739
UKR,2018,130891088293.55
UKR,2019,153883047509.577
UKR,2020,156617722013.342
UKR,2021,199765859570.935
UKR,2022,161989520721.19
URY,2016,57480787465.2716
URY,2017,65006039809.739
URY,2018,65344577415.7535
URY,2019,62222324964.633
URY,2020,53559354501.4278
URY,2021,60739061281.1628
URY,2022,71240669088.0587
USA,2016,18804913000000
USA,2017,19612102000000
USA,2018,20656516000000
USA,2019,21539982000000
USA,2020,21375281000000
USA,2021,23725645000000
USA,2022,26054614000000
UZB,2016,97871364319.3985
UZB,2017,72276404057.649
UZB,2018,61318332402.7908
UZB,2019,70170662562.6111
UZB,2020,70127127133.2164
UZB,2021,81170051810.5825
UZB,2022,94286355836.1594
VCT,2016,814303703.703704
VCT,2017,844040740.740741
VCT,2018,884329629.62963
VCT,2019,910481481.481481
VCT,2020,864566666.666667
VCT,2021,888677777.777778
VCT,2022,989188888.888889
VEN,2016,112948035494.959
VEN,2017,115892475742.789
VEN,2018,101987075928.918
VEN,2019,73014157107.594
VEN,2020,42837965906.8675
VEN,2021,56615026262.6535
VEN,2022,89013251020.9831
VIR,2016,3798000000
VIR,2017,3794000000
VIR,2018,3923000000
VIR,2019,4121000000
VIR,2020,4229000000
VIR,2021,4507000000
VIR,2022,4672000000
VNM,2016,257096001177.982
VNM,2017,281353605986.903
VNM,2018,310106478394.659
VNM,2019,334365270496.667
VNM,2020,346615738537.796
VNM,2021,366474752771.009
VNM,2022,413445230668.578
VUT,2016,908725512.790966
VUT,2017,998536154.882053
VUT,2018,1034402941.04298
VUT,2019,1061547512.69257
VUT,2020,1017403362.80118
VUT,2021,1093826088.94269
VUT,2022,1151863789.76624
WSM,2016,843924796.697421
WSM,2017,884844384.463214
WSM,2018,878448433.404342
WSM,2019,912950466.064906
WSM,2020,868884902.953089
WSM,2021,859724936.05765
WSM,2022,889554711.842341
YEM,2016,31317825274.1507
YEM,2017,26842229044.5848
YEM,2018,21606160663.0318
ZAF,2016,323585509674.481
ZAF,2017,381448814653.456
ZAF,2018,405260723892.517
ZAF,2019,389330032224.269
ZAF,2020,337974655408.055
ZAF,2021,419986284375.368
ZAF,2022,407596043067.885
ZMB,2016,20958412538.3093
ZMB,2017,25873601260.8353
ZMB,2018,26311507273.6735
ZMB,2019,23308667781.2258
ZMB,2020,18137764930.651
ZMB,2021,22096416932.0089
ZMB,2022,29163782140.4858
ZWE,2016,20559250000
ZWE,2017,51035657370.5179
ZWE,2018,34141666666.6667
ZWE,2019,33360632553.3556
ZWE,2020,31979753644.6558
ZWE,2021,41287852523.5016
ZWE,2022,40757585308.5016
