level,share,tax_loss_bn_total,2016,2017,2018,2019,2020,2021,2022
Federal (Bund),0.30155097732606445,18.580221921272322,0.522558260955507,1.919835196657646,4.1431499417100826,2.4202925400696915,2.5579325840127436,5.673313302684498,1.343140095182153
State (Länder),0.2840957752096796,17.50471047084049,0.4988144473611489,1.8336852071082776,3.9564792906061754,2.3001429804770126,2.38230846234285,5.281467960559449,1.2518121223855754
Municipal (Kommunen),0.41435324746425584,25.530593069048898,0.6681216207404933,2.4463138401006086,5.285104731539745,3.172583001133664,3.726264132375506,8.282419452439076,1.9497862907198067
